txt,confidence,vertices,boundBox,slopes,width,height,direction,mid_point,crop_idx,Left,Top
GUIDE,100,"[(223, 596), (227, 649), (203, 651), (199, 598)]","{'Width': 28, 'Height': 55, 'Left': 199, 'Top': 596}","(9.109, -0.057)",24.08318915758459,53.150729063673246,vertical,"(213.0, 623.5)","(0, 0)",199,596
THE,100,"[(273, 147), (276, 191), (235, 193), (232, 149)]","{'Width': 44, 'Height': 46, 'Left': 232, 'Top': 147}","(10.083, -0.034)",41.048751503547585,44.10215414239989,vertical,"(254.0, 170.0)","(0, 0)",232,147
BREAKOUT,100,"[(276, 204), (286, 368), (245, 370), (235, 206)]","{'Width': 51, 'Height': 166, 'Left': 235, 'Top': 204}","(11.274, -0.034)",41.048751503547585,164.30459518832697,vertical,"(260.5, 287.0)","(0, 0)",235,204
NOVELIST,100,"[(287, 381), (293, 484), (252, 486), (246, 383)]","{'Width': 47, 'Height': 105, 'Left': 246, 'Top': 381}","(11.801, -0.034)",41.048751503547585,103.1746092796091,vertical,"(269.5, 433.5)","(0, 0)",246,381
Craft,100,"[(294, 503), (296, 539), (256, 541), (254, 505)]","{'Width': 42, 'Height': 38, 'Left': 254, 'Top': 503}","(12.374, -0.034)",40.049968789001575,36.05551275463989,vertical,"(275.0, 522.0)","(0, 0)",254,503
Novels,100,"[(296, 539), (299, 583), (259, 585), (256, 541)]","{'Width': 43, 'Height': 46, 'Left': 256, 'Top': 539}","(10.083, -0.034)",40.049968789001575,44.10215414239989,vertical,"(277.5, 562.0)","(0, 0)",256,539
That,100,"[(299, 585), (301, 617), (260, 619), (258, 587)]","{'Width': 43, 'Height': 34, 'Left': 258, 'Top': 585}","(10.999, -0.034)",41.048751503547585,32.0624390837628,vertical,"(279.5, 602.0)","(0, 0)",258,585
Stand,100,"[(301, 619), (303, 656), (263, 658), (261, 621)]","{'Width': 42, 'Height': 39, 'Left': 261, 'Top': 619}","(12.718, -0.034)",40.049968789001575,37.05401462729781,vertical,"(282.0, 638.5)","(0, 0)",261,619
Out,100,"[(304, 658), (306, 685), (265, 687), (263, 660)]","{'Width': 43, 'Height': 29, 'Left': 263, 'Top': 658}","(9.281, -0.034)",41.048751503547585,27.073972741361768,vertical,"(284.5, 672.5)","(0, 0)",263,658
MAASS,100,"[(264, 786), (326, 786), (326, 800), (264, 800)]","{'Width': 62, 'Height': 14, 'Left': 264, 'Top': 786}","(0.0, -300.0)",14.0,62.0,horizontal,"(295.0, 793.0)","(0, 0)",264,786
MAA,100,"[(264, 841), (294, 842), (294, 852), (264, 851)]","{'Width': 30, 'Height': 11, 'Left': 264, 'Top': 841}","(0.023, -300.0)",10.0,30.01666203960727,horizontal,"(279.0, 846.5)","(0, 0)",264,841
and,100,"[(306, 687), (307, 710), (266, 712), (265, 689)]","{'Width': 42, 'Height': 25, 'Left': 265, 'Top': 687}","(15.812, -0.034)",41.048751503547585,23.021728866442675,vertical,"(286.0, 699.5)","(0, 0)",265,687
808.3,100,"[(265, 820), (311, 821), (311, 833), (265, 832)]","{'Width': 46, 'Height': 13, 'Left': 265, 'Top': 820}","(0.015, -300.0)",12.0,46.010868281309364,horizontal,"(288.0, 826.5)","(0, 0)",265,820
Sell,100,"[(307, 714), (309, 740), (268, 742), (266, 716)]","{'Width': 43, 'Height': 28, 'Left': 266, 'Top': 714}","(8.937, -0.034)",41.048751503547585,26.076809620810597,vertical,"(287.5, 728.0)","(0, 0)",266,714
THIS,100,"[(342, 191), (346, 258), (309, 260), (305, 193)]","{'Width': 41, 'Height': 69, 'Left': 305, 'Top': 191}","(11.515, -0.037)",37.05401462729781,67.11929677819934,vertical,"(325.5, 225.5)","(0, 0)",305,191
IS,100,"[(346, 264), (348, 293), (312, 295), (310, 266)]","{'Width': 38, 'Height': 31, 'Left': 310, 'Top': 264}","(9.968, -0.038)",36.05551275463989,29.068883707497267,vertical,"(329.0, 279.5)","(0, 0)",310,264
NOT,100,"[(348, 300), (352, 359), (316, 361), (312, 302)]","{'Width': 40, 'Height': 61, 'Left': 312, 'Top': 300}","(10.14, -0.038)",36.05551275463989,59.135437767890075,vertical,"(332.0, 330.5)","(0, 0)",312,300
A,100,"[(352, 362), (353, 385), (317, 387), (316, 364)]","{'Width': 37, 'Height': 25, 'Left': 316, 'Top': 362}","(15.812, -0.038)",36.05551275463989,23.021728866442675,vertical,"(334.5, 374.5)","(0, 0)",316,362
WRITING,100,"[(354, 390), (361, 509), (324, 511), (317, 392)]","{'Width': 44, 'Height': 121, 'Left': 317, 'Top': 390}","(11.687, -0.037)",37.05401462729781,119.20570456148481,vertical,"(339.0, 450.5)","(0, 0)",317,390
MANUAL,100,"[(361, 516), (368, 630), (331, 632), (324, 518)]","{'Width': 44, 'Height': 116, 'Left': 324, 'Top': 516}","(11.196, -0.037)",37.05401462729781,114.21471008587291,vertical,"(346.0, 574.0)","(0, 0)",324,516
BOR,100,"[(371, 825), (341, 824), (341, 814), (371, 815)]","{'Width': 30, 'Height': 11, 'Left': 341, 'Top': 814}","(0.023, -300.0)",10.0,30.01666203960727,horizontal,"(356.0, 819.5)","(0, 0)",341,814
MAJ,100,"[(342, 829), (372, 830), (371, 842), (341, 841)]","{'Width': 31, 'Height': 13, 'Left': 341, 'Top': 829}","(0.023, -8.25)",12.041594578792296,30.01666203960727,horizontal,"(356.5, 835.5)","(0, 0)",341,829
MAJORS,100,"[(364, 713), (367, 772), (350, 773), (347, 714)]","{'Width': 20, 'Height': 60, 'Left': 347, 'Top': 713}","(13.52, -0.04)",17.029386365926403,59.07622195096772,vertical,"(357.0, 743.0)","(0, 0)",347,713
FICTION,100,"[(377, 216), (381, 285), (371, 285), (367, 217)]","{'Width': 14, 'Height': 69, 'Left': 367, 'Top': 216}","(11.859, -0.0)",10.0,69.1158447825099,vertical,"(374.0, 250.75)","(0, 0)",367,216
Walter,100,"[(407, 432), (411, 544), (383, 545), (379, 433)]","{'Width': 32, 'Height': 113, 'Left': 379, 'Top': 432}","(19.249, -0.025)",28.0178514522438,112.0714058089752,vertical,"(395.0, 488.5)","(0, 0)",379,432
ELEMENTS,100,"[(393, 193), (398, 279), (386, 280), (381, 194)]","{'Width': 17, 'Height': 87, 'Left': 381, 'Top': 193}","(11.824, -0.057)",12.041594578792296,86.14522621712709,vertical,"(389.5, 236.5)","(0, 0)",381,193
M,100,"[(389, 812), (389, 822), (382, 822), (382, 812)]","{'Width': 7, 'Height': 10, 'Left': 382, 'Top': 812}","(-300.0, -0.0)",7.0,10.0,vertical,"(385.5, 817.0)","(0, 0)",382,812
Mosley,100,"[(412, 561), (417, 683), (389, 684), (384, 562)]","{'Width': 33, 'Height': 123, 'Left': 384, 'Top': 561}","(16.774, -0.025)",28.0178514522438,122.10241602851272,vertical,"(400.5, 622.5)","(0, 0)",384,561
OF,100,"[(398, 289), (399, 311), (388, 312), (387, 290)]","{'Width': 12, 'Height': 23, 'Left': 387, 'Top': 289}","(15.124, -0.062)",11.045361017187261,22.02271554554524,vertical,"(393.0, 300.5)","(0, 0)",387,289
88,100,"[(410, 819), (410, 848), (398, 848), (398, 819)]","{'Width': 12, 'Height': 29, 'Left': 398, 'Top': 819}","(-300.0, -0.0)",12.0,29.0,vertical,"(404.0, 833.5)","(0, 0)",398,819
A,100,"[(437, 276), (438, 288), (424, 289), (423, 277)]","{'Width': 15, 'Height': 13, 'Left': 423, 'Top': 276}","(8.25, -0.049)",14.035668847618199,12.041594578792296,vertical,"(430.5, 282.5)","(0, 0)",423,276
Pocket,100,"[(438, 292), (440, 331), (425, 332), (423, 293)]","{'Width': 17, 'Height': 40, 'Left': 423, 'Top': 292}","(13.405, -0.046)",15.033296378372908,39.05124837953327,vertical,"(431.5, 312.0)","(0, 0)",423,292
M,100,"[(432, 821), (432, 831), (424, 831), (424, 821)]","{'Width': 8, 'Height': 10, 'Left': 424, 'Top': 821}","(-300.0, -0.0)",8.0,10.0,vertical,"(428.0, 826.0)","(0, 0)",424,821
Guide,100,"[(440, 334), (442, 370), (427, 371), (425, 335)]","{'Width': 17, 'Height': 37, 'Left': 425, 'Top': 334}","(12.374, -0.046)",15.033296378372908,36.05551275463989,vertical,"(433.5, 352.5)","(0, 0)",425,334
to,100,"[(442, 373), (443, 386), (429, 387), (428, 374)]","{'Width': 15, 'Height': 14, 'Left': 428, 'Top': 373}","(8.937, -0.049)",14.035668847618199,13.038404810405298,vertical,"(435.5, 380.0)","(0, 0)",428,373
Writing,100,"[(443, 392), (445, 434), (431, 435), (429, 393)]","{'Width': 16, 'Height': 43, 'Left': 429, 'Top': 392}","(14.437, -0.049)",14.035668847618199,42.04759208325728,vertical,"(437.0, 413.5)","(0, 0)",429,392
Your,100,"[(446, 438), (448, 466), (434, 467), (432, 439)]","{'Width': 16, 'Height': 29, 'Left': 432, 'Top': 438}","(9.624, -0.049)",14.035668847618199,28.071337695236398,vertical,"(440.0, 452.5)","(0, 0)",432,438
Way,100,"[(448, 470), (450, 497), (435, 498), (433, 471)]","{'Width': 17, 'Height': 28, 'Left': 433, 'Top': 470}","(9.281, -0.046)",15.033296378372908,27.073972741361768,vertical,"(441.5, 484.0)","(0, 0)",433,470
Out,100,"[(449, 499), (450, 524), (436, 525), (435, 500)]","{'Width': 15, 'Height': 26, 'Left': 435, 'Top': 499}","(17.187, -0.049)",14.035668847618199,25.019992006393608,vertical,"(442.5, 512.0)","(0, 0)",435,499
of,100,"[(451, 526), (452, 541), (438, 542), (437, 527)]","{'Width': 15, 'Height': 16, 'Left': 437, 'Top': 526}","(10.312, -0.049)",14.035668847618199,15.033296378372908,vertical,"(444.5, 534.0)","(0, 0)",437,526
it,100,"[(452, 542), (453, 553), (439, 554), (438, 543)]","{'Width': 15, 'Height': 12, 'Left': 438, 'Top': 542}","(7.562, -0.049)",14.035668847618199,11.045361017187261,vertical,"(445.5, 548.0)","(0, 0)",438,542
RELEASE,100,"[(471, 269), (477, 399), (449, 400), (443, 270)]","{'Width': 34, 'Height': 131, 'Left': 443, 'Top': 269}","(14.895, -0.025)",28.0178514522438,130.13838787997952,vertical,"(460.0, 334.5)","(0, 0)",443,269
CO,100,"[(456, 819), (456, 827), (449, 827), (449, 819)]","{'Width': 7, 'Height': 8, 'Left': 449, 'Top': 819}","(-300.0, -0.0)",7.0,8.0,vertical,"(452.5, 823.0)","(0, 0)",449,819
P,100,"[(456, 835), (456, 843), (449, 843), (449, 835)]","{'Width': 7, 'Height': 8, 'Left': 449, 'Top': 835}","(-300.0, -0.0)",7.0,8.0,vertical,"(452.5, 839.0)","(0, 0)",449,835
Sta,100,"[(472, 848), (449, 848), (449, 838), (472, 838)]","{'Width': 23, 'Height': 10, 'Left': 449, 'Top': 838}","(-0.0, -300.0)",10.0,23.0,horizontal,"(460.5, 843.0)","(0, 0)",449,838
THE,100,"[(478, 411), (481, 473), (454, 474), (451, 412)]","{'Width': 30, 'Height': 63, 'Left': 451, 'Top': 411}","(14.208, -0.025)",27.018512172212592,62.07253821135398,vertical,"(466.0, 442.5)","(0, 0)",451,411
BATS,100,"[(481, 484), (485, 557), (458, 558), (454, 485)]","{'Width': 31, 'Height': 74, 'Left': 454, 'Top': 484}","(12.546, -0.025)",27.018512172212592,73.10950690573696,vertical,"(469.5, 521.0)","(0, 0)",454,484
DBC,100,"[(480, 681), (482, 738), (456, 739), (454, 682)]","{'Width': 28, 'Height': 58, 'Left': 454, 'Top': 681}","(19.593, -0.026)",26.019223662515376,57.0350769263968,vertical,"(468.0, 710.0)","(0, 0)",454,681
PIER,100,"[(482, 750), (484, 808), (459, 809), (457, 751)]","{'Width': 27, 'Height': 59, 'Left': 457, 'Top': 750}","(19.936, -0.027)",25.019992006393608,58.034472514187634,vertical,"(470.5, 779.5)","(0, 0)",457,750
THE,100,"[(527, 87), (530, 161), (496, 162), (493, 89)]","{'Width': 37, 'Height': 75, 'Left': 493, 'Top': 87}","(16.957, -0.02)",34.0147027033899,74.06078584514209,vertical,"(511.5, 124.75)","(0, 0)",493,87
WRITER'S,100,"[(531, 171), (540, 358), (505, 359), (496, 173)]","{'Width': 44, 'Height': 188, 'Left': 496, 'Top': 171}","(14.284, -0.02)",35.014282800023196,187.21645226849054,vertical,"(518.0, 265.25)","(0, 0)",496,171
GUIDE,100,"[(540, 372), (543, 441), (508, 443), (505, 374)]","{'Width': 38, 'Height': 71, 'Left': 505, 'Top': 372}","(15.812, -0.039)",35.05709628591621,69.06518659932803,vertical,"(524.0, 407.5)","(0, 0)",505,372
TO,100,"[(543, 447), (544, 476), (510, 478), (509, 449)]","{'Width': 35, 'Height': 31, 'Left': 509, 'Top': 447}","(19.936, -0.04)",34.058772731852805,29.017236257093817,vertical,"(526.5, 462.5)","(0, 0)",509,447
WEAPONS,100,"[(545, 487), (554, 675), (519, 676), (510, 489)]","{'Width': 44, 'Height': 189, 'Left': 510, 'Top': 487}","(14.36, -0.02)",35.014282800023196,188.2153022471871,vertical,"(532.0, 581.75)","(0, 0)",510,487
808,100,"[(515, 822), (542, 822), (542, 834), (515, 834)]","{'Width': 27, 'Height': 12, 'Left': 515, 'Top': 822}","(0.0, -300.0)",12.0,27.0,horizontal,"(528.5, 828.0)","(0, 0)",515,822
SOBIECK,100,"[(546, 722), (548, 788), (532, 789), (530, 723)]","{'Width': 18, 'Height': 67, 'Left': 530, 'Top': 722}","(22.686, -0.043)",16.0312195418814,66.03029607687671,vertical,"(539.0, 755.5)","(0, 0)",530,722
.:,100,"[(544, 822), (556, 822), (556, 834), (544, 834)]","{'Width': 12, 'Height': 12, 'Left': 544, 'Top': 822}","(0.0, -300.0)",12.0,12.0,horizontal,"(550.0, 828.0)","(0, 0)",544,822
808.3,100,"[(586, 815), (631, 816), (631, 828), (586, 827)]","{'Width': 45, 'Height': 13, 'Left': 586, 'Top': 815}","(0.015, -300.0)",12.0,45.0111097397076,horizontal,"(608.5, 821.5)","(0, 0)",586,815
TRU,100,"[(587, 837), (612, 837), (612, 846), (587, 846)]","{'Width': 25, 'Height': 9, 'Left': 587, 'Top': 837}","(0.0, -300.0)",9.0,25.0,horizontal,"(599.5, 841.5)","(0, 0)",587,837
THE,100,"[(617, 170), (619, 227), (600, 228), (598, 171)]","{'Width': 21, 'Height': 58, 'Left': 598, 'Top': 170}","(19.593, -0.036)",19.026297590440446,57.0350769263968,vertical,"(608.5, 199.0)","(0, 0)",598,170
ANATOMY,100,"[(619, 240), (625, 393), (607, 394), (601, 241)]","{'Width': 24, 'Height': 154, 'Left': 601, 'Top': 240}","(17.53, -0.038)",18.027756377319946,153.11760186209813,vertical,"(613.0, 317.0)","(0, 0)",601,240
OF,100,"[(626, 406), (627, 440), (609, 441), (608, 407)]","{'Width': 19, 'Height': 35, 'Left': 608, 'Top': 406}","(23.374, -0.038)",18.027756377319946,34.0147027033899,vertical,"(617.5, 423.5)","(0, 0)",608,406
GENRES,100,"[(629, 455), (633, 562), (614, 563), (610, 456)]","{'Width': 23, 'Height': 108, 'Left': 610, 'Top': 455}","(18.39, -0.036)",19.026297590440446,107.07474025184464,vertical,"(621.5, 509.0)","(0, 0)",610,455
JOHN,100,"[(637, 634), (640, 709), (620, 710), (617, 635)]","{'Width': 23, 'Height': 76, 'Left': 617, 'Top': 634}","(17.187, -0.034)",20.024984394500787,75.05997601918082,vertical,"(628.5, 672.0)","(0, 0)",617,634
TRUBY,100,"[(640, 722), (643, 811), (623, 812), (620, 723)]","{'Width': 23, 'Height': 90, 'Left': 620, 'Top': 722}","(20.395, -0.034)",20.024984394500787,89.05054744357274,vertical,"(631.5, 767.0)","(0, 0)",620,722
THE,100,"[(723, 96), (725, 173), (696, 174), (694, 97)]","{'Width': 31, 'Height': 78, 'Left': 694, 'Top': 96}","(26.467, -0.024)",29.017236257093817,77.02596964660685,vertical,"(709.5, 135.0)","(0, 0)",694,96
WRITER'S,100,"[(725, 183), (730, 367), (701, 368), (696, 184)]","{'Width': 34, 'Height': 185, 'Left': 696, 'Top': 183}","(25.299, -0.024)",29.017236257093817,184.06792224611002,vertical,"(713.0, 275.5)","(0, 0)",696,183
808.3,100,"[(697, 821), (745, 823), (744, 835), (696, 833)]","{'Width': 49, 'Height': 14, 'Left': 696, 'Top': 821}","(0.029, -8.25)",12.041594578792296,48.041648597857254,horizontal,"(720.5, 828.0)","(0, 0)",696,821
WHI,100,"[(697, 840), (726, 841), (725, 853), (696, 852)]","{'Width': 30, 'Height': 13, 'Left': 696, 'Top': 840}","(0.024, -8.25)",12.041594578792296,29.017236257093817,horizontal,"(711.0, 846.5)","(0, 0)",696,840
IDEA,100,"[(730, 378), (732, 464), (703, 465), (701, 379)]","{'Width': 31, 'Height': 87, 'Left': 701, 'Top': 378}","(29.561, -0.024)",29.017236257093817,86.02325267042627,vertical,"(716.5, 421.5)","(0, 0)",701,378
THESAURUS,100,"[(732, 476), (738, 699), (710, 700), (704, 477)]","{'Width': 34, 'Height': 224, 'Left': 704, 'Top': 476}","(25.551, -0.025)",28.0178514522438,223.0807028857494,vertical,"(721.0, 588.0)","(0, 0)",704,476
WHITE,100,"[(738, 723), (740, 804), (712, 805), (710, 724)]","{'Width': 30, 'Height': 82, 'Left': 710, 'Top': 723}","(27.842, -0.025)",28.0178514522438,81.02468759581859,vertical,"(725.0, 764.0)","(0, 0)",710,723
How,100,"[(810, 279), (812, 352), (763, 353), (761, 280)]","{'Width': 51, 'Height': 74, 'Left': 761, 'Top': 279}","(25.092, -0.014)",49.01020301937138,73.02739212103907,vertical,"(786.5, 316.0)","(0, 0)",761,279
Fiction,100,"[(812, 364), (815, 471), (767, 472), (764, 365)]","{'Width': 51, 'Height': 108, 'Left': 764, 'Top': 364}","(24.519, -0.014)",48.010415536631214,107.0420478129973,vertical,"(789.5, 418.0)","(0, 0)",764,364
PK,100,"[(773, 164), (785, 174), (778, 183), (766, 172)]","{'Width': 19, 'Height': 19, 'Left': 766, 'Top': 164}","(0.573, -0.884)",11.40175425099138,15.620499351813308,horizontal,"(775.5, 173.25)","(0, 0)",766,164
Works,100,"[(816, 481), (819, 583), (770, 584), (767, 482)]","{'Width': 52, 'Height': 103, 'Left': 767, 'Top': 481}","(23.374, -0.014)",49.01020301937138,102.04410811016969,vertical,"(793.0, 532.5)","(0, 0)",767,481
STERD,100,"[(775, 150), (789, 161), (782, 170), (768, 159)]","{'Width': 21, 'Height': 20, 'Left': 768, 'Top': 150}","(0.54, -0.884)",11.40175425099138,17.804493814764857,horizontal,"(778.5, 160.0)","(0, 0)",768,150
|,100,"[(820, 634), (821, 663), (773, 664), (772, 635)]","{'Width': 49, 'Height': 30, 'Left': 772, 'Top': 634}","(19.936, -0.014)",48.010415536631214,29.017236257093817,vertical,"(796.5, 649.0)","(0, 0)",772,634
808.3,100,"[(772, 829), (817, 830), (817, 842), (772, 841)]","{'Width': 45, 'Height': 13, 'Left': 772, 'Top': 829}","(0.015, -300.0)",12.0,45.0111097397076,horizontal,"(794.5, 835.5)","(0, 0)",772,829
WOO,100,"[(772, 846), (801, 847), (801, 860), (772, 859)]","{'Width': 29, 'Height': 14, 'Left': 772, 'Top': 846}","(0.024, -300.0)",13.0,29.017236257093817,horizontal,"(786.5, 853.0)","(0, 0)",772,846
Parkdale,100,"[(786, 175), (819, 203), (812, 211), (779, 183)]","{'Width': 40, 'Height': 36, 'Left': 779, 'Top': 175}","(0.583, -0.786)",10.63014581273465,43.278170016764804,horizontal,"(799.0, 193.0)","(0, 0)",779,175
NAR,100,"[(789, 161), (800, 170), (792, 179), (781, 170)]","{'Width': 19, 'Height': 18, 'Left': 781, 'Top': 161}","(0.562, -0.773)",12.041594578792296,14.212670403551895,horizontal,"(790.5, 170.0)","(0, 0)",781,161
JAMES,100,"[(807, 701), (809, 780), (790, 781), (788, 702)]","{'Width': 21, 'Height': 80, 'Left': 788, 'Top': 701}","(27.155, -0.036)",19.026297590440446,79.02531240052139,vertical,"(798.5, 741.0)","(0, 0)",788,701
WO,100,"[(809, 793), (810, 825), (792, 826), (791, 794)]","{'Width': 19, 'Height': 33, 'Left': 791, 'Top': 793}","(21.999, -0.038)",18.027756377319946,32.01562118716424,vertical,"(800.5, 809.5)","(0, 0)",791,793
MOD,100,"[(799, 169), (809, 177), (802, 186), (792, 178)]","{'Width': 17, 'Height': 17, 'Left': 792, 'Top': 169}","(0.55, -0.884)",11.40175425099138,12.806248474865697,horizontal,"(800.5, 177.5)","(0, 0)",792,169
YEA,100,"[(809, 176), (820, 185), (812, 194), (801, 185)]","{'Width': 19, 'Height': 18, 'Left': 801, 'Top': 176}","(0.562, -0.773)",12.041594578792296,14.212670403551895,horizontal,"(810.5, 185.0)","(0, 0)",801,176
You,100,"[(874, 309), (876, 379), (848, 380), (846, 310)]","{'Width': 30, 'Height': 71, 'Left': 846, 'Top': 309}","(24.061, -0.025)",28.0178514522438,70.02856560004639,vertical,"(861.0, 344.5)","(0, 0)",846,309
Seger,100,"[(859, 177), (860, 217), (848, 217), (847, 177)]","{'Width': 13, 'Height': 40, 'Left': 847, 'Top': 177}","(27.498, -0.0)",12.0,40.01249804748511,vertical,"(853.5, 197.0)","(0, 0)",847,177
talkin,100,"[(876, 393), (879, 506), (851, 507), (848, 394)]","{'Width': 31, 'Height': 114, 'Left': 848, 'Top': 393}","(25.894, -0.025)",28.0178514522438,113.03981599418853,vertical,"(863.5, 450.0)","(0, 0)",848,393
Rainey,100,"[(861, 228), (863, 275), (851, 275), (849, 228)]","{'Width': 14, 'Height': 47, 'Left': 849, 'Top': 228}","(16.155, -0.0)",12.0,47.042533945356304,vertical,"(856.0, 251.5)","(0, 0)",849,228
