txt,confidence,vertices,boundBox,slopes,width,height,direction,mid_point,crop_idx,Left,Top
MARLINE,100,"[(1047, 1509), (1050, 1555), (1039, 1556), (1036, 1510)]","{'Width': 14, 'Height': 47, 'Left': 1036, 'Top': 1509}","(12.507, -0.074)",11.045361017187261,46.09772228646444,vertical,"(1043.0, 1532.5)","(0, 0)",1036,1509
THE,100,"[(1069, 1288), (1072, 1336), (1042, 1338), (1039, 1290)]","{'Width': 33, 'Height': 50, 'Left': 1039, 'Top': 1288}","(13.051, -0.054)",30.066592756745816,48.093658625644196,vertical,"(1055.5, 1313.0)","(0, 0)",1039,1288
Be,100,"[(1050, 1558), (1051, 1572), (1040, 1573), (1039, 1559)]","{'Width': 12, 'Height': 15, 'Left': 1039, 'Top': 1558}","(11.42, -0.074)",11.045361017187261,14.035668847618199,vertical,"(1045.0, 1565.5)","(0, 0)",1039,1558
S,100,"[(1052, 1612), (1053, 1623), (1043, 1624), (1042, 1613)]","{'Width': 11, 'Height': 12, 'Left': 1042, 'Top': 1612}","(8.973, -0.082)",10.04987562112089,11.045361017187261,vertical,"(1047.5, 1618.0)","(0, 0)",1042,1612
SEAMSTRESS,100,"[(1073, 1347), (1082, 1495), (1052, 1497), (1043, 1349)]","{'Width': 39, 'Height': 150, 'Left': 1043, 'Top': 1347}","(13.414, -0.054)",30.066592756745816,148.27339613025663,vertical,"(1062.5, 1422.0)","(0, 0)",1043,1347
FUE,100,"[(1056, 701), (1057, 731), (1048, 731), (1047, 701)]","{'Width': 10, 'Height': 30, 'Left': 1047, 'Top': 701}","(24.471, -0.0)",9.0,30.01666203960727,vertical,"(1052.0, 716.0)","(0, 0)",1047,701
Louise,100,"[(1061, 1510), (1063, 1543), (1052, 1544), (1050, 1511)]","{'Width': 13, 'Height': 34, 'Left': 1050, 'Top': 1510}","(13.459, -0.074)",11.045361017187261,33.06055050963308,vertical,"(1056.5, 1527.0)","(0, 0)",1050,1510
Loots,100,"[(1063, 1545), (1065, 1576), (1054, 1577), (1052, 1546)]","{'Width': 13, 'Height': 32, 'Left': 1052, 'Top': 1545}","(12.643, -0.074)",11.045361017187261,31.064449134018133,vertical,"(1058.5, 1561.0)","(0, 0)",1052,1545
Des,100,"[(1065, 1580), (1067, 1615), (1056, 1616), (1054, 1581)]","{'Width': 13, 'Height': 36, 'Left': 1054, 'Top': 1580}","(14.275, -0.074)",11.045361017187261,35.05709628591621,vertical,"(1060.5, 1598.0)","(0, 0)",1054,1580
The,100,"[(1075, 198), (1075, 227), (1055, 227), (1055, 198)]","{'Width': 20, 'Height': 29, 'Left': 1055, 'Top': 198}","(-300.0, -0.0)",20.0,29.0,vertical,"(1065.0, 212.5)","(0, 0)",1055,198
Story,100,"[(1075, 230), (1076, 274), (1056, 274), (1055, 230)]","{'Width': 21, 'Height': 44, 'Left': 1055, 'Top': 230}","(35.89, -0.0)",20.0,44.01136216933077,vertical,"(1065.5, 252.0)","(0, 0)",1055,230
of,100,"[(1076, 276), (1076, 294), (1056, 294), (1056, 276)]","{'Width': 20, 'Height': 18, 'Left': 1056, 'Top': 276}","(-300.0, -0.0)",20.0,18.0,vertical,"(1066.0, 285.0)","(0, 0)",1056,276
One,100,"[(1076, 296), (1076, 326), (1056, 326), (1056, 296)]","{'Width': 20, 'Height': 30, 'Left': 1056, 'Top': 296}","(-300.0, -0.0)",20.0,30.0,vertical,"(1066.0, 311.0)","(0, 0)",1056,296
Family,100,"[(1077, 330), (1078, 383), (1057, 383), (1056, 330)]","{'Width': 22, 'Height': 53, 'Left': 1056, 'Top': 330}","(43.232, -0.0)",21.0,53.009433122794285,vertical,"(1067.0, 356.5)","(0, 0)",1056,330
Ab,100,"[(1078, 383), (1078, 403), (1058, 403), (1058, 383)]","{'Width': 20, 'Height': 20, 'Left': 1058, 'Top': 383}","(-300.0, -0.0)",20.0,20.0,vertical,"(1068.0, 393.0)","(0, 0)",1058,383
SARA,100,"[(1074, 1512), (1076, 1538), (1065, 1539), (1063, 1513)]","{'Width': 13, 'Height': 27, 'Left': 1063, 'Top': 1512}","(10.604, -0.074)",11.045361017187261,26.076809620810597,vertical,"(1069.5, 1525.5)","(0, 0)",1063,1512
DAVID,100,"[(1082, 695), (1083, 734), (1067, 735), (1065, 696)]","{'Width': 18, 'Height': 40, 'Left': 1065, 'Top': 695}","(31.812, -0.051)",16.0312195418814,39.01281840626232,vertical,"(1074.25, 715.0)","(0, 0)",1065,695
TE,100,"[(1076, 1542), (1077, 1555), (1066, 1556), (1065, 1543)]","{'Width': 12, 'Height': 14, 'Left': 1065, 'Top': 1542}","(10.604, -0.074)",11.045361017187261,13.038404810405298,vertical,"(1071.0, 1549.0)","(0, 0)",1065,1542
CLAY,100,"[(1083, 736), (1084, 771), (1068, 772), (1067, 737)]","{'Width': 17, 'Height': 36, 'Left': 1067, 'Top': 736}","(28.549, -0.051)",16.0312195418814,35.014282800023196,vertical,"(1075.5, 754.0)","(0, 0)",1067,736
LARGE,100,"[(1085, 773), (1087, 817), (1070, 818), (1068, 774)]","{'Width': 19, 'Height': 45, 'Left': 1068, 'Top': 773}","(17.945, -0.048)",17.029386365926403,44.04543109109048,vertical,"(1077.5, 795.5)","(0, 0)",1068,773
SURVIVORS,100,"[(1094, 1149), (1098, 1230), (1081, 1231), (1077, 1150)]","{'Width': 21, 'Height': 82, 'Left': 1077, 'Top': 1149}","(16.518, -0.048)",17.029386365926403,81.09870529176159,vertical,"(1087.5, 1190.0)","(0, 0)",1077,1149
THE,100,"[(1103, 1270), (1105, 1296), (1087, 1297), (1085, 1271)]","{'Width': 20, 'Height': 27, 'Left': 1085, 'Top': 1270}","(10.604, -0.045)",18.027756377319946,26.076809620810597,vertical,"(1095.0, 1283.5)","(0, 0)",1085,1270
STAR,100,"[(1105, 1302), (1108, 1338), (1091, 1339), (1088, 1303)]","{'Width': 20, 'Height': 37, 'Left': 1088, 'Top': 1302}","(9.788, -0.048)",17.029386365926403,36.124783736376884,vertical,"(1098.0, 1320.5)","(0, 0)",1088,1302
HOUSES,100,"[(1108, 1342), (1112, 1398), (1095, 1399), (1091, 1343)]","{'Width': 21, 'Height': 57, 'Left': 1091, 'Top': 1342}","(11.42, -0.048)",17.029386365926403,56.142675390472796,vertical,"(1101.5, 1370.5)","(0, 0)",1091,1342
STEWART,100,"[(1112, 1425), (1115, 1463), (1102, 1464), (1099, 1426)]","{'Width': 16, 'Height': 39, 'Left': 1099, 'Top': 1425}","(10.332, -0.063)",13.038404810405298,38.118237105091836,vertical,"(1107.0, 1444.5)","(0, 0)",1099,1425
ROSS,100,"[(1115, 1466), (1117, 1488), (1104, 1489), (1102, 1467)]","{'Width': 15, 'Height': 23, 'Left': 1102, 'Top': 1466}","(8.973, -0.063)",13.038404810405298,22.090722034374522,vertical,"(1109.5, 1477.5)","(0, 0)",1102,1466
GENTA,100,"[(1116, 1517), (1122, 1595), (1110, 1596), (1104, 1518)]","{'Width': 18, 'Height': 79, 'Left': 1104, 'Top': 1517}","(10.604, -0.068)",12.041594578792296,78.23042886243178,vertical,"(1113.0, 1556.5)","(0, 0)",1104,1517
B,100,"[(1122, 1602), (1123, 1612), (1112, 1613), (1111, 1603)]","{'Width': 12, 'Height': 11, 'Left': 1111, 'Top': 1602}","(8.157, -0.074)",11.045361017187261,10.04987562112089,vertical,"(1117.0, 1607.5)","(0, 0)",1111,1602
SURVIVORS,100,"[(1132, 1303), (1139, 1396), (1123, 1397), (1116, 1304)]","{'Width': 23, 'Height': 94, 'Left': 1116, 'Top': 1303}","(10.837, -0.051)",16.0312195418814,93.26306878931231,vertical,"(1127.5, 1350.0)","(0, 0)",1116,1303
Tree,100,"[(1139, 1403), (1141, 1432), (1125, 1433), (1123, 1404)]","{'Width': 18, 'Height': 30, 'Left': 1123, 'Top': 1403}","(11.828, -0.051)",16.0312195418814,29.068883707497267,vertical,"(1132.0, 1418.0)","(0, 0)",1123,1403
Series,100,"[(1141, 1435), (1144, 1474), (1129, 1475), (1126, 1436)]","{'Width': 18, 'Height': 40, 'Left': 1126, 'Top': 1435}","(10.604, -0.054)",15.033296378372908,39.11521443121589,vertical,"(1135.0, 1455.0)","(0, 0)",1126,1435
of,100,"[(1145, 1477), (1146, 1490), (1130, 1491), (1129, 1478)]","{'Width': 17, 'Height': 14, 'Left': 1129, 'Top': 1477}","(10.604, -0.051)",16.0312195418814,13.038404810405298,vertical,"(1137.5, 1484.0)","(0, 0)",1129,1477
Children,100,"[(1146, 1493), (1149, 1541), (1133, 1542), (1130, 1494)]","{'Width': 19, 'Height': 49, 'Left': 1130, 'Top': 1493}","(13.051, -0.051)",16.0312195418814,48.093658625644196,vertical,"(1139.5, 1517.5)","(0, 0)",1130,1493
in,100,"[(1149, 1546), (1150, 1557), (1135, 1558), (1134, 1547)]","{'Width': 16, 'Height': 12, 'Left': 1134, 'Top': 1546}","(8.973, -0.054)",15.033296378372908,11.045361017187261,vertical,"(1142.0, 1552.0)","(0, 0)",1134,1546
the,100,"[(1150, 1561), (1151, 1579), (1136, 1580), (1135, 1562)]","{'Width': 16, 'Height': 19, 'Left': 1135, 'Top': 1561}","(14.682, -0.054)",15.033296378372908,18.027756377319946,vertical,"(1143.0, 1570.5)","(0, 0)",1135,1561
Holocaust,100,"[(1152, 1583), (1156, 1640), (1140, 1641), (1136, 1584)]","{'Width': 20, 'Height': 58, 'Left': 1136, 'Top': 1583}","(11.624, -0.051)",16.0312195418814,57.14017850864661,vertical,"(1146.0, 1612.0)","(0, 0)",1136,1583
FOUR,100,"[(1165, 1275), (1169, 1328), (1155, 1329), (1151, 1276)]","{'Width': 18, 'Height': 54, 'Left': 1151, 'Top': 1275}","(10.808, -0.058)",14.035668847618199,53.150729063673246,vertical,"(1160.0, 1302.0)","(0, 0)",1151,1275
U,100,"[(1162, 1238), (1163, 1253), (1153, 1254), (1152, 1239)]","{'Width': 11, 'Height': 16, 'Left': 1152, 'Top': 1238}","(12.235, -0.082)",10.04987562112089,15.033296378372908,vertical,"(1157.5, 1246.0)","(0, 0)",1152,1238
PERFECT,100,"[(1170, 1341), (1177, 1433), (1163, 1434), (1156, 1342)]","{'Width': 21, 'Height': 93, 'Left': 1156, 'Top': 1341}","(10.72, -0.058)",14.035668847618199,92.26592003551474,vertical,"(1166.5, 1387.5)","(0, 0)",1156,1341
ley,100,"[(1192, 323), (1193, 348), (1165, 349), (1164, 324)]","{'Width': 29, 'Height': 26, 'Left': 1164, 'Top': 323}","(20.392, -0.029)",28.0178514522438,25.019992006393608,vertical,"(1178.5, 336.0)","(0, 0)",1164,323
PEBBLES,100,"[(1178, 1446), (1185, 1533), (1171, 1534), (1164, 1447)]","{'Width': 21, 'Height': 88, 'Left': 1164, 'Top': 1446}","(10.138, -0.058)",14.035668847618199,87.28115489611719,vertical,"(1174.5, 1490.0)","(0, 0)",1164,1446
Stremme,100,"[(1194, 362), (1197, 433), (1169, 434), (1166, 363)]","{'Width': 31, 'Height': 72, 'Left': 1166, 'Top': 362}","(19.305, -0.029)",28.0178514522438,71.06335201775947,vertical,"(1181.5, 398.0)","(0, 0)",1166,362
SCHOLASTIC,100,"[(1197, 443), (1203, 598), (1175, 599), (1169, 444)]","{'Width': 34, 'Height': 156, 'Left': 1169, 'Top': 443}","(21.072, -0.029)",28.0178514522438,155.11608556174951,vertical,"(1186.0, 521.0)","(0, 0)",1169,443
MARION,100,"[(1180, 1558), (1183, 1597), (1173, 1598), (1170, 1559)]","{'Width': 13, 'Height': 40, 'Left': 1170, 'Top': 1558}","(10.604, -0.082)",10.04987562112089,39.11521443121589,vertical,"(1176.5, 1578.0)","(0, 0)",1170,1558
BLUMENT,100,"[(1183, 1602), (1186, 1648), (1177, 1649), (1174, 1603)]","{'Width': 12, 'Height': 47, 'Left': 1174, 'Top': 1602}","(12.507, -0.091)",9.055385138137417,46.09772228646444,vertical,"(1180.0, 1625.5)","(0, 0)",1174,1602
PO,100,"[(1203, 609), (1204, 643), (1177, 644), (1176, 610)]","{'Width': 28, 'Height': 35, 'Left': 1176, 'Top': 609}","(27.733, -0.03)",27.018512172212592,34.0147027033899,vertical,"(1190.0, 626.5)","(0, 0)",1176,609
REMEMBER,100,"[(1203, 1295), (1209, 1364), (1196, 1365), (1190, 1296)]","{'Width': 19, 'Height': 70, 'Left': 1190, 'Top': 1295}","(9.38, -0.063)",13.038404810405298,69.26037828369117,vertical,"(1199.5, 1330.0)","(0, 0)",1190,1295
NOT,100,"[(1209, 1366), (1211, 1393), (1198, 1394), (1196, 1367)]","{'Width': 15, 'Height': 28, 'Left': 1196, 'Top': 1366}","(11.012, -0.063)",13.038404810405298,27.073972741361768,vertical,"(1203.5, 1380.0)","(0, 0)",1196,1366
TO,100,"[(1211, 1396), (1212, 1411), (1200, 1412), (1199, 1397)]","{'Width': 13, 'Height': 16, 'Left': 1199, 'Top': 1396}","(12.235, -0.068)",12.041594578792296,15.033296378372908,vertical,"(1205.5, 1404.0)","(0, 0)",1199,1396
FORGET,100,"[(1213, 1416), (1217, 1465), (1204, 1466), (1200, 1417)]","{'Width': 17, 'Height': 50, 'Left': 1200, 'Top': 1416}","(9.992, -0.063)",13.038404810405298,49.16299421312742,vertical,"(1208.5, 1441.0)","(0, 0)",1200,1416
Finkelstein,100,"[(1228, 1572), (1233, 1632), (1223, 1633), (1218, 1573)]","{'Width': 15, 'Height': 61, 'Left': 1218, 'Top': 1572}","(9.788, -0.082)",10.04987562112089,60.207972893961475,vertical,"(1225.5, 1602.5)","(0, 0)",1218,1572
RREN,100,"[(1237, 1156), (1242, 1193), (1226, 1195), (1221, 1158)]","{'Width': 21, 'Height': 39, 'Left': 1221, 'Top': 1156}","(6.036, -0.102)",16.1245154965971,37.33630940518894,vertical,"(1231.5, 1175.5)","(0, 0)",1221,1156
SURVIVING,100,"[(1248, 1227), (1256, 1301), (1235, 1303), (1227, 1229)]","{'Width': 29, 'Height': 76, 'Left': 1227, 'Top': 1227}","(7.545, -0.078)",21.095023109728988,74.43117626371358,vertical,"(1241.5, 1265.0)","(0, 0)",1227,1227
Johnson,100,"[(1248, 760), (1247, 839), (1228, 839), (1229, 760)]","{'Width': 20, 'Height': 79, 'Left': 1228, 'Top': 760}","(-64.44, -0.0)",19.0,79.00632886041473,vertical,"(1238.0, 799.5)","(0, 0)",1228,760
Got,100,"[(1270, 438), (1270, 515), (1233, 515), (1233, 438)]","{'Width': 37, 'Height': 77, 'Left': 1233, 'Top': 438}","(-300.0, -0.0)",37.0,77.0,vertical,"(1251.5, 476.5)","(0, 0)",1233,438
to,100,"[(1269, 525), (1269, 561), (1233, 561), (1233, 525)]","{'Width': 36, 'Height': 36, 'Left': 1233, 'Top': 525}","(-300.0, -0.0)",36.0,36.0,vertical,"(1251.0, 543.0)","(0, 0)",1233,525
Now,100,"[(1269, 578), (1269, 664), (1233, 664), (1233, 578)]","{'Width': 36, 'Height': 86, 'Left': 1233, 'Top': 578}","(-300.0, -0.0)",36.0,86.0,vertical,"(1251.0, 621.0)","(0, 0)",1233,578
How,100,"[(1271, 249), (1271, 339), (1234, 339), (1234, 249)]","{'Width': 37, 'Height': 90, 'Left': 1234, 'Top': 249}","(-300.0, -0.0)",37.0,90.0,vertical,"(1252.5, 294.0)","(0, 0)",1234,249
We,100,"[(1270, 356), (1270, 423), (1234, 423), (1234, 356)]","{'Width': 36, 'Height': 67, 'Left': 1234, 'Top': 356}","(-300.0, -0.0)",36.0,67.0,vertical,"(1252.0, 389.5)","(0, 0)",1234,356
HITLER,100,"[(1257, 1310), (1262, 1355), (1241, 1357), (1236, 1312)]","{'Width': 26, 'Height': 47, 'Left': 1236, 'Top': 1310}","(7.341, -0.078)",21.095023109728988,45.27692569068709,vertical,"(1249.0, 1333.5)","(0, 0)",1236,1310
M,100,"[(1258, 876), (1258, 905), (1238, 905), (1238, 876)]","{'Width': 20, 'Height': 29, 'Left': 1238, 'Top': 876}","(-300.0, -0.0)",20.0,29.0,vertical,"(1248.0, 890.5)","(0, 0)",1238,876
:,100,"[(1261, 1355), (1262, 1360), (1242, 1362), (1241, 1357)]","{'Width': 21, 'Height': 7, 'Left': 1241, 'Top': 1355}","(4.078, -0.082)",20.09975124224178,5.0990195135927845,vertical,"(1251.5, 1358.5)","(0, 0)",1241,1355
A,100,"[(1263, 1366), (1264, 1375), (1244, 1377), (1243, 1368)]","{'Width': 21, 'Height': 11, 'Left': 1243, 'Top': 1366}","(7.341, -0.082)",20.09975124224178,9.055385138137417,vertical,"(1253.5, 1371.5)","(0, 0)",1243,1366
Boy,100,"[(1264, 1380), (1267, 1405), (1247, 1407), (1244, 1382)]","{'Width': 23, 'Height': 27, 'Left': 1244, 'Top': 1380}","(6.797, -0.082)",20.09975124224178,25.179356624028344,vertical,"(1255.5, 1393.5)","(0, 0)",1244,1380
in,100,"[(1267, 1410), (1268, 1421), (1248, 1423), (1247, 1412)]","{'Width': 21, 'Height': 13, 'Left': 1247, 'Top': 1410}","(8.973, -0.082)",20.09975124224178,11.045361017187261,vertical,"(1257.5, 1416.5)","(0, 0)",1247,1410
the,100,"[(1269, 1426), (1271, 1446), (1250, 1448), (1248, 1428)]","{'Width': 23, 'Height': 22, 'Left': 1248, 'Top': 1426}","(8.157, -0.078)",21.095023109728988,20.09975124224178,vertical,"(1259.5, 1437.0)","(0, 0)",1248,1426
Steven,100,"[(1271, 770), (1271, 835), (1252, 835), (1252, 770)]","{'Width': 19, 'Height': 65, 'Left': 1252, 'Top': 770}","(-300.0, -0.0)",19.0,65.0,vertical,"(1261.5, 802.5)","(0, 0)",1252,770
Nazi,100,"[(1272, 1454), (1275, 1482), (1255, 1484), (1252, 1456)]","{'Width': 23, 'Height': 30, 'Left': 1252, 'Top': 1454}","(7.613, -0.082)",20.09975124224178,28.160255680657446,vertical,"(1263.5, 1469.0)","(0, 0)",1252,1454
Death,100,"[(1276, 1490), (1280, 1528), (1260, 1530), (1256, 1492)]","{'Width': 24, 'Height': 40, 'Left': 1256, 'Top': 1490}","(7.749, -0.082)",20.09975124224178,38.2099463490856,vertical,"(1268.0, 1510.0)","(0, 0)",1256,1490
Comps,100,"[(1281, 1534), (1286, 1577), (1265, 1579), (1260, 1536)]","{'Width': 26, 'Height': 45, 'Left': 1260, 'Top': 1534}","(7.015, -0.078)",21.095023109728988,43.289721643826724,vertical,"(1273.0, 1556.5)","(0, 0)",1260,1534
BREITMAN,100,"[(1288, 1105), (1297, 1205), (1281, 1206), (1272, 1106)]","{'Width': 25, 'Height': 101, 'Left': 1272, 'Top': 1105}","(9.063, -0.051)",16.0312195418814,100.40418317978589,vertical,"(1284.5, 1155.5)","(0, 0)",1272,1105
Official,100,"[(1318, 1236), (1334, 1407), (1305, 1410), (1289, 1239)]","{'Width': 45, 'Height': 174, 'Left': 1289, 'Top': 1236}","(8.718, -0.084)",29.154759474226502,171.74690681348528,vertical,"(1311.5, 1323.0)","(0, 0)",1289,1236
RICHARD,100,"[(1312, 1110), (1320, 1198), (1303, 1199), (1295, 1112)]","{'Width': 25, 'Height': 89, 'Left': 1295, 'Top': 1110}","(8.973, -0.048)",17.029386365926403,88.36288813749809,vertical,"(1307.5, 1154.75)","(0, 0)",1295,1110
Secrets,100,"[(1337, 1437), (1354, 1613), (1325, 1616), (1308, 1440)]","{'Width': 46, 'Height': 179, 'Left': 1308, 'Top': 1437}","(8.445, -0.084)",29.154759474226502,176.81911661356077,vertical,"(1331.0, 1526.5)","(0, 0)",1308,1437
WORLD'S,100,"[(1357, 406), (1359, 480), (1344, 480), (1342, 406)]","{'Width': 17, 'Height': 74, 'Left': 1342, 'Top': 406}","(30.181, -0.0)",15.0,74.02702209328699,vertical,"(1350.5, 443.0)","(0, 0)",1342,406
Sun,100,"[(1381, 763), (1369, 818), (1343, 812), (1355, 757)]","{'Width': 38, 'Height': 61, 'Left': 1343, 'Top': 757}","(-3.739, 0.188)",26.68332812825267,56.293871780150276,vertical,"(1362.0, 787.5)","(0, 0)",1343,757
PRISONS,100,"[(1364, 577), (1363, 647), (1348, 647), (1349, 577)]","{'Width': 16, 'Height': 70, 'Left': 1348, 'Top': 577}","(-57.098, -0.0)",15.0,70.00714249274856,vertical,"(1356.0, 612.0)","(0, 0)",1348,577
a,100,"[(1385, 744), (1382, 758), (1356, 752), (1359, 738)]","{'Width': 29, 'Height': 20, 'Left': 1356, 'Top': 738}","(-3.807, 0.188)",26.68332812825267,14.317821063276353,vertical,"(1370.5, 748.0)","(0, 0)",1356,738
Still,100,"[(1397, 689), (1386, 739), (1360, 733), (1371, 683)]","{'Width': 37, 'Height': 56, 'Left': 1360, 'Top': 683}","(-3.708, 0.188)",26.68332812825267,51.19570294468082,vertical,"(1378.5, 711.0)","(0, 0)",1360,683
MARE,100,"[(1378, 1106), (1381, 1132), (1372, 1133), (1369, 1107)]","{'Width': 12, 'Height': 27, 'Left': 1369, 'Top': 1106}","(7.069, -0.091)",9.055385138137417,26.1725046566048,vertical,"(1375.0, 1119.5)","(0, 0)",1369,1106
Somewhere,100,"[(1460, 583), (1408, 823), (1371, 815), (1423, 575)]","{'Width': 89, 'Height': 248, 'Left': 1371, 'Top': 575}","(-3.765, 0.176)",37.8549864614954,245.56872765073325,vertical,"(1415.5, 699.0)","(0, 0)",1371,575
JONATHAN,100,"[(1381, 1133), (1386, 1182), (1377, 1183), (1372, 1134)]","{'Width': 14, 'Height': 50, 'Left': 1372, 'Top': 1133}","(7.994, -0.091)",9.055385138137417,49.25444142409901,vertical,"(1379.0, 1158.0)","(0, 0)",1372,1133
Is,100,"[(1404, 658), (1399, 679), (1373, 674), (1378, 652)]","{'Width': 31, 'Height': 27, 'Left': 1373, 'Top': 652}","(-3.426, 0.157)",26.476404589747453,21.587033144922902,vertical,"(1388.5, 665.75)","(0, 0)",1373,652
KYOSIES,100,"[(1386, 1403), (1390, 1445), (1380, 1446), (1376, 1404)]","{'Width': 14, 'Height': 43, 'Left': 1376, 'Top': 1403}","(8.565, -0.082)",10.04987562112089,42.190046219457976,vertical,"(1383.0, 1424.5)","(0, 0)",1376,1403
MASSIE,100,"[(1386, 1185), (1389, 1220), (1380, 1221), (1377, 1186)]","{'Width': 12, 'Height': 36, 'Left': 1377, 'Top': 1185}","(9.516, -0.091)",9.055385138137417,35.12833614050059,vertical,"(1383.0, 1203.0)","(0, 0)",1377,1185
There,100,"[(1423, 575), (1406, 653), (1378, 647), (1396, 569)]","{'Width': 45, 'Height': 84, 'Left': 1378, 'Top': 569}","(-3.743, 0.175)",28.635642126552707,79.83107164506812,vertical,"(1400.75, 611.0)","(0, 0)",1378,569
OF,100,"[(1390, 1449), (1391, 1462), (1382, 1463), (1381, 1450)]","{'Width': 10, 'Height': 14, 'Left': 1381, 'Top': 1449}","(10.604, -0.091)",9.055385138137417,13.038404810405298,vertical,"(1386.0, 1456.0)","(0, 0)",1381,1449
THE,100,"[(1392, 1466), (1394, 1485), (1385, 1486), (1383, 1467)]","{'Width': 11, 'Height': 20, 'Left': 1383, 'Top': 1466}","(7.749, -0.091)",9.055385138137417,19.1049731745428,vertical,"(1388.5, 1476.0)","(0, 0)",1383,1466
SONDERTASSPORT,100,"[(1394, 1488), (1403, 1580), (1393, 1581), (1384, 1489)]","{'Width': 19, 'Height': 93, 'Left': 1384, 'Top': 1488}","(8.338, -0.082)",10.04987562112089,92.43916918709297,vertical,"(1393.5, 1534.5)","(0, 0)",1384,1488
ARMS,100,"[(1411, 1406), (1416, 1457), (1393, 1459), (1388, 1408)]","{'Width': 28, 'Height': 53, 'Left': 1388, 'Top': 1406}","(8.32, -0.071)",23.08679276123039,51.24451190127583,vertical,"(1402.0, 1432.5)","(0, 0)",1388,1406
OF,100,"[(1415, 1459), (1417, 1486), (1396, 1488), (1393, 1461)]","{'Width': 24, 'Height': 29, 'Left': 1393, 'Top': 1459}","(11.012, -0.078)",21.095023109728988,27.073972741361768,vertical,"(1405.25, 1473.5)","(0, 0)",1393,1459
STRANGERS,100,"[(1418, 1488), (1426, 1580), (1404, 1582), (1396, 1490)]","{'Width': 30, 'Height': 94, 'Left': 1396, 'Top': 1488}","(9.38, -0.074)",22.090722034374522,92.34717104492157,vertical,"(1411.0, 1535.0)","(0, 0)",1396,1488
GALINM,100,"[(1471, 481), (1440, 569), (1415, 560), (1447, 472)]","{'Width': 56, 'Height': 97, 'Left': 1415, 'Top': 472}","(-2.316, 0.294)",26.570660511172846,93.30058949438637,vertical,"(1443.25, 520.5)","(0, 0)",1415,472
NOM,100,"[(1428, 1471), (1431, 1510), (1420, 1511), (1417, 1472)]","{'Width': 14, 'Height': 40, 'Left': 1417, 'Top': 1471}","(10.604, -0.074)",11.045361017187261,39.11521443121589,vertical,"(1424.0, 1491.0)","(0, 0)",1417,1471
MIKAY,100,"[(1459, 844), (1443, 897), (1429, 892), (1445, 840)]","{'Width': 30, 'Height': 57, 'Left': 1429, 'Top': 840}","(-2.702, 0.291)",14.866068747318506,55.362442142665635,vertical,"(1444.0, 868.25)","(0, 0)",1429,840
DANIEL,100,"[(1447, 1258), (1454, 1328), (1441, 1329), (1434, 1259)]","{'Width': 20, 'Height': 71, 'Left': 1434, 'Top': 1258}","(8.157, -0.063)",13.038404810405298,70.34912934784623,vertical,"(1444.0, 1293.5)","(0, 0)",1434,1258
JONAH,100,"[(1455, 1337), (1461, 1403), (1448, 1404), (1442, 1338)]","{'Width': 19, 'Height': 67, 'Left': 1442, 'Top': 1337}","(8.973, -0.063)",13.038404810405298,66.27216610312357,vertical,"(1451.5, 1370.5)","(0, 0)",1442,1337
GOLDHAGEN,100,"[(1462, 1415), (1473, 1533), (1460, 1535), (1449, 1416)]","{'Width': 24, 'Height': 120, 'Left': 1449, 'Top': 1415}","(8.75, -0.125)",13.152946437965905,118.51160280748886,vertical,"(1461.0, 1474.75)","(0, 0)",1449,1415
ORDINARY,100,"[(1467, 1253), (1473, 1321), (1462, 1322), (1456, 1254)]","{'Width': 17, 'Height': 69, 'Left': 1456, 'Top': 1253}","(9.244, -0.074)",11.045361017187261,68.26419266350405,vertical,"(1464.5, 1287.5)","(0, 0)",1456,1253
GERMANS,100,"[(1474, 1326), (1480, 1392), (1469, 1393), (1463, 1327)]","{'Width': 17, 'Height': 67, 'Left': 1463, 'Top': 1326}","(8.973, -0.074)",11.045361017187261,66.27216610312357,vertical,"(1471.5, 1359.5)","(0, 0)",1463,1326
AND,100,"[(1480, 1397), (1482, 1422), (1472, 1423), (1470, 1398)]","{'Width': 12, 'Height': 26, 'Left': 1470, 'Top': 1397}","(10.196, -0.082)",10.04987562112089,25.079872407968907,vertical,"(1476.0, 1410.0)","(0, 0)",1470,1397
THE,100,"[(1483, 1427), (1485, 1451), (1474, 1452), (1472, 1428)]","{'Width': 13, 'Height': 25, 'Left': 1472, 'Top': 1427}","(9.788, -0.074)",11.045361017187261,24.08318915758459,vertical,"(1478.5, 1439.5)","(0, 0)",1472,1427
Images,100,"[(1532, 639), (1505, 722), (1474, 712), (1501, 629)]","{'Width': 58, 'Height': 93, 'Left': 1474, 'Top': 629}","(-2.507, 0.263)",32.57299494980466,87.28115489611719,vertical,"(1503.0, 675.5)","(0, 0)",1474,629
HITLER'S,100,"[(1490, 1201), (1499, 1300), (1483, 1301), (1474, 1202)]","{'Width': 25, 'Height': 100, 'Left': 1474, 'Top': 1201}","(8.973, -0.051)",16.0312195418814,99.40824915468535,vertical,"(1486.5, 1251.0)","(0, 0)",1474,1201
HOLOCAUST,100,"[(1486, 1455), (1493, 1536), (1482, 1537), (1475, 1456)]","{'Width': 18, 'Height': 82, 'Left': 1475, 'Top': 1455}","(9.439, -0.074)",11.045361017187261,81.30190649671138,vertical,"(1484.0, 1496.0)","(0, 0)",1475,1455
