txt,confidence,vertices,boundBox,slopes,width,height,direction,mid_point,crop_idx,Left,Top
DUMBEST,100,"[(268, 479), (276, 570), (256, 572), (247, 481)]","{'Width': 29, 'Height': 93, 'Left': 247, 'Top': 479}","(9.278, -0.082)",20.09975124224178,91.35097153287424,vertical,"(261.75, 525.5)","(0, 0)",247,479
THINGS,100,"[(278, 584), (285, 656), (264, 658), (257, 586)]","{'Width': 28, 'Height': 74, 'Left': 257, 'Top': 584}","(8.39, -0.078)",21.095023109728988,72.3394774656273,vertical,"(271.0, 621.0)","(0, 0)",257,584
EVER,100,"[(285, 664), (289, 712), (269, 714), (264, 666)]","{'Width': 25, 'Height': 50, 'Left': 264, 'Top': 664}","(9.788, -0.082)",20.09975124224178,48.16637831516918,vertical,"(276.75, 689.0)","(0, 0)",264,664
SAID,100,"[(290, 720), (294, 764), (274, 766), (270, 722)]","{'Width': 24, 'Height': 46, 'Left': 270, 'Top': 720}","(8.973, -0.082)",20.09975124224178,44.181444068749045,vertical,"(282.0, 743.0)","(0, 0)",270,720
DISC,100,"[(299, 246), (362, 251), (359, 293), (296, 288)]","{'Width': 66, 'Height': 47, 'Left': 296, 'Top': 246}","(0.065, -11.42)",42.1070065428546,63.198101237299845,horizontal,"(329.0, 269.5)","(0, 0)",296,246
ANTON,100,"[(342, 451), (348, 547), (331, 548), (325, 452)]","{'Width': 23, 'Height': 97, 'Left': 325, 'Top': 451}","(13.051, -0.048)",17.029386365926403,96.18731725128839,vertical,"(336.5, 499.5)","(0, 0)",325,451
HI,100,"[(358, 714), (360, 741), (344, 742), (342, 715)]","{'Width': 18, 'Height': 28, 'Left': 342, 'Top': 714}","(11.012, -0.051)",16.0312195418814,27.073972741361768,vertical,"(351.0, 728.0)","(0, 0)",342,714
NIBASTENNIS,100,"[(370, 775), (374, 863), (361, 863), (357, 776)]","{'Width': 17, 'Height': 88, 'Left': 357, 'Top': 775}","(17.945, -0.0)",13.0,88.09086218218096,vertical,"(365.5, 819.25)","(0, 0)",357,775
THE,100,"[(561, 340), (562, 382), (545, 383), (544, 341)]","{'Width': 18, 'Height': 43, 'Left': 544, 'Top': 340}","(34.259, -0.048)",17.029386365926403,42.01190307520001,vertical,"(553.0, 361.5)","(0, 0)",544,340
TIPPING,100,"[(563, 392), (566, 481), (549, 482), (546, 393)]","{'Width': 20, 'Height': 90, 'Left': 546, 'Top': 392}","(24.199, -0.048)",17.029386365926403,89.05054744357274,vertical,"(556.0, 437.0)","(0, 0)",546,392
POINT,100,"[(566, 490), (568, 557), (551, 558), (549, 491)]","{'Width': 19, 'Height': 68, 'Left': 549, 'Top': 490}","(27.326, -0.048)",17.029386365926403,67.02984409947557,vertical,"(558.5, 524.0)","(0, 0)",549,490
MALCOLM,100,"[(567, 604), (572, 701), (557, 702), (552, 605)]","{'Width': 20, 'Height': 98, 'Left': 552, 'Top': 604}","(15.824, -0.054)",15.033296378372908,97.12878049270464,vertical,"(562.0, 653.0)","(0, 0)",552,604
GLADWELL,100,"[(573, 715), (578, 825), (563, 826), (558, 716)]","{'Width': 20, 'Height': 111, 'Left': 558, 'Top': 715}","(17.945, -0.054)",15.033296378372908,110.11357772772621,vertical,"(568.0, 770.5)","(0, 0)",558,715
MESSI,100,"[(626, 302), (629, 427), (597, 428), (594, 303)]","{'Width': 35, 'Height': 126, 'Left': 594, 'Top': 302}","(33.987, -0.025)",32.01562118716424,125.03599481749245,vertical,"(611.5, 365.0)","(0, 0)",594,302
NEYMAR,100,"[(629, 443), (632, 585), (600, 586), (597, 444)]","{'Width': 35, 'Height': 143, 'Left': 597, 'Top': 443}","(38.609, -0.025)",32.01562118716424,142.03168660548954,vertical,"(614.5, 514.5)","(0, 0)",597,443
RONALDO,100,"[(633, 602), (636, 751), (604, 752), (601, 603)]","{'Width': 35, 'Height': 150, 'Left': 601, 'Top': 602}","(40.513, -0.025)",32.01562118716424,149.03019828209315,vertical,"(618.5, 677.0)","(0, 0)",601,602
CATOLI,100,"[(637, 762), (639, 839), (607, 840), (605, 763)]","{'Width': 34, 'Height': 78, 'Left': 605, 'Top': 762}","(31.404, -0.025)",32.01562118716424,77.02596964660685,vertical,"(622.0, 801.0)","(0, 0)",605,762
LUCA,100,"[(644, 316), (692, 320), (690, 341), (642, 337)]","{'Width': 50, 'Height': 25, 'Left': 642, 'Top': 316}","(0.068, -8.565)",21.095023109728988,48.16637831516918,horizontal,"(667.0, 328.5)","(0, 0)",642,316
130,100,"[(693, 455), (695, 551), (657, 552), (655, 456)]","{'Width': 40, 'Height': 97, 'Left': 655, 'Top': 455}","(39.153, -0.021)",38.01315561749642,96.02083107326243,vertical,"(675.0, 503.5)","(0, 0)",655,455
SECOND,100,"[(695, 558), (697, 659), (658, 660), (656, 559)]","{'Width': 41, 'Height': 102, 'Left': 656, 'Top': 558}","(41.192, -0.021)",39.01281840626232,101.01980003939822,vertical,"(676.5, 609.0)","(0, 0)",656,558
MYSTERIES,100,"[(697, 667), (700, 808), (661, 809), (658, 668)]","{'Width': 42, 'Height': 142, 'Left': 658, 'Top': 667}","(38.337, -0.021)",39.01281840626232,141.0319112825179,vertical,"(679.0, 738.0)","(0, 0)",658,667
CAIOLI,100,"[(697, 320), (755, 325), (753, 347), (695, 342)]","{'Width': 60, 'Height': 27, 'Left': 695, 'Top': 320}","(0.07, -8.973)",22.090722034374522,58.215118311311535,horizontal,"(725.0, 333.5)","(0, 0)",695,320
the,100,"[(727, 1180), (727, 1211), (700, 1211), (700, 1180)]","{'Width': 27, 'Height': 31, 'Left': 700, 'Top': 1180}","(-300.0, -0.0)",27.0,31.0,vertical,"(713.5, 1195.5)","(0, 0)",700,1180
NAZI,100,"[(727, 1221), (727, 1296), (700, 1296), (700, 1221)]","{'Width': 27, 'Height': 75, 'Left': 700, 'Top': 1221}","(-300.0, -0.0)",27.0,75.0,vertical,"(713.5, 1258.5)","(0, 0)",700,1221
Officer's,100,"[(727, 1308), (727, 1391), (700, 1391), (700, 1308)]","{'Width': 27, 'Height': 83, 'Left': 700, 'Top': 1308}","(-300.0, -0.0)",27.0,83.0,vertical,"(713.5, 1349.5)","(0, 0)",700,1308
WIFE,100,"[(727, 1399), (727, 1474), (700, 1474), (700, 1399)]","{'Width': 27, 'Height': 75, 'Left': 700, 'Top': 1399}","(-300.0, -0.0)",27.0,75.0,vertical,"(713.5, 1436.5)","(0, 0)",700,1399
WITH,100,"[(728, 1482), (728, 1523), (700, 1523), (700, 1482)]","{'Width': 28, 'Height': 41, 'Left': 700, 'Top': 1482}","(-300.0, -0.0)",28.0,41.0,vertical,"(714.0, 1502.5)","(0, 0)",700,1482
AN,100,"[(728, 1549), (728, 1571), (701, 1571), (701, 1549)]","{'Width': 27, 'Height': 22, 'Left': 701, 'Top': 1549}","(-300.0, -0.0)",27.0,22.0,vertical,"(714.5, 1560.0)","(0, 0)",701,1549
DWORED,100,"[(728, 1574), (728, 1635), (701, 1635), (701, 1574)]","{'Width': 27, 'Height': 61, 'Left': 701, 'Top': 1574}","(-300.0, -0.0)",27.0,61.0,vertical,"(714.5, 1604.5)","(0, 0)",701,1574
HAHN,100,"[(734, 1548), (735, 1597), (721, 1597), (720, 1548)]","{'Width': 15, 'Height': 49, 'Left': 720, 'Top': 1548}","(39.969, -0.0)",14.0,49.01020301937138,vertical,"(727.5, 1572.5)","(0, 0)",720,1548
BEL,100,"[(735, 1604), (736, 1634), (723, 1634), (722, 1604)]","{'Width': 14, 'Height': 30, 'Left': 722, 'Top': 1604}","(24.471, -0.0)",13.0,30.01666203960727,vertical,"(729.0, 1619.0)","(0, 0)",722,1604
SHOW,100,"[(752, 472), (754, 530), (730, 531), (728, 473)]","{'Width': 26, 'Height': 59, 'Left': 728, 'Top': 472}","(23.655, -0.034)",24.020824298928627,58.034472514187634,vertical,"(741.0, 501.5)","(0, 0)",728,472
YOUR,100,"[(754, 538), (756, 587), (732, 588), (730, 539)]","{'Width': 26, 'Height': 50, 'Left': 730, 'Top': 538}","(19.984, -0.034)",24.020824298928627,49.040799340956916,vertical,"(743.0, 563.0)","(0, 0)",730,538
WORK,100,"[(757, 596), (759, 659), (734, 660), (732, 597)]","{'Width': 27, 'Height': 64, 'Left': 732, 'Top': 596}","(25.694, -0.033)",25.019992006393608,63.0317380372777,vertical,"(745.5, 628.0)","(0, 0)",732,596
/,100,"[(758, 658), (759, 673), (735, 674), (734, 659)]","{'Width': 25, 'Height': 16, 'Left': 734, 'Top': 658}","(12.235, -0.034)",24.020824298928627,15.033296378372908,vertical,"(746.5, 666.0)","(0, 0)",734,658
AUSTIN,100,"[(760, 704), (762, 765), (738, 766), (736, 705)]","{'Width': 26, 'Height': 62, 'Left': 736, 'Top': 704}","(24.879, -0.034)",24.020824298928627,61.032778078668514,vertical,"(749.0, 735.0)","(0, 0)",736,704
KLEON,100,"[(763, 777), (765, 842), (740, 843), (738, 778)]","{'Width': 27, 'Height': 66, 'Left': 738, 'Top': 777}","(26.51, -0.033)",25.019992006393608,65.03076195155643,vertical,"(751.5, 810.0)","(0, 0)",738,777
workman,100,"[(766, 859), (768, 922), (743, 923), (741, 860)]","{'Width': 27, 'Height': 64, 'Left': 741, 'Top': 859}","(25.694, -0.033)",25.019992006393608,63.0317380372777,vertical,"(754.5, 891.0)","(0, 0)",741,859
▸,100,"[(752, 686), (752, 694), (746, 694), (746, 686)]","{'Width': 6, 'Height': 8, 'Left': 746, 'Top': 686}","(-300.0, -0.0)",6.0,8.0,vertical,"(749.0, 690.0)","(0, 0)",746,686
Metzger,100,"[(787, 1553), (788, 1596), (777, 1596), (776, 1553)]","{'Width': 12, 'Height': 43, 'Left': 776, 'Top': 1553}","(35.075, -0.0)",11.0,43.01162633521314,vertical,"(782.0, 1574.5)","(0, 0)",776,1553
It's,100,"[(876, 347), (879, 400), (826, 403), (823, 350)]","{'Width': 56, 'Height': 56, 'Left': 823, 'Top': 347}","(14.411, -0.046)",53.08483775994799,53.08483775994799,vertical,"(851.0, 375.0)","(0, 0)",823,347
Willesden,100,"[(841, 1159), (843, 1234), (827, 1234), (825, 1159)]","{'Width': 18, 'Height': 75, 'Left': 825, 'Top': 1159}","(30.588, -0.0)",16.0,75.02666192761077,vertical,"(834.0, 1196.5)","(0, 0)",825,1159
CLINTON,100,"[(847, 200), (849, 320), (828, 320), (826, 200)]","{'Width': 23, 'Height': 120, 'Left': 826, 'Top': 200}","(48.941, -0.0)",21.0,120.01666550941998,vertical,"(837.5, 260.0)","(0, 0)",826,200
Your,100,"[(879, 403), (883, 473), (830, 476), (826, 406)]","{'Width': 57, 'Height': 73, 'Left': 826, 'Top': 403}","(14.275, -0.046)",53.08483775994799,70.11419257183242,vertical,"(854.5, 439.5)","(0, 0)",826,403
Lane,100,"[(843, 1243), (844, 1282), (828, 1282), (827, 1243)]","{'Width': 17, 'Height': 39, 'Left': 827, 'Top': 1243}","(31.812, -0.0)",16.0,39.01281840626232,vertical,"(835.5, 1262.5)","(0, 0)",827,1243
WORLD,100,"[(883, 477), (895, 690), (842, 693), (830, 480)]","{'Width': 65, 'Height': 216, 'Left': 830, 'Top': 477}","(14.478, -0.046)",53.08483775994799,213.3377603707323,vertical,"(862.5, 585.0)","(0, 0)",830,477
AFLEECOMEN,100,"[(854, 1513), (858, 1600), (846, 1600), (842, 1514)]","{'Width': 16, 'Height': 87, 'Left': 842, 'Top': 1513}","(17.741, -0.0)",12.0,87.09190547921202,vertical,"(850.0, 1556.75)","(0, 0)",842,1513
Termed,100,"[(897, 717), (902, 802), (849, 805), (844, 720)]","{'Width': 58, 'Height': 88, 'Left': 844, 'Top': 717}","(13.867, -0.046)",53.08483775994799,85.14693182963201,vertical,"(873.0, 761.0)","(0, 0)",844,717
Get,100,"[(869, 731), (869, 758), (852, 758), (852, 731)]","{'Width': 17, 'Height': 27, 'Left': 852, 'Top': 731}","(-300.0, -0.0)",17.0,27.0,vertical,"(860.5, 744.5)","(0, 0)",852,731
Inspired,100,"[(869, 763), (869, 819), (852, 819), (852, 763)]","{'Width': 17, 'Height': 56, 'Left': 852, 'Top': 763}","(-300.0, -0.0)",17.0,56.0,vertical,"(860.5, 791.0)","(0, 0)",852,763
&,100,"[(869, 825), (869, 835), (852, 835), (852, 825)]","{'Width': 17, 'Height': 10, 'Left': 852, 'Top': 825}","(-300.0, -0.0)",17.0,10.0,vertical,"(860.5, 830.0)","(0, 0)",852,825
CHELSEA,100,"[(877, 201), (877, 325), (856, 325), (856, 201)]","{'Width': 21, 'Height': 124, 'Left': 856, 'Top': 201}","(-300.0, -0.0)",21.0,124.0,vertical,"(866.5, 263.0)","(0, 0)",856,201
MONS,100,"[(870, 1508), (871, 1546), (859, 1546), (858, 1508)]","{'Width': 13, 'Height': 38, 'Left': 858, 'Top': 1508}","(30.996, -0.0)",12.0,38.01315561749642,vertical,"(864.5, 1527.0)","(0, 0)",858,1508
COLATAN,100,"[(871, 1546), (873, 1598), (861, 1598), (859, 1546)]","{'Width': 14, 'Height': 52, 'Left': 859, 'Top': 1546}","(21.208, -0.0)",12.0,52.03844732503075,vertical,"(866.0, 1572.0)","(0, 0)",859,1546
Idee,100,"[(875, 1320), (876, 1360), (867, 1360), (866, 1320)]","{'Width': 10, 'Height': 40, 'Left': 866, 'Top': 1320}","(32.628, -0.0)",9.0,40.01249804748511,vertical,"(871.0, 1340.0)","(0, 0)",866,1320
The,100,"[(875, 1303), (875, 1319), (867, 1319), (867, 1303)]","{'Width': 8, 'Height': 16, 'Left': 867, 'Top': 1303}","(-300.0, -0.0)",8.0,16.0,vertical,"(871.0, 1311.0)","(0, 0)",867,1303
Gel,100,"[(889, 698), (889, 724), (874, 724), (874, 698)]","{'Width': 15, 'Height': 26, 'Left': 874, 'Top': 698}","(-300.0, -0.0)",15.0,26.0,vertical,"(881.5, 711.0)","(0, 0)",874,698
Informed,100,"[(889, 731), (890, 794), (875, 794), (874, 731)]","{'Width': 16, 'Height': 63, 'Left': 874, 'Top': 731}","(51.388, -0.0)",15.0,63.00793600809346,vertical,"(882.0, 762.5)","(0, 0)",874,731
Literature,100,"[(910, 1274), (912, 1325), (899, 1325), (897, 1275)]","{'Width': 15, 'Height': 51, 'Left': 897, 'Top': 1274}","(20.8, -0.0)",13.0,51.03920062069938,vertical,"(904.5, 1299.75)","(0, 0)",897,1274
and,100,"[(912, 1327), (913, 1347), (901, 1347), (900, 1327)]","{'Width': 13, 'Height': 20, 'Left': 900, 'Top': 1327}","(16.314, -0.0)",12.0,20.024984394500787,vertical,"(906.5, 1337.0)","(0, 0)",900,1327
Other,100,"[(913, 1348), (914, 1378), (901, 1378), (900, 1349)]","{'Width': 14, 'Height': 30, 'Left': 900, 'Top': 1348}","(24.471, -0.0)",13.0,30.01666203960727,vertical,"(907.0, 1363.25)","(0, 0)",900,1348
Resources,100,"[(914, 1380), (916, 1432), (903, 1432), (901, 1381)]","{'Width': 15, 'Height': 52, 'Left': 901, 'Top': 1380}","(21.208, -0.0)",13.0,52.03844732503075,vertical,"(908.5, 1406.25)","(0, 0)",901,1380
for,100,"[(916, 1434), (917, 1449), (905, 1449), (904, 1434)]","{'Width': 13, 'Height': 15, 'Left': 904, 'Top': 1434}","(12.235, -0.0)",12.0,15.033296378372908,vertical,"(910.5, 1441.5)","(0, 0)",904,1434
Young,100,"[(917, 1451), (918, 1481), (905, 1481), (904, 1452)]","{'Width': 14, 'Height': 30, 'Left': 904, 'Top': 1451}","(24.471, -0.0)",13.0,30.01666203960727,vertical,"(911.0, 1466.25)","(0, 0)",904,1451
Pol,100,"[(918, 1482), (919, 1513), (907, 1513), (906, 1482)]","{'Width': 13, 'Height': 31, 'Left': 906, 'Top': 1482}","(25.286, -0.0)",12.0,31.016124838541646,vertical,"(912.5, 1497.5)","(0, 0)",906,1482
Learning,100,"[(926, 1320), (928, 1361), (915, 1362), (913, 1321)]","{'Width': 15, 'Height': 42, 'Left': 913, 'Top': 1320}","(16.722, -0.063)",13.038404810405298,41.048751503547585,vertical,"(920.5, 1341.0)","(0, 0)",913,1320
About,100,"[(928, 1363), (929, 1394), (916, 1395), (915, 1364)]","{'Width': 14, 'Height': 32, 'Left': 915, 'Top': 1363}","(25.286, -0.063)",13.038404810405298,31.016124838541646,vertical,"(922.0, 1379.0)","(0, 0)",915,1363
The,100,"[(930, 1407), (931, 1426), (918, 1427), (917, 1408)]","{'Width': 14, 'Height': 20, 'Left': 917, 'Top': 1407}","(15.498, -0.063)",13.038404810405298,19.026297590440446,vertical,"(924.0, 1417.0)","(0, 0)",917,1407
Holocaust,100,"[(931, 1426), (933, 1474), (920, 1475), (918, 1427)]","{'Width': 15, 'Height': 49, 'Left': 918, 'Top': 1426}","(19.577, -0.063)",13.038404810405298,48.041648597857254,vertical,"(925.5, 1450.5)","(0, 0)",918,1426
ANNE,100,"[(946, 1304), (948, 1345), (930, 1346), (928, 1305)]","{'Width': 20, 'Height': 42, 'Left': 928, 'Top': 1304}","(16.722, -0.045)",18.027756377319946,41.048751503547585,vertical,"(938.0, 1325.0)","(0, 0)",928,1304
FRANKS,100,"[(948, 1349), (951, 1403), (933, 1404), (930, 1350)]","{'Width': 21, 'Height': 55, 'Left': 930, 'Top': 1349}","(14.682, -0.045)",18.027756377319946,54.08326913195984,vertical,"(940.5, 1376.5)","(0, 0)",930,1349
TALES,100,"[(951, 1407), (953, 1444), (935, 1445), (933, 1408)]","{'Width': 20, 'Height': 38, 'Left': 933, 'Top': 1407}","(15.09, -0.045)",18.027756377319946,37.05401462729781,vertical,"(943.0, 1426.0)","(0, 0)",933,1407
FROM,100,"[(952, 1447), (954, 1485), (937, 1486), (935, 1448)]","{'Width': 19, 'Height': 39, 'Left': 935, 'Top': 1447}","(15.498, -0.048)",17.029386365926403,38.05259518088089,vertical,"(944.5, 1466.5)","(0, 0)",935,1447
THE,100,"[(955, 1490), (956, 1516), (938, 1517), (937, 1491)]","{'Width': 19, 'Height': 27, 'Left': 937, 'Top': 1490}","(21.208, -0.045)",18.027756377319946,26.019223662515376,vertical,"(946.5, 1503.5)","(0, 0)",937,1490
SECRET,100,"[(956, 1519), (958, 1570), (940, 1571), (938, 1520)]","{'Width': 20, 'Height': 52, 'Left': 938, 'Top': 1519}","(20.8, -0.045)",18.027756377319946,51.03920062069938,vertical,"(948.0, 1545.0)","(0, 0)",938,1519
ANNEX,100,"[(959, 1572), (961, 1621), (943, 1622), (941, 1573)]","{'Width': 20, 'Height': 50, 'Left': 941, 'Top': 1572}","(19.984, -0.045)",18.027756377319946,49.040799340956916,vertical,"(951.0, 1597.0)","(0, 0)",941,1572
GLADWELL,100,"[(979, 643), (979, 790), (961, 790), (961, 643)]","{'Width': 18, 'Height': 147, 'Left': 961, 'Top': 643}","(-300.0, -0.0)",18.0,147.0,vertical,"(970.0, 716.5)","(0, 0)",961,643
OF,100,"[(977, 524), (977, 541), (964, 541), (964, 524)]","{'Width': 13, 'Height': 17, 'Left': 964, 'Top': 524}","(-300.0, -0.0)",13.0,17.0,vertical,"(970.5, 532.5)","(0, 0)",964,524
SUCCESS,100,"[(978, 548), (980, 617), (966, 617), (964, 548)]","{'Width': 16, 'Height': 69, 'Left': 964, 'Top': 548}","(28.141, -0.0)",14.0,69.02897942168927,vertical,"(972.0, 582.5)","(0, 0)",964,548
Outliers,100,"[(992, 319), (991, 462), (966, 462), (967, 319)]","{'Width': 26, 'Height': 143, 'Left': 966, 'Top': 319}","(-116.644, -0.0)",25.0,143.0034964607509,vertical,"(979.0, 390.5)","(0, 0)",966,319
NO,100,"[(993, 1365), (994, 1387), (978, 1388), (977, 1366)]","{'Width': 17, 'Height': 23, 'Left': 977, 'Top': 1365}","(17.945, -0.051)",16.0312195418814,22.02271554554524,vertical,"(985.5, 1376.5)","(0, 0)",977,1365
PRETTY,100,"[(995, 1396), (999, 1461), (983, 1462), (979, 1397)]","{'Width': 20, 'Height': 66, 'Left': 979, 'Top': 1396}","(13.255, -0.051)",16.0312195418814,65.12296062065974,vertical,"(989.0, 1429.0)","(0, 0)",979,1396
PICTURES,100,"[(999, 1468), (1004, 1553), (988, 1554), (983, 1469)]","{'Width': 21, 'Height': 86, 'Left': 983, 'Top': 1468}","(13.867, -0.051)",16.0312195418814,85.14693182963201,vertical,"(993.5, 1511.0)","(0, 0)",983,1468
THE,100,"[(997, 529), (998, 556), (985, 556), (984, 529)]","{'Width': 14, 'Height': 27, 'Left': 984, 'Top': 529}","(22.024, -0.0)",13.0,27.018512172212592,vertical,"(991.0, 542.5)","(0, 0)",984,529
STORY,100,"[(998, 565), (999, 615), (985, 615), (984, 565)]","{'Width': 15, 'Height': 50, 'Left': 984, 'Top': 565}","(40.784, -0.0)",14.0,50.00999900019995,vertical,"(991.5, 590.0)","(0, 0)",984,565
MALCOLM,100,"[(1007, 649), (1008, 782), (989, 782), (988, 649)]","{'Width': 20, 'Height': 133, 'Left': 988, 'Top': 649}","(108.487, -0.0)",19.0,133.00375934536586,vertical,"(998.0, 715.5)","(0, 0)",988,649
Anto,100,"[(1006, 1591), (1010, 1661), (995, 1662), (991, 1592)]","{'Width': 19, 'Height': 71, 'Left': 991, 'Top': 1591}","(14.275, -0.054)",15.033296378372908,70.11419257183242,vertical,"(1000.5, 1626.5)","(0, 0)",991,1591
A,100,"[(1035, 1305), (1036, 1316), (1024, 1317), (1023, 1306)]","{'Width': 13, 'Height': 12, 'Left': 1023, 'Top': 1305}","(8.973, -0.068)",12.041594578792296,11.045361017187261,vertical,"(1029.5, 1311.0)","(0, 0)",1023,1305
MEMOIR,100,"[(1036, 1324), (1040, 1382), (1027, 1383), (1023, 1325)]","{'Width': 17, 'Height': 59, 'Left': 1023, 'Top': 1324}","(11.828, -0.063)",13.038404810405298,58.137767414994535,vertical,"(1031.5, 1353.5)","(0, 0)",1023,1324
OF,100,"[(1040, 1389), (1041, 1408), (1028, 1409), (1027, 1390)]","{'Width': 14, 'Height': 20, 'Left': 1027, 'Top': 1389}","(15.498, -0.063)",13.038404810405298,19.026297590440446,vertical,"(1034.0, 1399.0)","(0, 0)",1027,1389
BURVIVAL,100,"[(1041, 1414), (1045, 1485), (1033, 1486), (1029, 1415)]","{'Width': 16, 'Height': 72, 'Left': 1029, 'Top': 1414}","(14.478, -0.068)",12.041594578792296,71.11258679024411,vertical,"(1037.0, 1450.0)","(0, 0)",1029,1414
