txt,confidence,vertices,boundBox,slopes,width,height,direction,mid_point,crop_idx,Left,Top
You,100,"[(1283, 550), (1283, 635), (1251, 635), (1251, 550)]","{'Width': 32, 'Height': 85, 'Left': 1251, 'Top': 550}","(-300.0, -0.0)",32.0,85.0,vertical,"(1267.0, 592.5)","(0, 0)",1251,550
talkin,100,"[(1283, 651), (1283, 784), (1251, 784), (1251, 651)]","{'Width': 32, 'Height': 133, 'Left': 1251, 'Top': 651}","(-300.0, -0.0)",32.0,133.0,vertical,"(1267.0, 717.5)","(0, 0)",1251,651
',100,"[(1283, 786), (1283, 800), (1251, 800), (1251, 786)]","{'Width': 32, 'Height': 14, 'Left': 1251, 'Top': 786}","(-300.0, -0.0)",32.0,14.0,vertical,"(1267.0, 793.0)","(0, 0)",1251,786
to,100,"[(1283, 812), (1283, 860), (1251, 860), (1251, 812)]","{'Width': 32, 'Height': 48, 'Left': 1251, 'Top': 812}","(-300.0, -0.0)",32.0,48.0,vertical,"(1267.0, 836.0)","(0, 0)",1251,812
me,100,"[(1283, 874), (1283, 947), (1251, 947), (1251, 874)]","{'Width': 32, 'Height': 73, 'Left': 1251, 'Top': 874}","(-300.0, -0.0)",32.0,73.0,vertical,"(1267.0, 910.5)","(0, 0)",1251,874
?,100,"[(1283, 945), (1283, 967), (1251, 967), (1251, 945)]","{'Width': 32, 'Height': 22, 'Left': 1251, 'Top': 945}","(-300.0, -0.0)",32.0,22.0,vertical,"(1267.0, 956.0)","(0, 0)",1251,945
Seger,100,"[(1269, 395), (1269, 443), (1255, 443), (1255, 395)]","{'Width': 14, 'Height': 48, 'Left': 1255, 'Top': 395}","(-300.0, -0.0)",14.0,48.0,vertical,"(1262.0, 419.0)","(0, 0)",1255,395
Rainey,100,"[(1269, 456), (1269, 512), (1255, 512), (1255, 456)]","{'Width': 14, 'Height': 56, 'Left': 1255, 'Top': 456}","(-300.0, -0.0)",14.0,56.0,vertical,"(1262.0, 484.0)","(0, 0)",1255,456
How,100,"[(1271, 1008), (1271, 1039), (1260, 1039), (1260, 1008)]","{'Width': 11, 'Height': 31, 'Left': 1260, 'Top': 1008}","(-300.0, -0.0)",11.0,31.0,vertical,"(1265.5, 1023.5)","(0, 0)",1260,1008
to,100,"[(1271, 1046), (1271, 1062), (1260, 1062), (1260, 1046)]","{'Width': 11, 'Height': 16, 'Left': 1260, 'Top': 1046}","(-300.0, -0.0)",11.0,16.0,vertical,"(1265.5, 1054.0)","(0, 0)",1260,1046
Write,100,"[(1271, 1068), (1271, 1111), (1260, 1111), (1260, 1068)]","{'Width': 11, 'Height': 43, 'Left': 1260, 'Top': 1068}","(-300.0, -0.0)",11.0,43.0,vertical,"(1265.5, 1089.5)","(0, 0)",1260,1068
Great,100,"[(1271, 1118), (1271, 1161), (1260, 1161), (1260, 1118)]","{'Width': 11, 'Height': 43, 'Left': 1260, 'Top': 1118}","(-300.0, -0.0)",11.0,43.0,vertical,"(1265.5, 1139.5)","(0, 0)",1260,1118
D,100,"[(1271, 1166), (1271, 1176), (1260, 1176), (1260, 1166)]","{'Width': 11, 'Height': 10, 'Left': 1260, 'Top': 1166}","(-300.0, -0.0)",11.0,10.0,vertical,"(1265.5, 1171.0)","(0, 0)",1260,1166
808.5808.3,100,"[(1302, 1184), (1429, 1181), (1430, 1202), (1303, 1205)]","{'Width': 128, 'Height': 24, 'Left': 1302, 'Top': 1181}","(-0.008, 7.544)",21.02379604162864,127.03542812932147,horizontal,"(1366.0, 1193.0)","(0, 0)",1302,1181
COM,100,"[(1303, 1214), (1343, 1214), (1343, 1229), (1303, 1229)]","{'Width': 40, 'Height': 15, 'Left': 1303, 'Top': 1214}","(0.0, -300.0)",15.0,40.0,horizontal,"(1323.0, 1221.5)","(0, 0)",1303,1214
THE,100,"[(1347, 276), (1347, 339), (1322, 339), (1322, 276)]","{'Width': 25, 'Height': 63, 'Left': 1322, 'Top': 276}","(-300.0, -0.0)",25.0,63.0,vertical,"(1334.5, 307.5)","(0, 0)",1322,276
COMPLETE,100,"[(1347, 365), (1347, 550), (1322, 550), (1322, 365)]","{'Width': 25, 'Height': 185, 'Left': 1322, 'Top': 365}","(-300.0, -0.0)",25.0,185.0,vertical,"(1334.5, 457.5)","(0, 0)",1322,365
VOICE,100,"[(1347, 575), (1347, 681), (1322, 681), (1322, 575)]","{'Width': 25, 'Height': 106, 'Left': 1322, 'Top': 575}","(-300.0, -0.0)",25.0,106.0,vertical,"(1334.5, 628.0)","(0, 0)",1322,575
&,100,"[(1347, 705), (1347, 722), (1322, 722), (1322, 705)]","{'Width': 25, 'Height': 17, 'Left': 1322, 'Top': 705}","(-300.0, -0.0)",25.0,17.0,vertical,"(1334.5, 713.5)","(0, 0)",1322,705
SPEECH,100,"[(1347, 751), (1347, 885), (1322, 885), (1322, 751)]","{'Width': 25, 'Height': 134, 'Left': 1322, 'Top': 751}","(-300.0, -0.0)",25.0,134.0,vertical,"(1334.5, 818.0)","(0, 0)",1322,751
WORKOUT,100,"[(1347, 910), (1347, 1078), (1322, 1078), (1322, 910)]","{'Width': 25, 'Height': 168, 'Left': 1322, 'Top': 910}","(-300.0, -0.0)",25.0,168.0,vertical,"(1334.5, 994.0)","(0, 0)",1322,910
RODGERS,100,"[(1342, 118), (1342, 207), (1324, 207), (1324, 118)]","{'Width': 18, 'Height': 89, 'Left': 1324, 'Top': 118}","(-300.0, -0.0)",18.0,89.0,vertical,"(1333.0, 162.5)","(0, 0)",1324,118
AP,100,"[(1340, 1161), (1340, 1180), (1328, 1180), (1328, 1161)]","{'Width': 12, 'Height': 19, 'Left': 1328, 'Top': 1161}","(-300.0, -0.0)",12.0,19.0,vertical,"(1334.0, 1170.5)","(0, 0)",1328,1161
HAN,100,"[(1369, 1205), (1404, 1204), (1404, 1218), (1369, 1219)]","{'Width': 35, 'Height': 15, 'Left': 1369, 'Top': 1204}","(-0.01, -300.0)",14.0,35.014282800023196,horizontal,"(1386.5, 1211.5)","(0, 0)",1369,1204
Hanley,100,"[(1408, 929), (1406, 980), (1389, 979), (1391, 928)]","{'Width': 19, 'Height': 52, 'Left': 1389, 'Top': 928}","(-9.16, 0.021)",17.029386365926403,51.03920062069938,vertical,"(1398.5, 954.0)","(0, 0)",1389,928
COTTONWO,100,"[(1404, 1082), (1402, 1183), (1390, 1183), (1392, 1082)]","{'Width': 14, 'Height': 101, 'Left': 1390, 'Top': 1082}","(-18.14, -0.0)",12.0,101.01980003939822,vertical,"(1397.0, 1132.5)","(0, 0)",1390,1082
Victoria,100,"[(1410, 869), (1408, 926), (1391, 925), (1393, 868)]","{'Width': 19, 'Height': 58, 'Left': 1391, 'Top': 868}","(-10.238, 0.021)",17.029386365926403,57.0350769263968,vertical,"(1400.5, 897.0)","(0, 0)",1391,868
Story,100,"[(1414, 344), (1413, 397), (1394, 396), (1395, 344)]","{'Width': 20, 'Height': 53, 'Left': 1394, 'Top': 344}","(-19.038, 0.019)",19.026297590440446,53.009433122794285,vertical,"(1404.0, 370.25)","(0, 0)",1394,344
the,100,"[(1415, 310), (1414, 341), (1395, 341), (1396, 310)]","{'Width': 20, 'Height': 31, 'Left': 1395, 'Top': 310}","(-11.136, -0.0)",19.0,31.016124838541646,vertical,"(1405.0, 325.5)","(0, 0)",1395,310
Teens,100,"[(1411, 598), (1411, 637), (1395, 637), (1395, 598)]","{'Width': 16, 'Height': 39, 'Left': 1395, 'Top': 598}","(-300.0, -0.0)",16.0,39.0,vertical,"(1403.0, 617.5)","(0, 0)",1395,598
Who,100,"[(1410, 642), (1410, 679), (1395, 679), (1395, 642)]","{'Width': 15, 'Height': 37, 'Left': 1395, 'Top': 642}","(-300.0, -0.0)",15.0,37.0,vertical,"(1402.5, 660.5)","(0, 0)",1395,642
Like,100,"[(1410, 684), (1410, 716), (1395, 716), (1395, 684)]","{'Width': 15, 'Height': 32, 'Left': 1395, 'Top': 684}","(-300.0, -0.0)",15.0,32.0,vertical,"(1402.5, 700.0)","(0, 0)",1395,684
to,100,"[(1410, 719), (1410, 733), (1395, 733), (1395, 719)]","{'Width': 15, 'Height': 14, 'Left': 1395, 'Top': 719}","(-300.0, -0.0)",15.0,14.0,vertical,"(1402.5, 726.0)","(0, 0)",1395,719
Write,100,"[(1410, 739), (1410, 780), (1395, 780), (1395, 739)]","{'Width': 15, 'Height': 41, 'Left': 1395, 'Top': 739}","(-300.0, -0.0)",15.0,41.0,vertical,"(1402.5, 759.5)","(0, 0)",1395,739
Seize,100,"[(1416, 258), (1415, 305), (1396, 305), (1397, 258)]","{'Width': 20, 'Height': 47, 'Left': 1396, 'Top': 258}","(-16.883, -0.0)",19.0,47.01063709417264,vertical,"(1406.0, 281.5)","(0, 0)",1396,258
A,100,"[(1411, 472), (1411, 486), (1396, 486), (1396, 472)]","{'Width': 15, 'Height': 14, 'Left': 1396, 'Top': 472}","(-300.0, -0.0)",15.0,14.0,vertical,"(1403.5, 479.0)","(0, 0)",1396,472
Handbook,100,"[(1411, 490), (1411, 567), (1396, 567), (1396, 490)]","{'Width': 15, 'Height': 77, 'Left': 1396, 'Top': 490}","(-300.0, -0.0)",15.0,77.0,vertical,"(1403.5, 528.5)","(0, 0)",1396,490
for,100,"[(1411, 571), (1411, 592), (1396, 592), (1396, 571)]","{'Width': 15, 'Height': 21, 'Left': 1396, 'Top': 571}","(-300.0, -0.0)",15.0,21.0,vertical,"(1403.5, 581.5)","(0, 0)",1396,571
808.3,100,"[(1447, 1194), (1491, 1195), (1491, 1212), (1447, 1211)]","{'Width': 44, 'Height': 18, 'Left': 1447, 'Top': 1194}","(0.008, -300.0)",17.0,44.01136216933077,horizontal,"(1469.0, 1203.0)","(0, 0)",1447,1194
CAR,100,"[(1447, 1217), (1488, 1217), (1488, 1233), (1447, 1233)]","{'Width': 41, 'Height': 16, 'Left': 1447, 'Top': 1217}","(0.0, -300.0)",16.0,41.0,horizontal,"(1467.5, 1225.0)","(0, 0)",1447,1217
FANTASY,100,"[(1487, 832), (1487, 1005), (1455, 1005), (1455, 832)]","{'Width': 32, 'Height': 173, 'Left': 1455, 'Top': 832}","(-300.0, -0.0)",32.0,173.0,vertical,"(1471.0, 918.5)","(0, 0)",1455,832
HOW,100,"[(1488, 298), (1488, 354), (1456, 354), (1456, 298)]","{'Width': 32, 'Height': 56, 'Left': 1456, 'Top': 298}","(-300.0, -0.0)",32.0,56.0,vertical,"(1472.0, 326.0)","(0, 0)",1456,298
TO,100,"[(1488, 355), (1488, 387), (1456, 387), (1456, 355)]","{'Width': 32, 'Height': 32, 'Left': 1456, 'Top': 355}","(-300.0, -0.0)",32.0,32.0,vertical,"(1472.0, 371.0)","(0, 0)",1456,355
WRITE,100,"[(1488, 392), (1488, 456), (1456, 456), (1456, 392)]","{'Width': 32, 'Height': 64, 'Left': 1456, 'Top': 392}","(-300.0, -0.0)",32.0,64.0,vertical,"(1472.0, 424.0)","(0, 0)",1456,392
SCIENCE,100,"[(1488, 460), (1488, 624), (1456, 624), (1456, 460)]","{'Width': 32, 'Height': 164, 'Left': 1456, 'Top': 460}","(-300.0, -0.0)",32.0,164.0,vertical,"(1472.0, 542.0)","(0, 0)",1456,460
FICTION,100,"[(1488, 632), (1488, 788), (1456, 788), (1456, 632)]","{'Width': 32, 'Height': 156, 'Left': 1456, 'Top': 632}","(-300.0, -0.0)",32.0,156.0,vertical,"(1472.0, 710.0)","(0, 0)",1456,632
&,100,"[(1488, 800), (1488, 821), (1456, 821), (1456, 800)]","{'Width': 32, 'Height': 21, 'Left': 1456, 'Top': 800}","(-300.0, -0.0)",32.0,21.0,vertical,"(1472.0, 810.5)","(0, 0)",1456,800
Card,100,"[(1479, 1047), (1480, 1097), (1460, 1098), (1459, 1048)]","{'Width': 21, 'Height': 51, 'Left': 1459, 'Top': 1047}","(17.961, -0.018)",20.024984394500787,50.00999900019995,vertical,"(1469.5, 1072.5)","(0, 0)",1459,1047
SCHMIDT,100,"[(1496, 1150), (1578, 1148), (1578, 1167), (1496, 1169)]","{'Width': 82, 'Height': 21, 'Left': 1496, 'Top': 1148}","(-0.009, -300.0)",19.0,82.02438661763951,horizontal,"(1537.0, 1158.5)","(0, 0)",1496,1148
808.397808.5,100,"[(1500, 1176), (1644, 1178), (1644, 1193), (1500, 1191)]","{'Width': 144, 'Height': 17, 'Left': 1500, 'Top': 1176}","(0.005, -300.0)",15.0,144.01388821915754,horizontal,"(1572.0, 1184.5)","(0, 0)",1500,1176
SCH,100,"[(1500, 1195), (1535, 1196), (1535, 1213), (1500, 1212)]","{'Width': 35, 'Height': 18, 'Left': 1500, 'Top': 1195}","(0.01, -300.0)",17.0,35.014282800023196,horizontal,"(1517.5, 1204.0)","(0, 0)",1500,1195
CHARACTERS,100,"[(1524, 961), (1523, 1045), (1511, 1045), (1512, 961)]","{'Width': 13, 'Height': 84, 'Left': 1511, 'Top': 961}","(-30.174, -0.0)",12.0,84.00595217006948,vertical,"(1517.5, 1003.0)","(0, 0)",1511,961
ORIGINAL,100,"[(1525, 896), (1524, 956), (1512, 956), (1513, 896)]","{'Width': 13, 'Height': 60, 'Left': 1512, 'Top': 896}","(-21.553, -0.0)",12.0,60.00833275470999,vertical,"(1518.5, 926.0)","(0, 0)",1512,896
CHARACTERS,100,"[(1568, 639), (1567, 883), (1515, 883), (1516, 639)]","{'Width': 53, 'Height': 244, 'Left': 1515, 'Top': 639}","(-87.649, -0.0)",52.0,244.00204917172314,vertical,"(1541.5, 761.0)","(0, 0)",1515,639
MASTER,100,"[(1569, 458), (1568, 622), (1516, 622), (1517, 458)]","{'Width': 53, 'Height': 164, 'Left': 1516, 'Top': 458}","(-58.911, -0.0)",52.0,164.00304875214974,vertical,"(1542.5, 540.0)","(0, 0)",1516,458
45,100,"[(1569, 365), (1569, 442), (1517, 442), (1517, 365)]","{'Width': 52, 'Height': 77, 'Left': 1517, 'Top': 365}","(-300.0, -0.0)",52.0,77.0,vertical,"(1543.0, 403.5)","(0, 0)",1517,365
CREATING,100,"[(1542, 925), (1540, 987), (1527, 987), (1529, 925)]","{'Width': 15, 'Height': 62, 'Left': 1527, 'Top': 925}","(-11.136, -0.0)",13.0,62.03224967708329,vertical,"(1534.5, 956.0)","(0, 0)",1527,925
FOR,100,"[(1542, 896), (1541, 921), (1529, 921), (1530, 896)]","{'Width': 13, 'Height': 25, 'Left': 1529, 'Top': 896}","(-8.98, -0.0)",12.0,25.019992006393608,vertical,"(1535.5, 908.5)","(0, 0)",1529,896
MODELS,100,"[(1560, 950), (1559, 1002), (1547, 1002), (1548, 950)]","{'Width': 13, 'Height': 52, 'Left': 1547, 'Top': 950}","(-18.679, -0.0)",12.0,52.009614495783374,vertical,"(1553.5, 976.0)","(0, 0)",1547,950
MYTHIC,100,"[(1561, 896), (1560, 945), (1548, 945), (1549, 896)]","{'Width': 13, 'Height': 49, 'Left': 1548, 'Top': 896}","(-17.602, -0.0)",12.0,49.01020301937138,vertical,"(1554.5, 920.5)","(0, 0)",1548,896
HBR,100,"[(1587, 1202), (1624, 1202), (1624, 1215), (1587, 1215)]","{'Width': 37, 'Height': 13, 'Left': 1587, 'Top': 1202}","(0.0, -300.0)",13.0,37.0,horizontal,"(1605.5, 1208.5)","(0, 0)",1587,1202
Presenting,100,"[(1637, 892), (1634, 1101), (1591, 1100), (1594, 891)]","{'Width': 46, 'Height': 210, 'Left': 1591, 'Top': 891}","(-25.025, 0.008)",43.01162633521314,209.02152999152983,vertical,"(1614.0, 996.0)","(0, 0)",1591,891
Speaking,100,"[(1641, 622), (1638, 799), (1595, 798), (1598, 621)]","{'Width': 46, 'Height': 178, 'Left': 1595, 'Top': 621}","(-21.194, 0.008)",43.01162633521314,177.02542190318317,vertical,"(1618.0, 710.0)","(0, 0)",1595,621
and,100,"[(1638, 811), (1637, 882), (1595, 881), (1596, 810)]","{'Width': 43, 'Height': 72, 'Left': 1595, 'Top': 810}","(-25.504, 0.009)",42.01190307520001,71.00704190430693,vertical,"(1616.5, 846.0)","(0, 0)",1595,810
Public,100,"[(1643, 487), (1641, 611), (1598, 610), (1600, 486)]","{'Width': 45, 'Height': 125, 'Left': 1598, 'Top': 486}","(-22.271, 0.008)",43.01162633521314,124.01612798341996,vertical,"(1620.5, 548.5)","(0, 0)",1598,486
808.5,100,"[(1654, 1178), (1703, 1179), (1703, 1194), (1654, 1193)]","{'Width': 49, 'Height': 16, 'Left': 1654, 'Top': 1178}","(0.007, -300.0)",15.0,49.01020301937138,horizontal,"(1678.5, 1186.0)","(0, 0)",1654,1178
LIN,100,"[(1654, 1201), (1682, 1201), (1682, 1212), (1654, 1212)]","{'Width': 28, 'Height': 11, 'Left': 1654, 'Top': 1201}","(0.0, -300.0)",11.0,28.0,horizontal,"(1668.0, 1206.5)","(0, 0)",1654,1201
Krater,100,"[(1706, 966), (1705, 1049), (1658, 1048), (1659, 965)]","{'Width': 48, 'Height': 84, 'Left': 1658, 'Top': 965}","(-29.815, 0.008)",47.01063709417264,83.00602387778854,vertical,"(1682.0, 1007.0)","(0, 0)",1658,965
Voice,100,"[(1709, 813), (1707, 952), (1659, 951), (1661, 812)]","{'Width': 50, 'Height': 140, 'Left': 1659, 'Top': 812}","(-24.966, 0.007)",48.010415536631214,139.01438774457844,vertical,"(1684.0, 882.0)","(0, 0)",1659,812
NOTUROL,100,"[(1713, 597), (1710, 801), (1662, 800), (1665, 596)]","{'Width': 51, 'Height': 205, 'Left': 1662, 'Top': 596}","(-24.427, 0.007)",48.010415536631214,204.02205763103166,vertical,"(1687.5, 698.5)","(0, 0)",1662,596
THE,100,"[(1714, 490), (1713, 577), (1666, 576), (1667, 489)]","{'Width': 48, 'Height': 88, 'Left': 1666, 'Top': 489}","(-31.252, 0.008)",47.01063709417264,87.00574693662483,vertical,"(1690.0, 533.0)","(0, 0)",1666,489
FREEING,100,"[(1718, 293), (1715, 478), (1667, 477), (1670, 292)]","{'Width': 51, 'Height': 186, 'Left': 1667, 'Top': 292}","(-22.152, 0.007)",48.010415536631214,185.02432272541898,vertical,"(1692.5, 385.0)","(0, 0)",1667,292
Kristin,100,"[(1704, 974), (1703, 1019), (1687, 1019), (1688, 974)]","{'Width': 17, 'Height': 45, 'Left': 1687, 'Top': 974}","(-16.165, -0.0)",16.0,45.0111097397076,vertical,"(1695.5, 996.5)","(0, 0)",1687,974
AND,100,"[(1725, 1217), (1760, 1217), (1760, 1230), (1725, 1230)]","{'Width': 35, 'Height': 13, 'Left': 1725, 'Top': 1217}","(0.0, -300.0)",13.0,35.0,horizontal,"(1742.5, 1223.5)","(0, 0)",1725,1217
NEW,100,"[(1726, 1173), (1759, 1174), (1759, 1187), (1726, 1186)]","{'Width': 33, 'Height': 14, 'Left': 1726, 'Top': 1173}","(0.011, -300.0)",13.0,33.015148038438355,horizontal,"(1742.5, 1180.0)","(0, 0)",1726,1173
808.51,100,"[(1727, 1193), (1795, 1194), (1795, 1208), (1727, 1207)]","{'Width': 68, 'Height': 15, 'Left': 1727, 'Top': 1193}","(0.005, -300.0)",14.0,68.00735254367721,horizontal,"(1761.0, 1200.5)","(0, 0)",1727,1193
TALKS,100,"[(1815, 607), (1812, 899), (1731, 898), (1734, 606)]","{'Width': 84, 'Height': 293, 'Left': 1731, 'Top': 606}","(-34.964, 0.004)",81.00617260431454,292.0154105522515,vertical,"(1773.0, 752.5)","(0, 0)",1731,606
TED,100,"[(1818, 359), (1816, 594), (1736, 593), (1738, 358)]","{'Width': 82, 'Height': 236, 'Left': 1736, 'Top': 358}","(-42.208, 0.004)",80.00624975587844,235.00851048419503,vertical,"(1777.0, 476.0)","(0, 0)",1736,358
ANDERSOI,100,"[(1781, 1018), (1779, 1166), (1756, 1166), (1758, 1018)]","{'Width': 25, 'Height': 148, 'Left': 1756, 'Top': 1018}","(-26.582, -0.0)",23.0,148.0135128966271,vertical,"(1768.5, 1092.0)","(0, 0)",1756,1018
CHRIS,100,"[(1782, 928), (1781, 1013), (1758, 1013), (1759, 928)]","{'Width': 24, 'Height': 85, 'Left': 1758, 'Top': 928}","(-30.533, -0.0)",23.0,85.00588214941364,vertical,"(1770.0, 970.5)","(0, 0)",1758,928
MAY,100,"[(1771, 1173), (1808, 1174), (1808, 1188), (1771, 1187)]","{'Width': 37, 'Height': 15, 'Left': 1771, 'Top': 1173}","(0.01, -300.0)",14.0,37.013511046643494,horizontal,"(1789.5, 1180.5)","(0, 0)",1771,1173
HUGH,100,"[(1876, 1126), (1874, 1181), (1830, 1179), (1832, 1124)]","{'Width': 46, 'Height': 57, 'Left': 1830, 'Top': 1124}","(-9.878, 0.016)",44.04543109109048,55.036351623268054,vertical,"(1853.0, 1152.5)","(0, 0)",1830,1124
LLO,100,"[(1831, 1207), (1867, 1209), (1866, 1222), (1830, 1220)]","{'Width': 37, 'Height': 15, 'Left': 1830, 'Top': 1207}","(0.02, -4.67)",13.038404810405298,36.05551275463989,horizontal,"(1848.5, 1214.5)","(0, 0)",1830,1207
LLOYD,100,"[(1879, 1064), (1876, 1125), (1831, 1123), (1834, 1062)]","{'Width': 48, 'Height': 63, 'Left': 1831, 'Top': 1062}","(-7.304, 0.016)",45.044422518220834,61.07372593840988,vertical,"(1855.0, 1093.5)","(0, 0)",1831,1062
-,100,"[(1877, 1110), (1876, 1125), (1832, 1123), (1833, 1108)]","{'Width': 45, 'Height': 17, 'Left': 1832, 'Top': 1108}","(-5.388, 0.016)",44.04543109109048,15.033296378372908,vertical,"(1854.5, 1116.5)","(0, 0)",1832,1108
808.51,100,"[(1833, 1183), (1901, 1189), (1899, 1204), (1832, 1198)]","{'Width': 69, 'Height': 21, 'Left': 1832, 'Top': 1183}","(0.032, -2.694)",15.132745950421556,68.26419266350405,horizontal,"(1866.25, 1193.5)","(0, 0)",1832,1183
situation,100,"[(1884, 956), (1880, 1038), (1836, 1036), (1839, 954)]","{'Width': 48, 'Height': 84, 'Left': 1836, 'Top': 954}","(-7.364, 0.016)",44.04543109109048,82.09750300709517,vertical,"(1859.75, 996.0)","(0, 0)",1836,954
.,100,"[(1880, 1034), (1879, 1046), (1836, 1044), (1836, 1032)]","{'Width': 44, 'Height': 14, 'Left': 1836, 'Top': 1032}","(-4.311, 0.017)",43.04648650006177,12.041594578792296,vertical,"(1857.75, 1039.0)","(0, 0)",1836,1032
Any,100,"[(1885, 914), (1883, 961), (1839, 959), (1841, 912)]","{'Width': 46, 'Height': 49, 'Left': 1839, 'Top': 912}","(-8.442, 0.016)",44.04543109109048,47.042533945356304,vertical,"(1862.0, 936.5)","(0, 0)",1839,912
SPEAKING,100,"[(1897, 652), (1887, 895), (1842, 893), (1852, 650)]","{'Width': 55, 'Height': 245, 'Left': 1842, 'Top': 650}","(-8.729, 0.016)",45.044422518220834,243.20567427590993,vertical,"(1869.5, 772.5)","(0, 0)",1842,650
PUBLIC,100,"[(1905, 464), (1897, 645), (1852, 643), (1860, 462)]","{'Width': 53, 'Height': 183, 'Left': 1852, 'Top': 462}","(-8.127, 0.016)",45.044422518220834,181.1767093199344,vertical,"(1878.5, 553.5)","(0, 0)",1852,462
brilliant,100,"[(1878, 360), (1876, 427), (1860, 427), (1862, 360)]","{'Width': 18, 'Height': 67, 'Left': 1860, 'Top': 360}","(-12.034, -0.0)",16.0,67.02984409947557,vertical,"(1869.0, 393.5)","(0, 0)",1860,360
at,100,"[(1876, 431), (1876, 450), (1860, 450), (1860, 431)]","{'Width': 16, 'Height': 19, 'Left': 1860, 'Top': 431}","(-300.0, -0.0)",16.0,19.0,vertical,"(1868.0, 440.5)","(0, 0)",1860,431
SARAH,100,"[(1883, 1101), (1882, 1163), (1868, 1163), (1869, 1101)]","{'Width': 15, 'Height': 62, 'Left': 1868, 'Top': 1101}","(-22.271, -0.0)",14.0,62.00806399170998,vertical,"(1875.5, 1132.0)","(0, 0)",1868,1101
audience,100,"[(1887, 955), (1886, 1042), (1870, 1042), (1871, 955)]","{'Width': 17, 'Height': 87, 'Left': 1870, 'Top': 955}","(-31.252, -0.0)",16.0,87.00574693662483,vertical,"(1878.5, 998.5)","(0, 0)",1870,955
.,100,"[(1885, 1042), (1885, 1047), (1870, 1047), (1870, 1042)]","{'Width': 15, 'Height': 5, 'Left': 1870, 'Top': 1042}","(-300.0, -0.0)",15.0,5.0,vertical,"(1877.5, 1044.5)","(0, 0)",1870,1042
How,100,"[(1902, 359), (1901, 397), (1885, 397), (1886, 359)]","{'Width': 17, 'Height': 38, 'Left': 1885, 'Top': 359}","(-13.65, -0.0)",16.0,38.01315561749642,vertical,"(1893.5, 378.0)","(0, 0)",1885,359
be,100,"[(1901, 427), (1901, 452), (1885, 452), (1885, 427)]","{'Width': 16, 'Height': 25, 'Left': 1885, 'Top': 427}","(-300.0, -0.0)",16.0,25.0,vertical,"(1893.0, 439.5)","(0, 0)",1885,427
to,100,"[(1901, 403), (1901, 422), (1886, 422), (1886, 403)]","{'Width': 15, 'Height': 19, 'Left': 1886, 'Top': 403}","(-300.0, -0.0)",15.0,19.0,vertical,"(1893.5, 412.5)","(0, 0)",1886,403
808,100,"[(1919, 1190), (1953, 1193), (1952, 1208), (1918, 1205)]","{'Width': 35, 'Height': 18, 'Left': 1918, 'Top': 1190}","(0.032, -5.388)",15.033296378372908,34.132096331752024,horizontal,"(1935.5, 1199.0)","(0, 0)",1918,1190
OOM,100,"[(1953, 1215), (1953, 1229), (1918, 1229), (1918, 1215)]","{'Width': 35, 'Height': 14, 'Left': 1918, 'Top': 1215}","(-300.0, -0.0)",35.0,14.0,vertical,"(1935.5, 1222.0)","(0, 0)",1918,1215
SPEAKING,100,"[(1943, 929), (1940, 1054), (1919, 1054), (1922, 929)]","{'Width': 24, 'Height': 125, 'Left': 1919, 'Top': 929}","(-14.967, -0.0)",21.0,125.03599481749245,vertical,"(1931.0, 991.5)","(0, 0)",1919,929
TO,100,"[(1962, 870), (1961, 906), (1930, 906), (1931, 870)]","{'Width': 32, 'Height': 36, 'Left': 1930, 'Top': 870}","(-12.932, -0.0)",31.0,36.013886210738214,vertical,"(1946.0, 888.0)","(0, 0)",1930,870
guide,100,"[(1964, 765), (1963, 844), (1931, 844), (1932, 765)]","{'Width': 33, 'Height': 79, 'Left': 1931, 'Top': 765}","(-28.378, -0.0)",32.0,79.00632886041473,vertical,"(1947.5, 804.5)","(0, 0)",1931,765
practical,100,"[(1966, 623), (1964, 741), (1932, 741), (1934, 623)]","{'Width': 34, 'Height': 118, 'Left': 1932, 'Top': 623}","(-21.194, -0.0)",32.0,118.01694793545543,vertical,"(1949.0, 682.0)","(0, 0)",1932,623
A,100,"[(1966, 568), (1966, 593), (1935, 593), (1935, 568)]","{'Width': 31, 'Height': 25, 'Left': 1935, 'Top': 568}","(-300.0, -0.0)",31.0,25.0,vertical,"(1950.5, 580.5)","(0, 0)",1935,568
CONFIDENT,100,"[(1969, 929), (1966, 1081), (1946, 1081), (1949, 929)]","{'Width': 23, 'Height': 152, 'Left': 1946, 'Top': 929}","(-18.2, -0.0)",20.0,152.029602380589,vertical,"(1957.5, 1005.0)","(0, 0)",1946,929
808.5808.5,100,"[(1978, 1179), (2095, 1188), (2093, 1205), (1977, 1196)]","{'Width': 118, 'Height': 26, 'Left': 1977, 'Top': 1179}","(0.028, -3.053)",17.11724276862369,117.34564329364768,horizontal,"(2035.75, 1192.0)","(0, 0)",1977,1179
DIC,100,"[(1977, 1204), (2012, 1205), (2012, 1219), (1977, 1218)]","{'Width': 35, 'Height': 15, 'Left': 1977, 'Top': 1204}","(0.01, -300.0)",14.0,35.014282800023196,horizontal,"(1994.5, 1211.5)","(0, 0)",1977,1204
