txt,confidence,vertices,boundBox,slopes,width,height,direction,mid_point,crop_idx,Left,Top
CRAFTING,100,"[(308, 465), (310, 649), (278, 649), (276, 465)]","{'Width': 34, 'Height': 184, 'Left': 276, 'Top': 465}","(33.048, -0.0)",32.0,184.0108692441835,vertical,"(293.0, 557.0)","(0, 0)",276,465
DYNAMIC,100,"[(310, 664), (312, 833), (280, 833), (278, 664)]","{'Width': 34, 'Height': 169, 'Left': 278, 'Top': 664}","(30.354, -0.0)",32.0,169.01183390520322,vertical,"(295.0, 748.5)","(0, 0)",278,664
DIALOGUE,100,"[(311, 848), (313, 1038), (281, 1038), (279, 848)]","{'Width': 34, 'Height': 190, 'Left': 279, 'Top': 848}","(34.126, -0.0)",32.0,190.01052602421794,vertical,"(296.0, 943.0)","(0, 0)",279,848
FROM,100,"[(279, 1083), (312, 1083), (312, 1092), (279, 1092)]","{'Width': 33, 'Height': 9, 'Left': 279, 'Top': 1083}","(0.0, -300.0)",9.0,33.0,horizontal,"(295.5, 1087.5)","(0, 0)",279,1083
WRITER'S,100,"[(279, 1111), (335, 1111), (335, 1122), (279, 1122)]","{'Width': 56, 'Height': 11, 'Left': 279, 'Top': 1111}","(0.0, -300.0)",11.0,56.0,horizontal,"(307.0, 1116.5)","(0, 0)",279,1111
EDITOR,100,"[(284, 1097), (330, 1097), (330, 1107), (284, 1107)]","{'Width': 46, 'Height': 10, 'Left': 284, 'Top': 1097}","(0.0, -300.0)",10.0,46.0,horizontal,"(307.0, 1102.0)","(0, 0)",284,1097
STORYVILLE,100,"[(423, 227), (442, 645), (364, 648), (345, 230)]","{'Width': 97, 'Height': 421, 'Left': 345, 'Top': 227}","(7.903, -0.014)",78.05767098754612,418.43159536535956,vertical,"(393.5, 437.5)","(0, 0)",345,227
DUF,100,"[(353, 1201), (390, 1201), (390, 1215), (353, 1215)]","{'Width': 37, 'Height': 14, 'Left': 353, 'Top': 1201}","(0.0, -300.0)",14.0,37.0,horizontal,"(371.5, 1208.0)","(0, 0)",353,1201
808.3,100,"[(354, 1178), (413, 1179), (413, 1193), (354, 1192)]","{'Width': 59, 'Height': 15, 'Left': 354, 'Top': 1178}","(0.006, -300.0)",14.0,59.00847396772772,horizontal,"(383.5, 1185.5)","(0, 0)",354,1178
ILLUSTRATED,100,"[(356, 1129), (436, 1130), (436, 1149), (356, 1148)]","{'Width': 80, 'Height': 20, 'Left': 356, 'Top': 1129}","(0.004, -300.0)",19.0,80.00624975587844,horizontal,"(396.0, 1139.0)","(0, 0)",356,1129
DUFRESNE,100,"[(357, 1092), (435, 1093), (435, 1118), (357, 1117)]","{'Width': 78, 'Height': 26, 'Left': 357, 'Top': 1092}","(0.005, -300.0)",25.0,78.00640999302557,horizontal,"(396.0, 1105.0)","(0, 0)",357,1092
DV,100,"[(358, 1158), (380, 1158), (380, 1171), (358, 1171)]","{'Width': 22, 'Height': 13, 'Left': 358, 'Top': 1158}","(0.0, -300.0)",13.0,22.0,horizontal,"(369.0, 1164.5)","(0, 0)",358,1158
TO,100,"[(389, 688), (389, 723), (360, 723), (360, 688)]","{'Width': 29, 'Height': 35, 'Left': 360, 'Top': 688}","(-300.0, -0.0)",29.0,35.0,vertical,"(374.5, 705.5)","(0, 0)",360,688
JOHN,100,"[(360, 1047), (434, 1048), (434, 1084), (360, 1083)]","{'Width': 74, 'Height': 37, 'Left': 360, 'Top': 1047}","(0.005, -300.0)",36.0,74.00675644831355,horizontal,"(397.0, 1065.5)","(0, 0)",360,1047
FICTION,100,"[(390, 863), (391, 971), (362, 971), (361, 863)]","{'Width': 30, 'Height': 108, 'Left': 361, 'Top': 863}","(38.795, -0.0)",29.0,108.00462953040486,vertical,"(376.0, 917.0)","(0, 0)",361,863
!,100,"[(441, 650), (442, 677), (365, 680), (364, 653)]","{'Width': 78, 'Height': 30, 'Left': 364, 'Top': 650}","(9.699, -0.014)",77.05841939723393,27.018512172212592,vertical,"(403.0, 665.0)","(0, 0)",364,650
AN,100,"[(443, 680), (445, 731), (368, 734), (366, 683)]","{'Width': 79, 'Height': 54, 'Left': 366, 'Top': 680}","(9.16, -0.014)",77.05841939723393,51.03920062069938,vertical,"(405.5, 707.0)","(0, 0)",366,680
ILLUSTRATED,100,"[(445, 723), (453, 901), (375, 904), (367, 726)]","{'Width': 86, 'Height': 181, 'Left': 367, 'Top': 723}","(7.993, -0.014)",78.05767098754612,178.1796845883391,vertical,"(410.0, 813.5)","(0, 0)",367,723
GUIDE,100,"[(453, 908), (456, 975), (379, 978), (376, 911)]","{'Width': 80, 'Height': 70, 'Left': 376, 'Top': 908}","(8.022, -0.014)",77.05841939723393,67.06713054842886,vertical,"(416.0, 943.0)","(0, 0)",376,908
CUIN,100,"[(386, 1158), (434, 1158), (434, 1171), (386, 1171)]","{'Width': 48, 'Height': 13, 'Left': 386, 'Top': 1158}","(0.0, -300.0)",13.0,48.0,horizontal,"(410.0, 1164.5)","(0, 0)",386,1158
MAA,100,"[(462, 1213), (501, 1214), (501, 1227), (462, 1226)]","{'Width': 39, 'Height': 14, 'Left': 462, 'Top': 1213}","(0.009, -300.0)",13.0,39.01281840626232,horizontal,"(481.5, 1220.0)","(0, 0)",462,1213
808.3,100,"[(464, 1189), (525, 1190), (525, 1203), (464, 1202)]","{'Width': 61, 'Height': 14, 'Left': 464, 'Top': 1189}","(0.006, -300.0)",13.0,61.00819617067857,horizontal,"(494.5, 1196.0)","(0, 0)",464,1189
MAASS,100,"[(467, 1146), (547, 1146), (547, 1162), (467, 1162)]","{'Width': 80, 'Height': 16, 'Left': 467, 'Top': 1146}","(0.0, -300.0)",16.0,80.0,horizontal,"(507.0, 1154.0)","(0, 0)",467,1146
Craft,100,"[(528, 797), (528, 841), (480, 841), (480, 797)]","{'Width': 48, 'Height': 44, 'Left': 480, 'Top': 797}","(-300.0, -0.0)",48.0,44.0,vertical,"(504.0, 819.0)","(0, 0)",480,797
Novels,100,"[(528, 844), (528, 895), (480, 895), (480, 844)]","{'Width': 48, 'Height': 51, 'Left': 480, 'Top': 844}","(-300.0, -0.0)",48.0,51.0,vertical,"(504.0, 869.5)","(0, 0)",480,844
That,100,"[(528, 898), (528, 932), (480, 932), (480, 898)]","{'Width': 48, 'Height': 34, 'Left': 480, 'Top': 898}","(-300.0, -0.0)",48.0,34.0,vertical,"(504.0, 915.0)","(0, 0)",480,898
Stand,100,"[(528, 938), (528, 985), (480, 985), (480, 938)]","{'Width': 48, 'Height': 47, 'Left': 480, 'Top': 938}","(-300.0, -0.0)",48.0,47.0,vertical,"(504.0, 961.5)","(0, 0)",480,938
Out,100,"[(528, 987), (528, 1021), (480, 1021), (480, 987)]","{'Width': 48, 'Height': 34, 'Left': 480, 'Top': 987}","(-300.0, -0.0)",48.0,34.0,vertical,"(504.0, 1004.0)","(0, 0)",480,987
and,100,"[(528, 1024), (528, 1052), (480, 1052), (480, 1024)]","{'Width': 48, 'Height': 28, 'Left': 480, 'Top': 1024}","(-300.0, -0.0)",48.0,28.0,vertical,"(504.0, 1038.0)","(0, 0)",480,1024
Sell,100,"[(528, 1055), (528, 1087), (480, 1087), (480, 1055)]","{'Width': 48, 'Height': 32, 'Left': 480, 'Top': 1055}","(-300.0, -0.0)",48.0,32.0,vertical,"(504.0, 1071.0)","(0, 0)",480,1055
THE,100,"[(529, 377), (529, 429), (481, 429), (481, 377)]","{'Width': 48, 'Height': 52, 'Left': 481, 'Top': 377}","(-300.0, -0.0)",48.0,52.0,vertical,"(505.0, 403.0)","(0, 0)",481,377
BREAKOUT,100,"[(529, 444), (529, 633), (481, 633), (481, 444)]","{'Width': 48, 'Height': 189, 'Left': 481, 'Top': 444}","(-300.0, -0.0)",48.0,189.0,vertical,"(505.0, 538.5)","(0, 0)",481,444
NOVELIST,100,"[(529, 654), (529, 770), (481, 770), (481, 654)]","{'Width': 48, 'Height': 116, 'Left': 481, 'Top': 654}","(-300.0, -0.0)",48.0,116.0,vertical,"(505.0, 712.0)","(0, 0)",481,654
MAJ,100,"[(566, 1196), (605, 1196), (605, 1208), (566, 1208)]","{'Width': 39, 'Height': 12, 'Left': 566, 'Top': 1196}","(0.0, -300.0)",12.0,39.0,horizontal,"(585.5, 1202.0)","(0, 0)",566,1196
808.3,100,"[(569, 1171), (632, 1174), (631, 1194), (568, 1191)]","{'Width': 64, 'Height': 23, 'Left': 568, 'Top': 1171}","(0.017, -7.184)",20.024984394500787,63.071388124885914,horizontal,"(600.0, 1182.5)","(0, 0)",568,1171
THIS,100,"[(611, 424), (611, 500), (574, 500), (574, 424)]","{'Width': 37, 'Height': 76, 'Left': 574, 'Top': 424}","(-300.0, -0.0)",37.0,76.0,vertical,"(592.5, 462.0)","(0, 0)",574,424
IS,100,"[(611, 512), (611, 541), (574, 541), (574, 512)]","{'Width': 37, 'Height': 29, 'Left': 574, 'Top': 512}","(-300.0, -0.0)",37.0,29.0,vertical,"(592.5, 526.5)","(0, 0)",574,512
NOT,100,"[(611, 553), (611, 617), (574, 617), (574, 553)]","{'Width': 37, 'Height': 64, 'Left': 574, 'Top': 553}","(-300.0, -0.0)",37.0,64.0,vertical,"(592.5, 585.0)","(0, 0)",574,553
A,100,"[(611, 627), (611, 650), (574, 650), (574, 627)]","{'Width': 37, 'Height': 23, 'Left': 574, 'Top': 627}","(-300.0, -0.0)",37.0,23.0,vertical,"(592.5, 638.5)","(0, 0)",574,627
WRITING,100,"[(611, 658), (611, 798), (574, 798), (574, 658)]","{'Width': 37, 'Height': 140, 'Left': 574, 'Top': 658}","(-300.0, -0.0)",37.0,140.0,vertical,"(592.5, 728.0)","(0, 0)",574,658
MANUAL,100,"[(611, 812), (611, 950), (574, 950), (574, 812)]","{'Width': 37, 'Height': 138, 'Left': 574, 'Top': 812}","(-300.0, -0.0)",37.0,138.0,vertical,"(592.5, 881.0)","(0, 0)",574,812
MAJORS,100,"[(605, 1052), (605, 1125), (583, 1125), (583, 1052)]","{'Width': 22, 'Height': 73, 'Left': 583, 'Top': 1052}","(-300.0, -0.0)",22.0,73.0,vertical,"(594.0, 1088.5)","(0, 0)",583,1052
TORONTO,100,"[(586, 276), (623, 280), (621, 295), (584, 291)]","{'Width': 39, 'Height': 19, 'Left': 584, 'Top': 276}","(0.039, -2.694)",15.132745950421556,37.21558813185679,horizontal,"(603.5, 285.5)","(0, 0)",584,276
PUB,100,"[(624, 281), (639, 283), (637, 297), (622, 295)]","{'Width': 17, 'Height': 16, 'Left': 622, 'Top': 281}","(0.048, -2.515)",14.142135623730951,15.132745950421556,horizontal,"(630.5, 289.0)","(0, 0)",622,281
08.3,100,"[(642, 1175), (687, 1177), (686, 1197), (641, 1195)]","{'Width': 46, 'Height': 22, 'Left': 641, 'Top': 1175}","(0.016, -7.184)",20.024984394500787,45.044422518220834,horizontal,"(664.0, 1186.0)","(0, 0)",641,1175
Mosley,100,"[(678, 863), (676, 1011), (644, 1010), (646, 863)]","{'Width': 34, 'Height': 148, 'Left': 644, 'Top': 863}","(-26.582, 0.011)",32.01562118716424,148.0135128966271,vertical,"(661.0, 936.75)","(0, 0)",644,863
Walter,100,"[(680, 706), (678, 842), (646, 842), (648, 706)]","{'Width': 34, 'Height': 136, 'Left': 646, 'Top': 706}","(-24.427, -0.0)",32.0,136.01470508735443,vertical,"(663.0, 774.0)","(0, 0)",646,706
FICTION,100,"[(658, 451), (658, 531), (648, 531), (648, 451)]","{'Width': 10, 'Height': 80, 'Left': 648, 'Top': 451}","(-300.0, -0.0)",10.0,80.0,vertical,"(653.0, 491.0)","(0, 0)",648,451
ELEMENTS,100,"[(677, 424), (677, 524), (666, 524), (666, 424)]","{'Width': 11, 'Height': 100, 'Left': 666, 'Top': 424}","(-300.0, -0.0)",11.0,100.0,vertical,"(671.5, 474.0)","(0, 0)",666,424
OF,100,"[(677, 537), (677, 560), (666, 560), (666, 537)]","{'Width': 11, 'Height': 23, 'Left': 666, 'Top': 537}","(-300.0, -0.0)",11.0,23.0,vertical,"(671.5, 548.5)","(0, 0)",666,537
808.3,100,"[(706, 1178), (766, 1181), (765, 1201), (705, 1198)]","{'Width': 61, 'Height': 23, 'Left': 705, 'Top': 1178}","(0.018, -7.184)",20.024984394500787,60.07495318350236,horizontal,"(735.5, 1189.5)","(0, 0)",705,1178
PIE,100,"[(706, 1203), (739, 1203), (739, 1215), (706, 1215)]","{'Width': 33, 'Height': 12, 'Left': 706, 'Top': 1203}","(0.0, -300.0)",12.0,33.0,horizontal,"(722.5, 1209.0)","(0, 0)",706,1203
A,100,"[(729, 520), (729, 534), (713, 534), (713, 520)]","{'Width': 16, 'Height': 14, 'Left': 713, 'Top': 520}","(-300.0, -0.0)",16.0,14.0,vertical,"(721.0, 527.0)","(0, 0)",713,520
Pocket,100,"[(729, 540), (729, 585), (713, 585), (713, 540)]","{'Width': 16, 'Height': 45, 'Left': 713, 'Top': 540}","(-300.0, -0.0)",16.0,45.0,vertical,"(721.0, 562.5)","(0, 0)",713,540
Guide,100,"[(729, 589), (729, 631), (713, 631), (713, 589)]","{'Width': 16, 'Height': 42, 'Left': 713, 'Top': 589}","(-300.0, -0.0)",16.0,42.0,vertical,"(721.0, 610.0)","(0, 0)",713,589
to,100,"[(729, 637), (729, 649), (713, 649), (713, 637)]","{'Width': 16, 'Height': 12, 'Left': 713, 'Top': 637}","(-300.0, -0.0)",16.0,12.0,vertical,"(721.0, 643.0)","(0, 0)",713,637
Writing,100,"[(729, 656), (729, 707), (713, 707), (713, 656)]","{'Width': 16, 'Height': 51, 'Left': 713, 'Top': 656}","(-300.0, -0.0)",16.0,51.0,vertical,"(721.0, 681.5)","(0, 0)",713,656
Your,100,"[(729, 713), (729, 746), (713, 746), (713, 713)]","{'Width': 16, 'Height': 33, 'Left': 713, 'Top': 713}","(-300.0, -0.0)",16.0,33.0,vertical,"(721.0, 729.5)","(0, 0)",713,713
Way,100,"[(729, 751), (729, 781), (713, 781), (713, 751)]","{'Width': 16, 'Height': 30, 'Left': 713, 'Top': 751}","(-300.0, -0.0)",16.0,30.0,vertical,"(721.0, 766.0)","(0, 0)",713,751
Out,100,"[(729, 786), (729, 815), (713, 815), (713, 786)]","{'Width': 16, 'Height': 29, 'Left': 713, 'Top': 786}","(-300.0, -0.0)",16.0,29.0,vertical,"(721.0, 800.5)","(0, 0)",713,786
of,100,"[(729, 819), (729, 836), (713, 836), (713, 819)]","{'Width': 16, 'Height': 17, 'Left': 713, 'Top': 819}","(-300.0, -0.0)",16.0,17.0,vertical,"(721.0, 827.5)","(0, 0)",713,819
It,100,"[(729, 838), (729, 850), (713, 850), (713, 838)]","{'Width': 16, 'Height': 12, 'Left': 713, 'Top': 838}","(-300.0, -0.0)",16.0,12.0,vertical,"(721.0, 844.0)","(0, 0)",713,838
DBC,100,"[(757, 1009), (757, 1079), (726, 1079), (726, 1009)]","{'Width': 31, 'Height': 70, 'Left': 726, 'Top': 1009}","(-300.0, -0.0)",31.0,70.0,vertical,"(741.5, 1044.0)","(0, 0)",726,1009
PIERI,100,"[(756, 1094), (756, 1174), (726, 1174), (726, 1094)]","{'Width': 30, 'Height': 80, 'Left': 726, 'Top': 1094}","(-300.0, -0.0)",30.0,80.0,vertical,"(741.0, 1134.0)","(0, 0)",726,1094
RELEASE,100,"[(770, 511), (771, 666), (739, 666), (738, 511)]","{'Width': 33, 'Height': 155, 'Left': 738, 'Top': 511}","(55.678, -0.0)",32.0,155.00322577288512,vertical,"(754.5, 588.5)","(0, 0)",738,511
THE,100,"[(770, 680), (770, 752), (739, 752), (739, 680)]","{'Width': 31, 'Height': 72, 'Left': 739, 'Top': 680}","(-300.0, -0.0)",31.0,72.0,vertical,"(754.5, 716.0)","(0, 0)",739,680
BATS,100,"[(771, 766), (771, 854), (740, 854), (740, 766)]","{'Width': 31, 'Height': 88, 'Left': 740, 'Top': 766}","(-300.0, -0.0)",31.0,88.0,vertical,"(755.5, 810.0)","(0, 0)",740,766
808.3,100,"[(796, 1184), (853, 1184), (853, 1198), (796, 1198)]","{'Width': 57, 'Height': 14, 'Left': 796, 'Top': 1184}","(0.0, -300.0)",14.0,57.0,horizontal,"(824.5, 1191.0)","(0, 0)",796,1184
SOB,100,"[(796, 1207), (828, 1207), (828, 1219), (796, 1219)]","{'Width': 32, 'Height': 12, 'Left': 796, 'Top': 1207}","(0.0, -300.0)",12.0,32.0,horizontal,"(812.0, 1213.0)","(0, 0)",796,1207
THE,100,"[(851, 300), (851, 382), (810, 382), (810, 300)]","{'Width': 41, 'Height': 82, 'Left': 810, 'Top': 300}","(-300.0, -0.0)",41.0,82.0,vertical,"(830.5, 341.0)","(0, 0)",810,300
WRITER'S,100,"[(851, 398), (851, 614), (810, 614), (810, 398)]","{'Width': 41, 'Height': 216, 'Left': 810, 'Top': 398}","(-300.0, -0.0)",41.0,216.0,vertical,"(830.5, 506.0)","(0, 0)",810,398
GUIDE,100,"[(851, 633), (851, 715), (810, 715), (810, 633)]","{'Width': 41, 'Height': 82, 'Left': 810, 'Top': 633}","(-300.0, -0.0)",41.0,82.0,vertical,"(830.5, 674.0)","(0, 0)",810,633
TO,100,"[(851, 722), (851, 754), (810, 754), (810, 722)]","{'Width': 41, 'Height': 32, 'Left': 810, 'Top': 722}","(-300.0, -0.0)",41.0,32.0,vertical,"(830.5, 738.0)","(0, 0)",810,722
WEAPONS,100,"[(851, 770), (851, 999), (810, 999), (810, 770)]","{'Width': 41, 'Height': 229, 'Left': 810, 'Top': 770}","(-300.0, -0.0)",41.0,229.0,vertical,"(830.5, 884.5)","(0, 0)",810,770
SOBIECK,100,"[(840, 1058), (841, 1139), (822, 1139), (821, 1058)]","{'Width': 20, 'Height': 81, 'Left': 821, 'Top': 1058}","(29.097, -0.0)",19.0,81.00617260431454,vertical,"(831.0, 1098.5)","(0, 0)",821,1058
808.3,100,"[(888, 1171), (946, 1172), (946, 1186), (888, 1185)]","{'Width': 58, 'Height': 15, 'Left': 888, 'Top': 1171}","(0.006, -300.0)",14.0,58.008620049092706,horizontal,"(917.0, 1178.5)","(0, 0)",888,1171
TRU,100,"[(888, 1196), (922, 1196), (922, 1207), (888, 1207)]","{'Width': 34, 'Height': 11, 'Left': 888, 'Top': 1196}","(0.0, -300.0)",11.0,34.0,horizontal,"(905.0, 1201.5)","(0, 0)",888,1196
TRUBY,100,"[(964, 1055), (963, 1167), (936, 1167), (937, 1055)]","{'Width': 28, 'Height': 112, 'Left': 936, 'Top': 1055}","(-40.232, -0.0)",27.0,112.0044641967453,vertical,"(950.0, 1111.0)","(0, 0)",936,1055
",",100,"[(962, 1171), (962, 1180), (936, 1180), (936, 1171)]","{'Width': 26, 'Height': 9, 'Left': 936, 'Top': 1171}","(-300.0, -0.0)",26.0,9.0,vertical,"(949.0, 1175.5)","(0, 0)",936,1171
JOHN,100,"[(965, 945), (964, 1039), (937, 1039), (938, 945)]","{'Width': 28, 'Height': 94, 'Left': 937, 'Top': 945}","(-33.766, -0.0)",27.0,94.00531899844816,vertical,"(951.0, 992.0)","(0, 0)",937,945
THE,100,"[(964, 391), (964, 457), (942, 457), (942, 391)]","{'Width': 22, 'Height': 66, 'Left': 942, 'Top': 391}","(-300.0, -0.0)",22.0,66.0,vertical,"(953.0, 424.0)","(0, 0)",942,391
ANATOMY,100,"[(964, 474), (964, 650), (942, 650), (942, 474)]","{'Width': 22, 'Height': 176, 'Left': 942, 'Top': 474}","(-300.0, -0.0)",22.0,176.0,vertical,"(953.0, 562.0)","(0, 0)",942,474
OF,100,"[(964, 668), (964, 709), (942, 709), (942, 668)]","{'Width': 22, 'Height': 41, 'Left': 942, 'Top': 668}","(-300.0, -0.0)",22.0,41.0,vertical,"(953.0, 688.5)","(0, 0)",942,668
GENRES,100,"[(964, 727), (964, 856), (942, 856), (942, 727)]","{'Width': 22, 'Height': 129, 'Left': 942, 'Top': 727}","(-300.0, -0.0)",22.0,129.0,vertical,"(953.0, 791.5)","(0, 0)",942,727
IHM,100,"[(1068, 1201), (1068, 1214), (1031, 1214), (1031, 1201)]","{'Width': 37, 'Height': 13, 'Left': 1031, 'Top': 1201}","(-300.0, -0.0)",37.0,13.0,vertical,"(1049.5, 1207.5)","(0, 0)",1031,1201
808.3,100,"[(1034, 1178), (1094, 1179), (1094, 1194), (1034, 1193)]","{'Width': 60, 'Height': 16, 'Left': 1034, 'Top': 1178}","(0.006, -300.0)",15.0,60.00833275470999,horizontal,"(1064.0, 1186.0)","(0, 0)",1034,1178
WHITE,100,"[(1092, 1056), (1091, 1155), (1057, 1155), (1058, 1056)]","{'Width': 35, 'Height': 99, 'Left': 1057, 'Top': 1056}","(-35.562, -0.0)",34.0,99.00505037623081,vertical,"(1074.5, 1105.5)","(0, 0)",1057,1056
THESAURUS,100,"[(1095, 754), (1093, 1025), (1058, 1025), (1060, 754)]","{'Width': 37, 'Height': 271, 'Left': 1058, 'Top': 754}","(-48.674, -0.0)",35.0,271.0073799733136,vertical,"(1076.5, 889.5)","(0, 0)",1058,754
IDEA,100,"[(1096, 637), (1095, 739), (1060, 739), (1061, 637)]","{'Width': 36, 'Height': 102, 'Left': 1060, 'Top': 637}","(-36.64, -0.0)",35.0,102.00490184299969,vertical,"(1078.0, 688.0)","(0, 0)",1060,637
WRITER'S,100,"[(1098, 407), (1096, 622), (1061, 622), (1063, 407)]","{'Width': 37, 'Height': 215, 'Left': 1061, 'Top': 407}","(-38.616, -0.0)",35.0,215.00930212434997,vertical,"(1079.5, 514.5)","(0, 0)",1061,407
THE,100,"[(1099, 304), (1098, 395), (1063, 395), (1064, 304)]","{'Width': 36, 'Height': 91, 'Left': 1063, 'Top': 304}","(-32.689, -0.0)",35.0,91.00549433962765,vertical,"(1081.0, 349.5)","(0, 0)",1063,304
808.3,100,"[(1130, 1191), (1188, 1191), (1188, 1203), (1130, 1203)]","{'Width': 58, 'Height': 12, 'Left': 1130, 'Top': 1191}","(0.0, -300.0)",12.0,58.0,horizontal,"(1159.0, 1197.0)","(0, 0)",1130,1191
OOM,100,"[(1165, 1211), (1165, 1225), (1130, 1225), (1130, 1211)]","{'Width': 35, 'Height': 14, 'Left': 1130, 'Top': 1211}","(-300.0, -0.0)",35.0,14.0,vertical,"(1147.5, 1218.0)","(0, 0)",1130,1211
Fiction,100,"[(1200, 623), (1199, 749), (1145, 749), (1146, 623)]","{'Width': 55, 'Height': 126, 'Left': 1145, 'Top': 623}","(-45.261, -0.0)",54.0,126.00396819148197,vertical,"(1172.5, 686.0)","(0, 0)",1145,623
Works,100,"[(1200, 766), (1200, 886), (1145, 886), (1145, 766)]","{'Width': 55, 'Height': 120, 'Left': 1145, 'Top': 766}","(-300.0, -0.0)",55.0,120.0,vertical,"(1172.5, 826.0)","(0, 0)",1145,766
|,100,"[(1199, 953), (1199, 979), (1145, 979), (1145, 953)]","{'Width': 54, 'Height': 26, 'Left': 1145, 'Top': 953}","(-300.0, -0.0)",54.0,26.0,vertical,"(1172.0, 966.0)","(0, 0)",1145,953
How,100,"[(1200, 522), (1200, 606), (1146, 606), (1146, 522)]","{'Width': 54, 'Height': 84, 'Left': 1146, 'Top': 522}","(-300.0, -0.0)",54.0,84.0,vertical,"(1173.0, 564.0)","(0, 0)",1146,522
JAMES,100,"[(1180, 1030), (1181, 1127), (1157, 1127), (1156, 1030)]","{'Width': 25, 'Height': 97, 'Left': 1156, 'Top': 1030}","(34.844, -0.0)",24.0,97.0051545022222,vertical,"(1168.5, 1078.5)","(0, 0)",1156,1030
WO,100,"[(1180, 1144), (1180, 1186), (1157, 1186), (1157, 1144)]","{'Width': 23, 'Height': 42, 'Left': 1157, 'Top': 1144}","(-300.0, -0.0)",23.0,42.0,vertical,"(1168.5, 1165.0)","(0, 0)",1157,1144
808.3,100,"[(1236, 1186), (1295, 1184), (1296, 1205), (1237, 1207)]","{'Width': 60, 'Height': 23, 'Left': 1236, 'Top': 1184}","(-0.012, 7.544)",21.02379604162864,59.033888572581766,horizontal,"(1266.0, 1195.5)","(0, 0)",1236,1184
SEG,100,"[(1236, 1210), (1274, 1210), (1274, 1223), (1236, 1223)]","{'Width': 38, 'Height': 13, 'Left': 1236, 'Top': 1210}","(0.0, -300.0)",13.0,38.0,horizontal,"(1255.0, 1216.5)","(0, 0)",1236,1210
