txt,confidence,vertices,boundBox,slopes,width,height,direction,mid_point,crop_idx,Left,Top
all,100,"[(1185, 178), (1185, 193), (1171, 193), (1171, 178)]","{'Width': 14, 'Height': 15, 'Left': 1171, 'Top': 178}","(-300.0, -0.0)",14.0,15.0,vertical,"(1178.0, 185.5)","(0, 0)",1171,178
an't,100,"[(1188, 91), (1187, 119), (1173, 119), (1174, 91)]","{'Width': 15, 'Height': 28, 'Left': 1173, 'Top': 91}","(-10.604, -0.0)",14.0,28.0178514522438,vertical,"(1180.5, 105.0)","(0, 0)",1173,91
BROD,100,"[(1244, 366), (1238, 422), (1222, 420), (1228, 364)]","{'Width': 22, 'Height': 58, 'Left': 1222, 'Top': 364}","(-3.535, 0.047)",16.1245154965971,56.32051136131489,vertical,"(1233.0, 393.0)","(0, 0)",1222,364
Thing,100,"[(1302, 317), (1294, 372), (1269, 369), (1277, 313)]","{'Width': 33, 'Height': 59, 'Left': 1269, 'Top': 313}","(-2.604, 0.045)",25.179356624028344,55.57877292636101,vertical,"(1285.5, 342.75)","(0, 0)",1269,313
Shiny,100,"[(1311, 257), (1302, 315), (1277, 312), (1286, 253)]","{'Width': 34, 'Height': 62, 'Left': 1277, 'Top': 253}","(-2.441, 0.045)",25.179356624028344,58.69412236331676,vertical,"(1294.0, 284.25)","(0, 0)",1277,253
Every,100,"[(1320, 197), (1311, 254), (1288, 251), (1296, 193)]","{'Width': 32, 'Height': 61, 'Left': 1288, 'Top': 193}","(-2.398, 0.049)",23.194827009486403,57.706152185014034,vertical,"(1303.75, 223.75)","(0, 0)",1288,193
-,100,"[(1324, 170), (1320, 195), (1296, 191), (1300, 166)]","{'Width': 28, 'Height': 29, 'Left': 1296, 'Top': 166}","(-2.367, 0.063)",24.331050121192877,25.317977802344327,vertical,"(1310.0, 180.5)","(0, 0)",1296,166
PRISON,100,"[(1335, 98), (1326, 159), (1302, 156), (1311, 94)]","{'Width': 33, 'Height': 65, 'Left': 1302, 'Top': 94}","(-2.567, 0.047)",24.186773244895647,61.66036003787198,vertical,"(1318.5, 126.75)","(0, 0)",1302,94
TEMSEN,100,"[(1346, 30), (1339, 76), (1314, 73), (1321, 26)]","{'Width': 32, 'Height': 50, 'Left': 1314, 'Top': 26}","(-2.489, 0.045)",25.179356624028344,46.52956049652737,vertical,"(1330.0, 51.25)","(0, 0)",1314,26
Thing,100,"[(1366, 319), (1354, 373), (1330, 367), (1343, 314)]","{'Width': 36, 'Height': 59, 'Left': 1330, 'Top': 314}","(-1.704, 0.095)",24.73863375370596,55.31726674375732,vertical,"(1348.25, 343.25)","(0, 0)",1330,314
Shiny,100,"[(1380, 260), (1367, 317), (1344, 311), (1357, 255)]","{'Width': 36, 'Height': 62, 'Left': 1344, 'Top': 255}","(-1.66, 0.099)",23.769728648009426,58.463663928973865,vertical,"(1362.0, 285.75)","(0, 0)",1344,255
Every,100,"[(1394, 200), (1381, 257), (1358, 251), (1371, 195)]","{'Width': 36, 'Height': 62, 'Left': 1358, 'Top': 195}","(-1.66, 0.099)",23.769728648009426,58.463663928973865,vertical,"(1376.0, 225.75)","(0, 0)",1358,195
H,100,"[(1398, 353), (1394, 386), (1377, 384), (1381, 351)]","{'Width': 21, 'Height': 35, 'Left': 1377, 'Top': 351}","(-3.124, 0.045)",17.11724276862369,33.24154027718932,vertical,"(1387.5, 368.5)","(0, 0)",1377,351
MORRISON,100,"[(1404, 104), (1393, 158), (1380, 155), (1391, 101)]","{'Width': 24, 'Height': 57, 'Left': 1380, 'Top': 101}","(-1.859, 0.087)",13.341664064126334,55.10898293381942,vertical,"(1392.0, 129.5)","(0, 0)",1380,101
JENSEN,100,"[(1419, 33), (1410, 76), (1397, 73), (1406, 30)]","{'Width': 22, 'Height': 46, 'Left': 1397, 'Top': 30}","(-1.809, 0.087)",13.341664064126334,43.93176527297759,vertical,"(1408.0, 53.0)","(0, 0)",1397,30
ON,100,"[(1519, 159), (1521, 211), (1485, 212), (1483, 160)]","{'Width': 38, 'Height': 53, 'Left': 1483, 'Top': 159}","(9.846, -0.011)",36.013886210738214,52.03844732503075,vertical,"(1502.0, 185.5)","(0, 0)",1483,159
THE,100,"[(1521, 228), (1523, 299), (1488, 300), (1486, 229)]","{'Width': 37, 'Height': 72, 'Left': 1486, 'Top': 228}","(13.444, -0.011)",35.014282800023196,71.02816342831905,vertical,"(1504.5, 264.0)","(0, 0)",1486,228
COME,100,"[(1524, 314), (1528, 425), (1492, 426), (1488, 315)]","{'Width': 40, 'Height': 112, 'Left': 1488, 'Top': 314}","(10.509, -0.011)",36.013886210738214,111.07204868912791,vertical,"(1508.0, 370.0)","(0, 0)",1488,314
U,100,"[(1528, 440), (1529, 462), (1494, 463), (1493, 441)]","{'Width': 36, 'Height': 23, 'Left': 1493, 'Top': 440}","(8.331, -0.011)",35.014282800023196,22.02271554554524,vertical,"(1511.0, 451.5)","(0, 0)",1493,440
ON,100,"[(82, 158), (84, 212), (51, 213), (49, 159)]","{'Width': 35, 'Height': 55, 'Left': 49, 'Top': 158}","(10.212, -0.011)",33.015148038438355,54.037024344425184,vertical,"(66.5, 185.5)","(0, 1)",49,158
THE,100,"[(84, 227), (86, 298), (53, 299), (51, 228)]","{'Width': 35, 'Height': 72, 'Left': 51, 'Top': 227}","(13.427, -0.011)",33.015148038438355,71.02816342831905,vertical,"(68.5, 263.0)","(0, 1)",51,227
COME,100,"[(86, 314), (89, 425), (57, 426), (54, 315)]","{'Width': 35, 'Height': 112, 'Left': 54, 'Top': 314}","(13.994, -0.012)",32.01562118716424,111.04053313993049,vertical,"(71.5, 370.0)","(0, 1)",54,314
U,100,"[(90, 440), (91, 462), (59, 463), (58, 441)]","{'Width': 33, 'Height': 23, 'Left': 58, 'Top': 440}","(8.321, -0.012)",32.01562118716424,22.02271554554524,vertical,"(74.5, 451.5)","(0, 1)",58,440
ON,100,"[(166, 155), (168, 208), (135, 209), (133, 156)]","{'Width': 35, 'Height': 54, 'Left': 133, 'Top': 155}","(10.023, -0.011)",33.015148038438355,53.03772242470448,vertical,"(150.5, 182.0)","(0, 1)",133,155
THE,100,"[(168, 224), (171, 295), (138, 296), (135, 225)]","{'Width': 36, 'Height': 72, 'Left': 135, 'Top': 224}","(8.951, -0.011)",33.015148038438355,71.06335201775947,vertical,"(153.0, 260.0)","(0, 1)",135,224
COME,100,"[(172, 311), (176, 422), (142, 423), (138, 312)]","{'Width': 38, 'Height': 112, 'Left': 138, 'Top': 311}","(10.496, -0.011)",34.0147027033899,111.07204868912791,vertical,"(157.0, 367.0)","(0, 1)",138,311
UI,100,"[(177, 436), (178, 473), (146, 474), (144, 437)]","{'Width': 34, 'Height': 38, 'Left': 144, 'Top': 436}","(13.994, -0.012)",32.01562118716424,37.013511046643494,vertical,"(161.25, 455.0)","(0, 1)",144,436
THE,100,"[(248, 152), (250, 225), (221, 226), (219, 153)]","{'Width': 31, 'Height': 74, 'Left': 219, 'Top': 152}","(13.805, -0.013)",29.017236257093817,73.02739212103907,vertical,"(234.5, 189.0)","(0, 1)",219,152
HATE,100,"[(250, 242), (253, 343), (225, 344), (222, 243)]","{'Width': 31, 'Height': 102, 'Left': 222, 'Top': 242}","(12.734, -0.014)",28.0178514522438,101.04454463255303,vertical,"(237.5, 293.0)","(0, 1)",222,242
U,100,"[(253, 355), (254, 378), (226, 379), (225, 356)]","{'Width': 29, 'Height': 24, 'Left': 225, 'Top': 355}","(8.699, -0.014)",28.0178514522438,23.021728866442675,vertical,"(239.5, 367.0)","(0, 1)",225,355
GIV,100,"[(254, 396), (256, 463), (227, 464), (225, 397)]","{'Width': 31, 'Height': 68, 'Left': 225, 'Top': 396}","(12.671, -0.013)",29.017236257093817,67.02984409947557,vertical,"(240.5, 430.0)","(0, 1)",225,396
THE,100,"[(338, 148), (340, 223), (311, 224), (309, 149)]","{'Width': 31, 'Height': 76, 'Left': 309, 'Top': 148}","(14.183, -0.013)",29.017236257093817,75.02666192761077,vertical,"(324.5, 186.0)","(0, 1)",309,148
HATE,100,"[(340, 235), (342, 337), (312, 338), (310, 236)]","{'Width': 32, 'Height': 103, 'Left': 310, 'Top': 235}","(19.289, -0.013)",30.01666203960727,102.0196059588548,vertical,"(326.0, 286.5)","(0, 1)",310,235
V,100,"[(342, 350), (343, 374), (314, 375), (313, 351)]","{'Width': 30, 'Height': 25, 'Left': 313, 'Top': 350}","(9.077, -0.013)",29.017236257093817,24.020824298928627,vertical,"(328.0, 362.5)","(0, 1)",313,350
GIV,100,"[(343, 391), (345, 459), (316, 460), (314, 392)]","{'Width': 31, 'Height': 69, 'Left': 314, 'Top': 391}","(12.86, -0.013)",29.017236257093817,68.0294054067798,vertical,"(329.5, 425.5)","(0, 1)",314,391
zamor,100,"[(392, 410), (391, 468), (367, 467), (368, 409)]","{'Width': 25, 'Height': 59, 'Left': 367, 'Top': 409}","(-21.937, 0.016)",24.020824298928627,58.008620049092706,vertical,"(379.5, 438.5)","(0, 1)",367,409
EPICTAIL,100,"[(395, 283), (392, 408), (368, 407), (371, 282)]","{'Width': 27, 'Height': 126, 'Left': 368, 'Top': 282}","(-15.759, 0.016)",24.020824298928627,125.03599481749245,vertical,"(381.5, 345.0)","(0, 1)",368,282
artur,100,"[(398, 419), (397, 467), (384, 467), (385, 419)]","{'Width': 14, 'Height': 48, 'Left': 384, 'Top': 419}","(-18.155, -0.0)",13.0,48.010415536631214,vertical,"(391.0, 443.0)","(0, 1)",384,419
A,100,"[(422, 163), (423, 187), (399, 188), (398, 164)]","{'Width': 25, 'Height': 25, 'Left': 398, 'Top': 163}","(9.077, -0.016)",24.020824298928627,24.020824298928627,vertical,"(410.5, 175.5)","(0, 1)",398,163
EPIC,100,"[(429, 285), (433, 350), (409, 351), (405, 286)]","{'Width': 28, 'Height': 66, 'Left': 405, 'Top': 285}","(6.146, -0.016)",24.020824298928627,65.12296062065974,vertical,"(419.0, 318.0)","(0, 1)",405,285
FAIL,100,"[(433, 352), (437, 414), (413, 415), (409, 353)]","{'Width': 28, 'Height': 63, 'Left': 409, 'Top': 352}","(5.862, -0.016)",24.020824298928627,62.12889826803627,vertical,"(423.0, 383.5)","(0, 1)",409,352
zamo,100,"[(420, 424), (420, 467), (409, 467), (409, 424)]","{'Width': 11, 'Height': 43, 'Left': 409, 'Top': 424}","(-300.0, -0.0)",11.0,43.0,vertical,"(414.5, 445.5)","(0, 1)",409,424
art,100,"[(437, 426), (439, 459), (415, 460), (413, 427)]","{'Width': 26, 'Height': 34, 'Left': 413, 'Top': 426}","(6.241, -0.016)",24.020824298928627,33.06055050963308,vertical,"(426.0, 443.0)","(0, 1)",413,426
Zamor,100,"[(479, 390), (476, 461), (443, 460), (446, 389)]","{'Width': 36, 'Height': 72, 'Left': 443, 'Top': 389}","(-8.951, 0.011)",33.015148038438355,71.06335201775947,vertical,"(461.0, 425.0)","(0, 1)",443,389
:,100,"[(476, 458), (476, 467), (444, 466), (444, 457)]","{'Width': 32, 'Height': 10, 'Left': 444, 'Top': 457}","(-300.0, 0.012)",32.01562118716424,9.0,vertical,"(460.0, 462.0)","(0, 1)",444,457
CARTAYA,100,"[(459, 106), (460, 165), (447, 165), (446, 106)]","{'Width': 14, 'Height': 59, 'Left': 446, 'Top': 106}","(22.315, -0.0)",13.0,59.00847396772772,vertical,"(453.0, 135.5)","(0, 1)",446,106
FAIL,100,"[(482, 313), (479, 386), (446, 385), (449, 312)]","{'Width': 36, 'Height': 74, 'Left': 446, 'Top': 312}","(-9.203, 0.011)",33.015148038438355,73.06161783043132,vertical,"(464.0, 349.0)","(0, 1)",446,312
EPIC,100,"[(485, 234), (482, 312), (449, 311), (452, 233)]","{'Width': 36, 'Height': 79, 'Left': 449, 'Top': 233}","(-9.834, 0.011)",33.015148038438355,78.05767098754612,vertical,"(467.0, 272.5)","(0, 1)",449,233
artur,100,"[(483, 400), (485, 457), (469, 458), (467, 401)]","{'Width': 18, 'Height': 58, 'Left': 467, 'Top': 400}","(10.779, -0.024)",16.0312195418814,57.0350769263968,vertical,"(476.0, 429.0)","(0, 1)",467,400
EPIC,100,"[(528, 230), (528, 308), (500, 308), (500, 230)]","{'Width': 28, 'Height': 78, 'Left': 500, 'Top': 230}","(-300.0, -0.0)",28.0,78.0,vertical,"(514.0, 269.0)","(0, 1)",500,230
FAIL,100,"[(528, 313), (528, 383), (500, 383), (500, 313)]","{'Width': 28, 'Height': 70, 'Left': 500, 'Top': 313}","(-300.0, -0.0)",28.0,70.0,vertical,"(514.0, 348.0)","(0, 1)",500,313
Zamor,100,"[(528, 387), (528, 459), (500, 459), (500, 387)]","{'Width': 28, 'Height': 72, 'Left': 500, 'Top': 387}","(-300.0, -0.0)",28.0,72.0,vertical,"(514.0, 423.0)","(0, 1)",500,387
artur,100,"[(533, 400), (534, 456), (519, 456), (518, 400)]","{'Width': 16, 'Height': 56, 'Left': 518, 'Top': 400}","(21.181, -0.0)",15.0,56.00892785976178,vertical,"(526.0, 428.0)","(0, 1)",518,400
INTERNMEN,100,"[(595, 264), (592, 462), (558, 461), (561, 264)]","{'Width': 37, 'Height': 198, 'Left': 558, 'Top': 264}","(-24.963, 0.011)",34.0147027033899,198.022725968511,vertical,"(576.5, 362.75)","(0, 1)",558,264
AHMED,100,"[(576, 98), (575, 155), (560, 155), (561, 98)]","{'Width': 16, 'Height': 57, 'Left': 560, 'Top': 98}","(-21.559, -0.0)",15.0,57.0087712549569,vertical,"(568.0, 126.5)","(0, 1)",560,98
SAMIRA,100,"[(597, 95), (598, 157), (582, 157), (581, 95)]","{'Width': 17, 'Height': 62, 'Left': 581, 'Top': 95}","(23.45, -0.0)",16.0,62.00806399170998,vertical,"(589.5, 126.0)","(0, 1)",581,95
INTERNMEN,100,"[(656, 280), (655, 467), (621, 467), (622, 280)]","{'Width': 35, 'Height': 187, 'Left': 621, 'Top': 280}","(-70.728, -0.0)",34.0,187.00267377767625,vertical,"(638.5, 373.5)","(0, 1)",621,280
AHMED,100,"[(638, 123), (638, 173), (625, 173), (625, 123)]","{'Width': 13, 'Height': 50, 'Left': 625, 'Top': 123}","(-300.0, -0.0)",13.0,50.0,vertical,"(631.5, 148.0)","(0, 1)",625,123
SAMICA,100,"[(658, 119), (658, 175), (643, 175), (643, 119)]","{'Width': 15, 'Height': 56, 'Left': 643, 'Top': 119}","(-300.0, -0.0)",15.0,56.0,vertical,"(650.5, 147.0)","(0, 1)",643,119
FRIENDS,100,"[(1238, 384), (1238, 449), (1222, 449), (1222, 384)]","{'Width': 16, 'Height': 65, 'Left': 1222, 'Top': 384}","(-300.0, -0.0)",16.0,65.0,vertical,"(1230.0, 416.5)","(0, 1)",1222,384
FOREVER,100,"[(1238, 452), (1238, 519), (1222, 519), (1222, 452)]","{'Width': 16, 'Height': 67, 'Left': 1222, 'Top': 452}","(-300.0, -0.0)",16.0,67.0,vertical,"(1230.0, 485.5)","(0, 1)",1222,452
PERSEPOLIS,100,"[(1274, 433), (1274, 504), (1257, 504), (1257, 433)]","{'Width': 17, 'Height': 71, 'Left': 1257, 'Top': 433}","(-300.0, -0.0)",17.0,71.0,vertical,"(1265.5, 468.5)","(0, 1)",1257,433
BORDERS,100,"[(1305, 402), (1309, 535), (1283, 536), (1279, 403)]","{'Width': 30, 'Height': 134, 'Left': 1279, 'Top': 402}","(12.576, -0.015)",26.019223662515376,133.06013678032951,vertical,"(1294.0, 469.0)","(0, 1)",1279,402
ALEXAMOL,100,"[(1317, 248), (1322, 294), (1310, 295), (1305, 249)]","{'Width': 17, 'Height': 47, 'Left': 1305, 'Top': 248}","(3.48, -0.032)",12.041594578792296,46.2709412050371,vertical,"(1313.5, 271.5)","(0, 1)",1305,248
CROSSOVER,100,"[(1340, 387), (1352, 526), (1318, 528), (1306, 390)]","{'Width': 46, 'Height': 141, 'Left': 1306, 'Top': 387}","(4.381, -0.022)",34.058772731852805,139.51702405083043,vertical,"(1329.0, 457.75)","(0, 1)",1306,387
E,100,"[(1353, 550), (1355, 569), (1322, 572), (1320, 553)]","{'Width': 35, 'Height': 22, 'Left': 1320, 'Top': 550}","(3.593, -0.034)",33.13608305156178,19.1049731745428,vertical,"(1337.5, 561.0)","(0, 1)",1320,550
GRAPHIC,100,"[(1356, 531), (1362, 577), (1346, 579), (1340, 533)]","{'Width': 22, 'Height': 48, 'Left': 1340, 'Top': 531}","(2.9, -0.047)",16.1245154965971,46.389654018972806,vertical,"(1351.0, 555.0)","(0, 1)",1340,531
CROSSOVER,100,"[(1379, 390), (1400, 525), (1367, 530), (1346, 395)]","{'Width': 54, 'Height': 140, 'Left': 1346, 'Top': 390}","(2.431, -0.057)",33.37663853655727,136.6235704408284,vertical,"(1373.0, 460.0)","(0, 1)",1346,390
S,100,"[(1405, 563), (1408, 582), (1376, 587), (1373, 568)]","{'Width': 35, 'Height': 24, 'Left': 1373, 'Top': 563}","(2.395, -0.059)",32.38826948140329,19.235384061671343,vertical,"(1390.5, 575.0)","(0, 1)",1373,563
AMULET,100,"[(1401, 287), (1417, 378), (1401, 380), (1385, 290)]","{'Width': 32, 'Height': 93, 'Left': 1385, 'Top': 287}","(2.151, -0.047)",16.1245154965971,92.39588735436226,vertical,"(1401.0, 333.75)","(0, 1)",1385,287
XIONAALSIA,100,"[(1422, 408), (1434, 478), (1418, 481), (1406, 411)]","{'Width': 28, 'Height': 73, 'Left': 1406, 'Top': 408}","(2.206, -0.071)",16.278820596099706,71.02112361825881,vertical,"(1420.0, 444.5)","(0, 1)",1406,408
SPCEK,100,"[(1525, 274), (1556, 468), (1527, 472), (1496, 279)]","{'Width': 60, 'Height': 198, 'Left': 1496, 'Top': 274}","(2.367, -0.052)",29.274562336608895,196.46119209655632,vertical,"(1526.0, 373.25)","(0, 1)",1496,274
11,100,"[(1563, 510), (1570, 551), (1541, 556), (1534, 515)]","{'Width': 36, 'Height': 46, 'Left': 1534, 'Top': 510}","(2.215, -0.065)",29.427877939124322,41.593268686170845,vertical,"(1552.0, 533.0)","(0, 1)",1534,510
htly,100,"[(0, 26), (71, 26), (71, 80), (0, 80)]","{'Width': 71, 'Height': 54, 'Left': 0, 'Top': 26}","(0.0, -300.0)",54.0,71.0,horizontal,"(35.5, 53.0)","(1, 0)",0,26
M,100,"[(22, 177), (22, 192), (8, 192), (8, 177)]","{'Width': 14, 'Height': 15, 'Left': 8, 'Top': 177}","(-300.0, -0.0)",14.0,15.0,vertical,"(15.0, 184.5)","(1, 0)",8,177
28,100,"[(83, 590), (21, 590), (21, 574), (83, 574)]","{'Width': 62, 'Height': 16, 'Left': 21, 'Top': 574}","(-0.0, -300.0)",16.0,62.0,horizontal,"(52.0, 582.0)","(1, 0)",21,574
G,100,"[(35, 582), (35, 590), (24, 590), (24, 582)]","{'Width': 11, 'Height': 8, 'Left': 24, 'Top': 582}","(-300.0, -0.0)",11.0,8.0,vertical,"(29.5, 586.0)","(1, 0)",24,582
ting,100,"[(28, 98), (105, 100), (104, 124), (27, 122)]","{'Width': 78, 'Height': 26, 'Left': 27, 'Top': 98}","(0.01, -8.938)",24.020824298928627,77.02596964660685,horizontal,"(66.0, 111.0)","(1, 0)",27,98
G,100,"[(79, 582), (79, 590), (68, 590), (68, 582)]","{'Width': 11, 'Height': 8, 'Left': 68, 'Top': 582}","(-300.0, -0.0)",11.0,8.0,vertical,"(73.5, 586.0)","(1, 0)",68,582
G,100,"[(127, 578), (127, 590), (116, 590), (116, 578)]","{'Width': 11, 'Height': 12, 'Left': 116, 'Top': 578}","(-300.0, -0.0)",11.0,12.0,vertical,"(121.5, 584.0)","(1, 0)",116,578
G,100,"[(369, 575), (369, 590), (359, 590), (359, 575)]","{'Width': 10, 'Height': 15, 'Left': 359, 'Top': 575}","(-300.0, -0.0)",10.0,15.0,vertical,"(364.0, 582.5)","(1, 0)",359,575
GRA,100,"[(415, 533), (417, 590), (403, 590), (401, 533)]","{'Width': 16, 'Height': 57, 'Left': 401, 'Top': 533}","(10.613, -0.0)",14.0,57.0350769263968,vertical,"(409.0, 561.5)","(1, 0)",401,533
LOOK,100,"[(906, 169), (908, 236), (884, 237), (882, 170)]","{'Width': 26, 'Height': 68, 'Left': 882, 'Top': 169}","(12.475, -0.016)",24.020824298928627,67.02984409947557,vertical,"(895.0, 203.0)","(1, 0)",882,169
BOTH,100,"[(908, 248), (910, 312), (887, 313), (885, 249)]","{'Width': 25, 'Height': 65, 'Left': 885, 'Top': 248}","(11.917, -0.016)",23.021728866442675,64.03124237432849,vertical,"(897.5, 280.5)","(1, 0)",885,248
