txt,confidence,vertices,boundBox,slopes,font,word_len,direction,center_point,crop_idx,Left,Top
Nikki,100,"[(1333, 990), (1244, 987), (1245, 959), (1334, 962)]","{'Width': 90, 'Height': 31, 'Left': 1244, 'Top': 959}","(-0.034, 28.0, -0.034, 28.0)",28.0178514522438,89.05054744357274,horizontal,"(1289.0, 974.5)","(0, 0)",1244,959
JEMISON,100,"[(1262, 657), (1270, 734), (1254, 735), (1246, 659)]","{'Width': 24, 'Height': 78, 'Left': 1246, 'Top': 657}","(-9.625, 0.062, -9.5, 0.125)",16.07786751923925,76.9171808150094,vertical,"(1258.0, 696.25)","(0, 0)",1246,657
WOODEN,100,"[(1254, 863), (1378, 866), (1377, 896), (1253, 893)]","{'Width': 125, 'Height': 33, 'Left': 1253, 'Top': 863}","(-0.024, 30.0, -0.024, 30.0)",30.01666203960727,124.03628501370073,horizontal,"(1315.5, 879.5)","(0, 0)",1253,863
YOU,100,"[(1274, 538), (1277, 564), (1257, 566), (1254, 540)]","{'Width': 23, 'Height': 28, 'Left': 1254, 'Top': 538}","(-8.667, 0.1, -8.667, 0.1)",20.09975124224178,26.1725046566048,vertical,"(1265.5, 552.0)","(0, 0)",1254,538
WHO,100,"[(1277, 572), (1280, 607), (1261, 609), (1258, 574)]","{'Width': 22, 'Height': 37, 'Left': 1258, 'Top': 572}","(-11.667, 0.105, -11.667, 0.105)",19.1049731745428,35.12833614050059,vertical,"(1269.0, 590.5)","(0, 0)",1258,572
Teenage,100,"[(1284, 371), (1294, 458), (1270, 461), (1260, 374)]","{'Width': 34, 'Height': 90, 'Left': 1260, 'Top': 371}","(-8.7, 0.125, -8.7, 0.125)",24.186773244895647,87.5728268357257,vertical,"(1277.0, 416.0)","(0, 0)",1260,371
MAKE,100,"[(1280, 609), (1284, 647), (1265, 649), (1261, 611)]","{'Width': 23, 'Height': 40, 'Left': 1261, 'Top': 609}","(-9.5, 0.105, -9.5, 0.105)",19.1049731745428,38.2099463490856,vertical,"(1272.5, 629.0)","(0, 0)",1261,609
A,100,"[(1284, 647), (1285, 658), (1266, 660), (1265, 649)]","{'Width': 20, 'Height': 13, 'Left': 1265, 'Top': 647}","(-11.0, 0.105, -11.0, 0.105)",19.1049731745428,11.045361017187261,vertical,"(1275.0, 653.5)","(0, 0)",1265,647
DIFFERENCE,100,"[(1286, 661), (1293, 736), (1273, 738), (1266, 663)]","{'Width': 27, 'Height': 77, 'Left': 1266, 'Top': 661}","(-10.714, 0.1, -10.714, 0.1)",20.09975124224178,75.32595834106593,vertical,"(1279.5, 699.5)","(0, 0)",1266,661
SARAH,100,"[(1268, 798), (1378, 800), (1377, 836), (1267, 834)]","{'Width': 111, 'Height': 38, 'Left': 1267, 'Top': 798}","(-0.018, 36.0, -0.018, 36.0)",36.013886210738214,110.01818031580054,horizontal,"(1322.5, 817.0)","(0, 0)",1267,798
Soul,100,"[(1295, 467), (1300, 514), (1276, 516), (1271, 470)]","{'Width': 29, 'Height': 49, 'Left': 1271, 'Top': 467}","(-9.4, 0.083, -9.2, 0.125)",24.13498120124012,46.7680751987115,vertical,"(1285.5, 491.75)","(0, 0)",1271,467
Journal,100,"[(1300, 519), (1309, 599), (1286, 601), (1277, 522)]","{'Width': 32, 'Height': 82, 'Left': 1277, 'Top': 519}","(-8.889, 0.087, -8.778, 0.13)",23.140809885358397,80.0078318889259,vertical,"(1293.0, 560.25)","(0, 0)",1277,519
ken,100,"[(1313, 416), (1318, 457), (1297, 459), (1292, 418)]","{'Width': 26, 'Height': 43, 'Left': 1292, 'Top': 416}","(-8.2, 0.095, -8.2, 0.095)",21.095023109728988,41.30375285612676,vertical,"(1305.0, 437.5)","(0, 0)",1292,416
Soup,100,"[(1318, 461), (1324, 516), (1304, 518), (1298, 463)]","{'Width': 26, 'Height': 57, 'Left': 1298, 'Top': 461}","(-9.167, 0.1, -9.167, 0.1)",20.09975124224178,55.326304774492215,vertical,"(1311.0, 489.5)","(0, 0)",1298,461
for,100,"[(1325, 524), (1329, 555), (1309, 557), (1305, 526)]","{'Width': 24, 'Height': 33, 'Left': 1305, 'Top': 524}","(-7.75, 0.1, -7.75, 0.1)",20.09975124224178,31.25699921617557,vertical,"(1317.0, 540.5)","(0, 0)",1305,524
the,100,"[(1329, 560), (1333, 595), (1313, 597), (1309, 562)]","{'Width': 24, 'Height': 37, 'Left': 1309, 'Top': 560}","(-8.75, 0.1, -8.75, 0.1)",20.09975124224178,35.22782990761707,vertical,"(1321.0, 578.5)","(0, 0)",1309,560
Jack,100,"[(1330, 648), (1333, 671), (1320, 673), (1317, 650)]","{'Width': 16, 'Height': 25, 'Left': 1317, 'Top': 648}","(-7.667, 0.154, -7.667, 0.154)",13.152946437965905,23.194827009486403,vertical,"(1325.0, 660.5)","(0, 0)",1317,648
FRANK,100,"[(1318, 921), (1412, 923), (1412, 948), (1318, 946)]","{'Width': 94, 'Height': 27, 'Left': 1318, 'Top': 921}","(-0.021, 1000.0, -0.021, 1000.0)",25.0,94.02127418834527,horizontal,"(1365.0, 934.5)","(0, 0)",1318,921
Cinci,100,"[(1334, 676), (1338, 707), (1325, 708), (1321, 678)]","{'Width': 17, 'Height': 32, 'Left': 1321, 'Top': 676}","(-7.75, 0.077, -7.5, 0.154)",13.095675624185603,30.76124555850934,vertical,"(1329.5, 692.25)","(0, 0)",1321,676
WADE,100,"[(1351, 302), (1354, 336), (1327, 339), (1323, 305)]","{'Width': 31, 'Height': 37, 'Left': 1323, 'Top': 302}","(-11.333, 0.111, -8.5, 0.107)",27.663205547534847,34.1832909344997,vertical,"(1338.75, 320.5)","(0, 0)",1323,302
HUDSON,100,"[(1354, 337), (1359, 382), (1332, 385), (1327, 340)]","{'Width': 32, 'Height': 48, 'Left': 1327, 'Top': 337}","(-9.0, 0.111, -9.0, 0.111)",27.16615541441225,45.27692569068709,vertical,"(1343.0, 361.0)","(0, 0)",1327,337
&,100,"[(1359, 384), (1361, 400), (1334, 403), (1332, 387)]","{'Width': 29, 'Height': 19, 'Left': 1332, 'Top': 384}","(-8.0, 0.111, -8.0, 0.111)",27.16615541441225,16.1245154965971,vertical,"(1346.5, 393.5)","(0, 0)",1332,384
CHERYL,100,"[(1361, 397), (1366, 443), (1338, 446), (1333, 400)]","{'Width': 33, 'Height': 49, 'Left': 1333, 'Top': 397}","(-9.2, 0.107, -9.2, 0.107)",28.160255680657446,46.2709412050371,vertical,"(1349.5, 421.5)","(0, 0)",1333,397
WILLIS,100,"[(1365, 443), (1369, 481), (1342, 484), (1338, 446)]","{'Width': 31, 'Height': 41, 'Left': 1338, 'Top': 443}","(-9.5, 0.111, -9.5, 0.111)",27.16615541441225,38.2099463490856,vertical,"(1353.5, 463.5)","(0, 0)",1338,443
Baina,100,"[(1422, 993), (1340, 991), (1341, 962), (1423, 964)]","{'Width': 83, 'Height': 31, 'Left': 1340, 'Top': 962}","(-0.024, 29.0, -0.024, 29.0)",29.017236257093817,82.02438661763951,horizontal,"(1381.5, 977.5)","(0, 0)",1340,962
HUDSON,100,"[(1369, 483), (1374, 529), (1347, 532), (1342, 486)]","{'Width': 32, 'Height': 49, 'Left': 1342, 'Top': 483}","(-9.2, 0.111, -9.2, 0.111)",27.16615541441225,46.2709412050371,vertical,"(1358.0, 507.5)","(0, 0)",1342,483
THE,100,"[(1375, 537), (1378, 570), (1351, 573), (1348, 540)]","{'Width': 30, 'Height': 36, 'Left': 1348, 'Top': 537}","(-11.0, 0.111, -11.0, 0.111)",27.16615541441225,33.13608305156178,vertical,"(1363.0, 555.0)","(0, 0)",1348,537
AK,100,"[(1379, 580), (1384, 628), (1357, 630), (1352, 583)]","{'Width': 32, 'Height': 50, 'Left': 1352, 'Top': 580}","(-9.6, 0.074, -9.4, 0.111)",27.120064077887008,47.76246162022026,vertical,"(1368.0, 605.25)","(0, 0)",1352,580
CONVERSATIONS,100,"[(1375, 626), (1386, 716), (1377, 717), (1366, 627)]","{'Width': 20, 'Height': 91, 'Left': 1366, 'Top': 626}","(-8.182, 0.111, -8.182, 0.111)",9.055385138137417,90.6697303403953,vertical,"(1376.0, 671.5)","(0, 0)",1366,626
ABOU,100,"[(1386, 719), (1390, 749), (1381, 750), (1377, 720)]","{'Width': 13, 'Height': 31, 'Left': 1377, 'Top': 719}","(-7.5, 0.111, -7.5, 0.111)",9.055385138137417,30.265491900843113,vertical,"(1383.5, 734.5)","(0, 0)",1377,719
BERGEN,100,"[(1400, 295), (1407, 361), (1393, 362), (1386, 296)]","{'Width': 21, 'Height': 67, 'Left': 1386, 'Top': 295}","(-9.429, 0.071, -9.429, 0.071)",14.035668847618199,66.37017402418047,vertical,"(1396.5, 328.5)","(0, 0)",1386,295
THE,100,"[(1414, 405), (1418, 467), (1400, 468), (1396, 406)]","{'Width': 22, 'Height': 63, 'Left': 1396, 'Top': 405}","(-15.5, 0.056, -15.5, 0.056)",18.027756377319946,62.12889826803627,vertical,"(1407.0, 436.5)","(0, 0)",1396,405
HOLOCA,100,"[(1420, 490), (1424, 627), (1411, 628), (1401, 491)]","{'Width': 23, 'Height': 138, 'Left': 1401, 'Top': 490}","(-34.25, 0.077, -13.7, 0.053)",16.032351200422873,137.21143019502648,vertical,"(1414.0, 559.0)","(0, 0)",1401,490
Coul,100,"[(11, 467), (14, 515), (0, 516), (0, 468)]","{'Width': 14, 'Height': 49, 'Left': 0, 'Top': 467}","(-16.0, 0.071, 1000.0, 0.091)",12.54051493240273,48.0468293128221,vertical,"(6.25, 491.5)","(0, 1)",0,467
Journal,100,"[(14, 520), (19, 599), (1, 600), (0, 521)]","{'Width': 19, 'Height': 80, 'Left': 0, 'Top': 520}","(-15.8, 0.056, -79.0, 0.071)",16.03171261246907,79.08219928453397,vertical,"(8.5, 560.0)","(0, 1)",0,520
SARAb,100,"[(0, 799), (88, 803), (87, 837), (0, 833)]","{'Width': 88, 'Height': 38, 'Left': 0, 'Top': 799}","(-0.045, 34.0, -0.046, 1000.0)",34.00735135169495,87.59138383069649,horizontal,"(43.75, 818.0)","(0, 1)",0,799
DODENO,100,"[(0, 860), (115, 862), (114, 899), (0, 897)]","{'Width': 115, 'Height': 39, 'Left': 0, 'Top': 860}","(-0.017, 37.0, -0.018, 1000.0)",37.00675552332174,114.517466249714,horizontal,"(57.25, 879.5)","(0, 1)",0,860
Ni,100,"[(45, 992), (1, 991), (1, 963), (45, 964)]","{'Width': 44, 'Height': 29, 'Left': 1, 'Top': 963}","(-0.023, 1000.0, -0.023, 1000.0)",28.0,44.01136216933077,horizontal,"(23.0, 977.5)","(0, 1)",1,963
Resoup,100,"[(24, 414), (36, 515), (15, 518), (2, 417)]","{'Width': 34, 'Height': 104, 'Left': 2, 'Top': 414}","(-8.417, 0.143, -7.769, 0.136)",21.708403373385472,101.77178503188864,vertical,"(19.25, 466.0)","(0, 1)",2,414
E,100,"[(5, 925), (21, 925), (21, 950), (5, 950)]","{'Width': 16, 'Height': 25, 'Left': 5, 'Top': 925}","(-0.0, 1000.0, 0.0, 1000.0)",25.0,16.0,horizontal,"(13.0, 937.5)","(0, 1)",5,925
for,100,"[(37, 522), (41, 557), (20, 559), (16, 525)]","{'Width': 25, 'Height': 37, 'Left': 16, 'Top': 522}","(-8.75, 0.095, -8.5, 0.143)",21.154113272662705,34.73115772243223,vertical,"(28.5, 540.75)","(0, 1)",16,522
the,100,"[(41, 559), (45, 595), (25, 597), (20, 562)]","{'Width': 25, 'Height': 38, 'Left': 20, 'Top': 559}","(-9.0, 0.1, -7.0, 0.143)",20.656477338919103,35.78843980593852,vertical,"(32.75, 578.25)","(0, 1)",20,559
Jack,100,"[(42, 648), (44, 672), (32, 673), (29, 649)]","{'Width': 15, 'Height': 25, 'Left': 29, 'Top': 648}","(-12.0, 0.083, -8.0, 0.077)",12.539999694598798,24.13498120124012,vertical,"(36.75, 660.5)","(0, 1)",29,648
FRANK,100,"[(29, 925), (123, 925), (123, 950), (29, 950)]","{'Width': 94, 'Height': 25, 'Left': 29, 'Top': 925}","(-0.0, 1000.0, 0.0, 1000.0)",25.0,94.0,horizontal,"(76.0, 937.5)","(0, 1)",29,925
Cira,100,"[(45, 676), (47, 696), (34, 697), (32, 677)]","{'Width': 15, 'Height': 21, 'Left': 32, 'Top': 676}","(-10.0, 0.077, -10.0, 0.077)",13.038404810405298,20.09975124224178,vertical,"(39.5, 686.5)","(0, 1)",32,676
WADE,100,"[(62, 302), (66, 337), (38, 340), (34, 305)]","{'Width': 32, 'Height': 38, 'Left': 34, 'Top': 302}","(-8.75, 0.107, -8.75, 0.107)",28.160255680657446,35.22782990761707,vertical,"(50.0, 321.0)","(0, 1)",34,302
Rold,100,"[(47, 698), (50, 724), (37, 725), (34, 699)]","{'Width': 16, 'Height': 27, 'Left': 34, 'Top': 698}","(-8.667, 0.077, -8.667, 0.077)",13.038404810405298,26.1725046566048,vertical,"(42.0, 711.5)","(0, 1)",34,698
),100,"[(49, 722), (49, 726), (37, 727), (37, 723)]","{'Width': 12, 'Height': 5, 'Left': 37, 'Top': 722}","(1000.0, 0.083, 1000.0, 0.083)",12.041594578792296,4.0,vertical,"(43.0, 724.5)","(0, 1)",37,722
RUDSON,100,"[(65, 337), (70, 383), (43, 385), (38, 340)]","{'Width': 32, 'Height': 48, 'Left': 38, 'Top': 337}","(-9.2, 0.074, -9.0, 0.111)",27.120064077887008,45.77393344786209,vertical,"(54.0, 361.25)","(0, 1)",38,337
&,100,"[(70, 382), (72, 399), (45, 402), (43, 385)]","{'Width': 29, 'Height': 20, 'Left': 43, 'Top': 382}","(-8.5, 0.111, -8.5, 0.111)",27.16615541441225,17.11724276862369,vertical,"(57.5, 392.0)","(0, 1)",43,382
CHERYL,100,"[(71, 398), (76, 443), (49, 445), (44, 401)]","{'Width': 32, 'Height': 47, 'Left': 44, 'Top': 398}","(-9.0, 0.074, -8.8, 0.111)",27.120064077887008,44.78005267082807,vertical,"(60.0, 421.75)","(0, 1)",44,398
WILLIS,100,"[(76, 443), (80, 483), (52, 486), (48, 446)]","{'Width': 32, 'Height': 43, 'Left': 48, 'Top': 443}","(-10.0, 0.107, -10.0, 0.107)",28.160255680657446,40.19950248448356,vertical,"(64.0, 464.5)","(0, 1)",48,443
Reina,100,"[(135, 994), (51, 993), (52, 964), (136, 965)]","{'Width': 85, 'Height': 30, 'Left': 51, 'Top': 964}","(-0.012, 29.0, -0.012, 29.0)",29.017236257093817,84.00595217006948,horizontal,"(93.5, 979.0)","(0, 1)",51,964
HUDSON,100,"[(80, 483), (85, 530), (57, 533), (52, 486)]","{'Width': 33, 'Height': 50, 'Left': 52, 'Top': 483}","(-9.4, 0.107, -9.4, 0.107)",28.160255680657446,47.265209192385896,vertical,"(68.5, 508.0)","(0, 1)",52,483
THE,100,"[(86, 537), (89, 569), (61, 572), (58, 540)]","{'Width': 31, 'Height': 35, 'Left': 58, 'Top': 537}","(-10.667, 0.107, -10.667, 0.107)",28.160255680657446,32.14031735997639,vertical,"(73.5, 554.5)","(0, 1)",58,537
AKO,100,"[(90, 580), (96, 641), (69, 643), (63, 583)]","{'Width': 33, 'Height': 63, 'Left': 63, 'Top': 580}","(-10.167, 0.074, -10.0, 0.111)",27.120064077887008,60.796812704806584,vertical,"(79.5, 611.75)","(0, 1)",63,580
CONVERSATIONS,100,"[(87, 626), (97, 716), (87, 718), (77, 627)]","{'Width': 20, 'Height': 92, 'Left': 77, 'Top': 626}","(-9.0, 0.2, -9.1, 0.1)",10.12395732415323,91.05082655133037,vertical,"(87.0, 671.75)","(0, 1)",77,626
ABO,100,"[(97, 719), (99, 741), (89, 742), (87, 720)]","{'Width': 12, 'Height': 23, 'Left': 87, 'Top': 719}","(-11.0, 0.1, -11.0, 0.1)",10.04987562112089,22.090722034374522,vertical,"(93.0, 730.5)","(0, 1)",87,719
BERGEN,100,"[(111, 296), (116, 361), (103, 362), (98, 297)]","{'Width': 18, 'Height': 66, 'Left': 98, 'Top': 296}","(-13.0, 0.077, -13.0, 0.077)",13.038404810405298,65.19202405202648,vertical,"(107.0, 329.0)","(0, 1)",98,296
THE,100,"[(123, 404), (129, 467), (113, 468), (106, 406)]","{'Width': 23, 'Height': 64, 'Left': 106, 'Top': 404}","(-10.5, 0.062, -8.857, 0.118)",16.574231155252544,62.83948964420647,vertical,"(117.75, 436.25)","(0, 1)",106,404
HOLOCAUST,100,"[(131, 490), (150, 689), (132, 691), (113, 492)]","{'Width': 37, 'Height': 201, 'Left': 113, 'Top': 490}","(-10.474, 0.111, -10.474, 0.111)",18.110770276274835,199.90497742677644,vertical,"(131.5, 590.5)","(0, 1)",113,490
Co,100,"[(150, 718), (152, 737), (143, 738), (141, 719)]","{'Width': 11, 'Height': 20, 'Left': 141, 'Top': 718}","(-9.5, 0.111, -9.5, 0.111)",9.055385138137417,19.1049731745428,vertical,"(146.5, 728.0)","(0, 1)",141,718
TO,100,"[(176, 355), (178, 373), (159, 375), (157, 357)]","{'Width': 21, 'Height': 20, 'Left': 157, 'Top': 355}","(-9.0, 0.105, -9.0, 0.105)",19.1049731745428,18.110770276274835,vertical,"(167.5, 365.0)","(0, 1)",157,355
THE,100,"[(178, 376), (181, 405), (163, 407), (160, 378)]","{'Width': 21, 'Height': 31, 'Left': 160, 'Top': 376}","(-9.667, 0.111, -9.667, 0.111)",18.110770276274835,29.154759474226502,vertical,"(170.5, 391.5)","(0, 1)",160,376
HOLOCAUST,100,"[(182, 410), (191, 494), (172, 496), (163, 412)]","{'Width': 28, 'Height': 86, 'Left': 163, 'Top': 410}","(-9.333, 0.105, -9.333, 0.105)",19.1049731745428,84.48076704197234,vertical,"(177.0, 453.0)","(0, 1)",163,410
NORWAY'S,100,"[(195, 353), (202, 424), (185, 425), (178, 355)]","{'Width': 24, 'Height': 72, 'Left': 178, 'Top': 353}","(-10.143, 0.059, -10.0, 0.118)",17.073314567275048,70.84668263739705,vertical,"(190.0, 389.25)","(0, 1)",178,353
CAPOT,100,"[(356, 997), (184, 1002), (183, 958), (355, 953)]","{'Width': 173, 'Height': 49, 'Left': 183, 'Top': 953}","(0.029, -44.0, 0.029, -44.0)",44.01136216933077,172.07265907168403,horizontal,"(269.5, 977.5)","(0, 1)",183,953
RESPONSE,100,"[(203, 429), (210, 498), (193, 499), (186, 431)]","{'Width': 24, 'Height': 70, 'Left': 186, 'Top': 429}","(-9.857, 0.059, -9.714, 0.118)",17.073314567275048,68.8567540902246,vertical,"(198.0, 464.25)","(0, 1)",186,429
ABRAH,100,"[(206, 678), (213, 751), (197, 752), (190, 680)]","{'Width': 23, 'Height': 74, 'Left': 190, 'Top': 678}","(-10.429, 0.062, -10.286, 0.125)",16.07786751923925,72.83716296741186,vertical,"(201.5, 715.25)","(0, 1)",190,678
SAMUE,100,"[(224, 678), (232, 751), (217, 752), (209, 680)]","{'Width': 23, 'Height': 74, 'Left': 209, 'Top': 678}","(-9.125, 0.067, -9.0, 0.133)",15.083021164397232,72.94006448802398,vertical,"(220.5, 715.25)","(0, 1)",209,678
ISAACSON,100,"[(228, 817), (298, 817), (298, 829), (228, 829)]","{'Width': 70, 'Height': 12, 'Left': 228, 'Top': 817}","(-0.0, 1000.0, 0.0, 1000.0)",12.0,70.0,horizontal,"(263.0, 823.0)","(0, 1)",228,817
FINLAND,100,"[(248, 382), (260, 506), (241, 508), (229, 384)]","{'Width': 31, 'Height': 126, 'Left': 229, 'Top': 382}","(-10.333, 0.105, -10.333, 0.105)",19.1049731745428,124.57929201917949,vertical,"(244.5, 445.0)","(0, 1)",229,382
and,100,"[(261, 512), (264, 546), (245, 548), (242, 514)]","{'Width': 22, 'Height': 36, 'Left': 242, 'Top': 512}","(-11.333, 0.105, -11.333, 0.105)",19.1049731745428,34.132096331752024,vertical,"(253.0, 530.0)","(0, 1)",242,512
the,100,"[(264, 550), (267, 580), (249, 582), (246, 552)]","{'Width': 21, 'Height': 32, 'Left': 246, 'Top': 550}","(-10.0, 0.111, -10.0, 0.111)",18.110770276274835,30.14962686336267,vertical,"(256.5, 566.0)","(0, 1)",246,550
HOLOCAUST,100,"[(268, 583), (280, 707), (261, 709), (249, 585)]","{'Width': 31, 'Height': 126, 'Left': 249, 'Top': 583}","(-10.333, 0.105, -10.333, 0.105)",19.1049731745428,124.57929201917949,vertical,"(264.5, 646.0)","(0, 1)",249,583
GERDA,100,"[(304, 382), (311, 447), (297, 448), (290, 383)]","{'Width': 21, 'Height': 66, 'Left': 290, 'Top': 382}","(-9.286, 0.071, -9.286, 0.071)",14.035668847618199,65.37583651472461,vertical,"(300.5, 415.0)","(0, 1)",290,382
WEISSMANN,100,"[(312, 457), (324, 572), (310, 574), (298, 458)]","{'Width': 26, 'Height': 117, 'Left': 298, 'Top': 457}","(-9.583, 0.143, -9.667, 0.071)",14.088902235674574,116.12171489359939,vertical,"(311.0, 515.25)","(0, 1)",298,457
KLEIN,100,"[(325, 585), (331, 640), (317, 641), (311, 586)]","{'Width': 20, 'Height': 56, 'Left': 311, 'Top': 585}","(-9.167, 0.071, -9.167, 0.071)",14.035668847618199,55.326304774492215,vertical,"(321.0, 613.0)","(0, 1)",311,585
ALL,100,"[(334, 675), (337, 709), (326, 710), (322, 676)]","{'Width': 15, 'Height': 35, 'Left': 322, 'Top': 675}","(-11.333, 0.091, -8.5, 0.083)",11.543477797989778,34.1832909344997,vertical,"(329.75, 692.5)","(0, 1)",322,675
BUT,100,"[(338, 715), (341, 748), (329, 749), (326, 716)]","{'Width': 15, 'Height': 34, 'Left': 326, 'Top': 715}","(-11.0, 0.083, -11.0, 0.083)",12.041594578792296,33.13608305156178,vertical,"(333.5, 732.0)","(0, 1)",326,715
AMERICAN,100,"[(426, 222), (441, 388), (420, 390), (405, 224)]","{'Width': 36, 'Height': 168, 'Left': 405, 'Top': 222}","(-11.067, 0.095, -11.067, 0.095)",21.095023109728988,166.67633305301626,vertical,"(423.0, 306.0)","(0, 1)",405,222
HERITAGE,100,"[(442, 401), (456, 554), (436, 556), (422, 403)]","{'Width': 34, 'Height': 155, 'Left': 422, 'Top': 401}","(-10.929, 0.1, -10.929, 0.1)",20.09975124224178,153.63918770938616,vertical,"(439.0, 478.5)","(0, 1)",422,401
AMERICAN,100,"[(464, 231), (478, 398), (457, 400), (443, 233)]","{'Width': 35, 'Height': 169, 'Left': 443, 'Top': 231}","(-11.929, 0.095, -11.929, 0.095)",21.095023109728988,167.5857989210303,vertical,"(460.5, 315.5)","(0, 1)",443,231
HERITAGE,100,"[(479, 412), (492, 563), (471, 565), (458, 414)]","{'Width': 34, 'Height': 153, 'Left': 458, 'Top': 412}","(-11.615, 0.095, -11.615, 0.095)",21.095023109728988,151.5585695366646,vertical,"(475.0, 488.5)","(0, 1)",458,412
CHRIS,100,"[(533, 380), (580, 364), (584, 376), (537, 391)]","{'Width': 51, 'Height': 27, 'Left': 533, 'Top': 364}","(0.34, -3.0, 0.319, -2.75)",12.176905275696573,49.492175941700836,horizontal,"(558.5, 377.75)","(0, 1)",533,364
KEENEY,100,"[(533, 405), (595, 384), (599, 397), (537, 417)]","{'Width': 66, 'Height': 33, 'Left': 533, 'Top': 384}","(0.339, -3.25, 0.323, -3.0)",13.125290574704481,65.30295064791093,horizontal,"(566.0, 400.75)","(0, 1)",533,384
NORTHCU77,100,"[(572, 808), (579, 923), (566, 924), (559, 809)]","{'Width': 20, 'Height': 116, 'Left': 559, 'Top': 808}","(-16.429, 0.077, -16.429, 0.077)",13.038404810405298,115.2128465059344,vertical,"(569.0, 866.0)","(0, 1)",559,808
CAMERAS,100,"[(587, 493), (647, 702), (620, 709), (560, 501)]","{'Width': 87, 'Height': 216, 'Left': 560, 'Top': 493}","(-3.483, 0.259, -3.467, 0.296)",28.026453521310074,216.96144615953943,vertical,"(603.5, 601.25)","(0, 1)",560,493
WENDY,100,"[(590, 832), (593, 898), (581, 899), (578, 833)]","{'Width': 15, 'Height': 67, 'Left': 578, 'Top': 832}","(-22.0, 0.083, -22.0, 0.083)",12.041594578792296,66.06814663663572,vertical,"(585.5, 865.5)","(0, 1)",578,832
PINHOLE,100,"[(635, 477), (689, 702), (637, 714), (583, 490)]","{'Width': 106, 'Height': 237, 'Left': 583, 'Top': 477}","(-4.167, 0.231, -4.148, 0.25)",53.483514694767464,230.90314782001195,vertical,"(636.0, 595.75)","(0, 1)",583,477
חח,100,"[(698, 929), (740, 924), (743, 956), (702, 961)]","{'Width': 45, 'Height': 37, 'Left': 698, 'Top': 924}","(0.119, -10.667, 0.122, -8.0)",32.194674176585295,41.80016241061998,horizontal,"(720.75, 942.5)","(0, 1)",698,924
E,100,"[(736, 922), (744, 954), (715, 961), (707, 929)]","{'Width': 37, 'Height': 39, 'Left': 707, 'Top': 922}","(-4.0, 0.241, -4.0, 0.241)",29.832867780352597,32.984845004941285,vertical,"(725.5, 941.5)","(0, 1)",707,922
JOHN,100,"[(822, 410), (832, 455), (804, 461), (794, 416)]","{'Width': 38, 'Height': 51, 'Left': 794, 'Top': 410}","(-4.5, 0.214, -4.5, 0.214)",28.635642126552707,46.09772228646444,vertical,"(813.0, 435.5)","(0, 1)",794,410
CONNOLLY,100,"[(833, 459), (851, 541), (823, 547), (805, 465)]","{'Width': 46, 'Height': 88, 'Left': 805, 'Top': 459}","(-4.556, 0.214, -4.556, 0.214)",28.635642126552707,83.95236744726142,vertical,"(828.0, 503.0)","(0, 1)",805,459
THE,100,"[(855, 556), (868, 612), (839, 618), (827, 562)]","{'Width': 41, 'Height': 62, 'Left': 827, 'Top': 556}","(-4.308, 0.207, -4.667, 0.214)",29.1249139582372,57.38020683016232,vertical,"(847.25, 587.0)","(0, 1)",827,556
BOOK,100,"[(870, 621), (888, 703), (860, 709), (842, 627)]","{'Width': 46, 'Height': 88, 'Left': 842, 'Top': 621}","(-4.556, 0.214, -4.556, 0.214)",28.635642126552707,83.95236744726142,vertical,"(865.0, 665.0)","(0, 1)",842,621
OF,100,"[(890, 710), (897, 743), (869, 750), (862, 716)]","{'Width': 35, 'Height': 40, 'Left': 862, 'Top': 710}","(-4.714, 0.25, -4.857, 0.214)",28.748690752938167,34.22368275114278,vertical,"(879.5, 729.75)","(0, 1)",862,710
LOST,100,"[(899, 751), (914, 815), (885, 822), (871, 757)]","{'Width': 43, 'Height': 71, 'Left': 871, 'Top': 751}","(-4.267, 0.241, -4.643, 0.214)",29.234254953452652,66.11245727884817,vertical,"(892.25, 786.25)","(0, 1)",871,751
THING,100,"[(915, 823), (936, 915), (908, 921), (888, 829)]","{'Width': 48, 'Height': 98, 'Left': 888, 'Top': 823}","(-4.381, 0.214, -4.6, 0.222)",28.147137749215684,94.2575629571136,vertical,"(911.75, 872.0)","(0, 1)",888,823
AND,100,"[(944, 751), (943, 780), (919, 780), (920, 751)]","{'Width': 25, 'Height': 29, 'Left': 919, 'Top': 751}","(29.0, 0.0, 29.0, -0.0)",24.0,29.017236257093817,vertical,"(931.5, 765.5)","(0, 1)",919,751
BRAIN,100,"[(945, 704), (944, 747), (920, 747), (921, 704)]","{'Width': 25, 'Height': 43, 'Left': 920, 'Top': 704}","(43.0, 0.0, 43.0, -0.0)",24.0,43.01162633521314,vertical,"(932.5, 725.5)","(0, 1)",920,704
HO,100,"[(943, 784), (943, 803), (920, 803), (920, 784)]","{'Width': 23, 'Height': 19, 'Left': 920, 'Top': 784}","(1000.0, 0.0, 1000.0, -0.0)",23.0,19.0,vertical,"(931.5, 793.5)","(0, 1)",920,784
BRILLIANT,100,"[(946, 623), (945, 697), (921, 697), (922, 623)]","{'Width': 25, 'Height': 74, 'Left': 921, 'Top': 623}","(74.0, 0.0, 74.0, -0.0)",24.0,74.00675644831355,vertical,"(933.5, 660.0)","(0, 1)",921,623
